0,Doc,02_25_06_2021_02_07,50,200,13
0.8987501,0.2015,-0.53475,0.9102501,0.0625,-0.3855
0.873,0.29525,-0.5035,0.9242501,0.107,-0.4
0.8755,0.31075,-0.4905,0.9250001,0.121,-0.4045
0.8790001,0.312,-0.47475,0.9252501,0.1855,-0.358
0.876,0.293,-0.47675,0.9030001,0.1995,-0.40675
0.89175,0.20625,-0.52375,0.9175,0.1685,-0.42075
0.8965001,0.172,-0.5225,0.9245,0.1395,-0.4085
0.8975,0.14825,-0.49025,0.9245,0.12175,-0.3435
0.89925,0.1565,-0.4825,0.9245,0.12175,-0.3435
0.89675,0.17675,-0.4835,0.9335001,0.144,-0.36
0.88125,0.21625,-0.5105,0.9225,0.155,-0.4255
0.8865001,0.2375,-0.518,0.9225,0.155,-0.4255
0.8985,0.2455,-0.50525,0.8905001,0.14,-0.44375
0.9055001,0.2545,-0.454,0.8815001,0.122,-0.4435
0.91075,0.25025,-0.4345,0.8805,0.107,-0.43375
0.9162501,0.2375,-0.43675,0.8937501,0.10275,-0.4205
0.91,0.221,-0.45175,0.9305,0.11375,-0.4115
0.8872501,0.19175,-0.5075001,0.91725,0.12325,-0.39325
0.87875,0.1775,-0.532,0.9192501,0.12625,-0.38875
0.87725,0.16525,-0.54675,0.91725,0.20025,-0.3245
0.8907501,0.15075,-0.5265,0.9425001,0.283,-0.28975
0.90275,0.15825,-0.5065,0.93775,0.3015,-0.2945
0.9115,0.175,-0.48225,0.923,0.29775,-0.33325
0.914,0.21075,-0.4445,0.892,0.23125,-0.435
0.9070001,0.2305,-0.44075,0.8875,0.1945,-0.47125
0.89275,0.2365,-0.479,0.8875,0.1945,-0.47125
0.891,0.22575,-0.49775,0.8875,0.1945,-0.47125
0.895,0.204,-0.513,0.8975,0.15875,-0.461
0.8935,0.18675,-0.51125,0.89925,0.1175,-0.43325
0.9075,0.15425,-0.488,0.9195001,0.07300001,-0.3765
0.92125,0.15325,-0.47625,0.9277501,0.07625,-0.353
0.914,0.1705,-0.45275,0.92975,0.1285,-0.3475
0.8985,0.172,-0.4615,0.92975,0.1285,-0.3475
0.89,0.174,-0.48875,0.92375,0.16475,-0.382
0.89125,0.17375,-0.5155,0.90175,0.18175,-0.426
0.8975,0.16875,-0.53425,0.9087501,0.1345,-0.392
0.9030001,0.1685,-0.51875,0.923,0.142,-0.373
0.9127501,0.1795,-0.46275,0.937,0.1615,-0.35675
0.914,0.1905,-0.44875,0.9292501,0.17175,-0.36675
0.91075,0.2005,-0.451,0.91875,0.1735,-0.391
0.9015,0.2045,-0.4705,0.8885,0.15225,-0.432
0.8905001,0.17925,-0.513,0.88175,0.138,-0.44225
0.89275,0.154,-0.523,0.88775,0.12375,-0.43725
0.90825,0.13775,-0.5045,0.91875,0.1145,-0.3965
0.9135001,0.146,-0.477,0.91875,0.1145,-0.3965
0.91725,0.158,-0.45675,0.93475,0.127,-0.38225
0.9137501,0.2045,-0.45375,0.933,0.1485,-0.367
0.9115,0.221,-0.46725,0.92325,0.17275,-0.37625
0.9037501,0.22575,-0.48075,0.919,0.18675,-0.4035
0.89825,0.21575,-0.49575,0.8972501,0.157,-0.4225
0.8890001,0.16975,-0.51125,0.8972501,0.157,-0.4225
0.8965001,0.14675,-0.516,0.90425,0.1395,-0.41075
0.9025,0.12725,-0.51025,0.9265,0.14675,-0.35425
0.9037501,0.13125,-0.49775,0.9265,0.14675,-0.35425
0.90675,0.145,-0.48925,0.9342501,0.208,-0.3495
0.90725,0.185,-0.47075,0.9177501,0.19825,-0.39325
0.90325,0.20225,-0.4685,0.90725,0.17775,-0.39975
0.9005001,0.214,-0.4755,0.895,0.15975,-0.41125
0.8985,0.20525,-0.49225,0.8890001,0.14575,-0.4265
0.90075,0.181,-0.49725,0.8930001,0.105,-0.449
0.9080001,0.154,-0.49925,0.8987501,0.09150001,-0.44425
0.9062501,0.13625,-0.49725,0.9030001,0.08625001,-0.43275
0.9052501,0.13775,-0.48875,0.9305,0.1455,-0.37175
0.9062501,0.15025,-0.4925,0.9315,0.17275,-0.37225
0.90425,0.18325,-0.48675,0.92075,0.19825,-0.38425
0.904,0.20025,-0.47725,0.9012501,0.18875,-0.38975
0.9105,0.21275,-0.468,0.9015,0.189,-0.39725
0.9095001,0.21075,-0.4695,0.904,0.17675,-0.4045
0.89925,0.1885,-0.4905,0.9205,0.1475,-0.413
0.895,0.1715,-0.50575,0.92375,0.1195,-0.4075
0.8905001,0.142,-0.5085,0.9177501,0.1155,-0.38
0.9012501,0.131,-0.50425,0.9080001,0.133,-0.37
0.9105,0.12975,-0.497,0.9137501,0.15425,-0.37075
0.9065,0.14825,-0.485,0.92325,0.1805,-0.3915
0.8980001,0.16125,-0.4945,0.9137501,0.1785,-0.40125
0.90025,0.177,-0.50125,0.8955001,0.163,-0.409
0.9080001,0.19175,-0.49575,0.8945,0.12875,-0.4035
0.9085,0.1975,-0.474,0.8975,0.12175,-0.41425
0.91425,0.19475,-0.459,0.9145001,0.12275,-0.42975
0.9125,0.171,-0.4635,0.92075,0.15375,-0.43725
0.90725,0.15775,-0.4795,0.9085,0.156,-0.4255
0.8985,0.14775,-0.49475,0.90425,0.166,-0.419
0.8930001,0.13325,-0.5115,0.91225,0.17225,-0.4125
0.90275,0.12025,-0.521,0.91825,0.18725,-0.36475
0.904,0.11975,-0.51675,0.92125,0.204,-0.34475
0.9062501,0.14125,-0.4995,0.9210001,0.23925,-0.37475
0.90575,0.15375,-0.493,0.92,0.22725,-0.41125
0.90575,0.16075,-0.4845,0.92,0.22725,-0.41125
0.9065,0.179,-0.50125,0.8915001,0.15675,-0.4465
0.9025,0.1805,-0.508,0.8915001,0.15675,-0.4465
0.8972501,0.1805,-0.508,0.8915001,0.15675,-0.4465
0.89775,0.18075,-0.49625,0.88125,0.12325,-0.44725
0.90025,0.17425,-0.479,0.8857501,0.07425001,-0.4605
0.90575,0.16325,-0.48025,0.8962501,0.07175,-0.45575
0.90925,0.15525,-0.491,0.8962501,0.07175,-0.45575
0.9030001,0.1585,-0.49625,0.8962501,0.07175,-0.45575
0.895,0.156,-0.49975,0.8962501,0.07175,-0.45575
0.8937501,0.15025,-0.522,0.9045001,0.08625001,-0.4215
0.8935,0.15,-0.52375,0.9045001,0.08625001,-0.4215
0.89525,0.15775,-0.51625,0.9070001,0.10925,-0.418
0.8987501,0.16625,-0.504,0.9070001,0.10925,-0.418
0.91075,0.17925,-0.47875,0.9160001,0.16525,-0.4185
0.9080001,0.18575,-0.4705,0.9137501,0.18025,-0.4085
0.89175,0.1865,-0.49525,0.91975,0.20175,-0.37475
0.8845,0.182,-0.51175,0.92475,0.207,-0.3815
0.8882501,0.17425,-0.525,0.924,0.20775,-0.384
0.8905001,0.14125,-0.5185,0.9087501,0.14675,-0.40475
0.8935,0.12375,-0.5190001,0.9012501,0.1325,-0.4115
0.91,0.12175,-0.51825,0.8975,0.11575,-0.41075
0.92625,0.1295,-0.4945,0.9035,0.1445,-0.3995
0.92225,0.13425,-0.43125,0.90325,0.159,-0.4205
0.91875,0.1325,-0.4295,0.90075,0.16475,-0.4345
0.91575,0.12925,-0.49175,0.9135001,0.157,-0.455
0.9055001,0.132,-0.5075001,0.9135001,0.157,-0.455
0.8962501,0.1335,-0.5155,0.9135001,0.157,-0.455
0.89325,0.12975,-0.51675,0.9030001,0.15325,-0.43775
0.8985,0.118,-0.51225,0.918,0.1295,-0.4185
0.9012501,0.1145,-0.51125,0.9115,0.1185,-0.3925
0.9095001,0.12425,-0.50775,0.9310001,0.1585,-0.35675
0.90725,0.1345,-0.49425,0.9210001,0.1905,-0.37525
0.9035,0.1385,-0.485,0.91575,0.19325,-0.4065
0.9015,0.1355,-0.50775,0.89825,0.16,-0.43975
0.9095001,0.144,-0.5185,0.8895,0.09775001,-0.4475
0.91075,0.14925,-0.51225,0.8915001,0.072,-0.4625
0.909,0.141,-0.465,0.89425,0.05775,-0.4435
0.913,0.1295,-0.46225,0.899,0.06625,-0.42975
0.91575,0.118,-0.47225,0.9030001,0.083,-0.42125
0.9120001,0.113,-0.49325,0.91725,0.1045,-0.41725
0.90275,0.1235,-0.50675,0.90175,0.12375,-0.45175
0.90175,0.12125,-0.5065,0.91575,0.144,-0.494
0.9087501,0.11425,-0.498,0.8745,0.13,-0.40675
0.91075,0.1165,-0.5005,0.887,0.142,-0.3905
0.9127501,0.1305,-0.49625,0.8980001,0.1465,-0.41475
0.91325,0.15075,-0.4745,0.929,0.17625,-0.42875
0.91575,0.14525,-0.46275,0.9075,0.186,-0.444
0.91425,0.136,-0.4555,0.9035,0.171,-0.47025
0.91175,0.11475,-0.48,0.8825001,0.1355,-0.448
0.9025,0.1095,-0.4985,0.8865001,0.12825,-0.434
0.896,0.11775,-0.50575,0.8865001,0.12025,-0.42275
0.9,0.13575,-0.5265,0.8925,0.102,-0.40925
0.89125,0.15425,-0.53,0.9102501,0.09925,-0.41425
0.895,0.1635,-0.5215001,0.92325,0.11025,-0.42625
0.8985,0.1705,-0.515,0.91425,0.12175,-0.4325
0.88025,0.18225,-0.5215001,0.90025,0.13875,-0.4315
0.88375,0.19075,-0.52525,0.89425,0.139,-0.43
0.8890001,0.19625,-0.52975,0.895,0.12525,-0.43525
0.87975,0.19525,-0.512,0.9110001,0.11625,-0.421
0.87725,0.19975,-0.49525,0.9005001,0.1165,-0.4225
0.8897501,0.197,-0.48625,0.904,0.1205,-0.42675
0.886,0.1985,-0.48675,0.9145001,0.12325,-0.45775
0.8922501,0.17325,-0.5165,0.91325,0.117,-0.4515
0.87525,0.17425,-0.5265,0.897,0.12975,-0.38725
0.8725001,0.17825,-0.559,0.8972501,0.138,-0.37575
0.8717501,0.182,-0.56275,0.8972501,0.138,-0.37575
0.877,0.18875,-0.554,0.9227501,0.145,-0.36975
0.895,0.199,-0.518,0.9310001,0.2045,-0.38
0.9015,0.197,-0.49575,0.924,0.22675,-0.3975
0.89825,0.196,-0.48,0.896,0.175,-0.4355
0.89525,0.19125,-0.47575,0.88675,0.13875,-0.44625
0.89175,0.1675,-0.50125,0.886,0.11275,-0.44425
0.8925,0.148,-0.522,0.914,0.09325001,-0.4235
0.88925,0.14125,-0.51775,0.915,0.105,-0.4115
0.89425,0.1405,-0.51425,0.915,0.105,-0.4115
0.90025,0.14825,-0.51075,0.9062501,0.15075,-0.39575
0.8995001,0.16725,-0.5025,0.9052501,0.17325,-0.404
0.9020001,0.174,-0.4985,0.90975,0.1855,-0.412
0.90175,0.17475,-0.49025,0.9085,0.194,-0.42325
0.89675,0.1595,-0.496,0.91325,0.1965,-0.424
0.8962501,0.1545,-0.5045,0.9025,0.1835,-0.41575
0.8850001,0.142,-0.51925,0.9055001,0.155,-0.404
0.89525,0.14725,-0.561,0.9275001,0.18425,-0.3525
0.9095001,0.15025,-0.53125,0.9490001,0.209,-0.317
0.90675,0.1325,-0.467,1.186,0.22825,-0.297
0.9077501,0.12625,-0.46625,1.379,0.22375,-0.44575
0.904,0.13175,-0.48625,1.886,0.30425,-0.68825
0.88125,0.14475,-0.532,3.862,1.12525,-2.117
0.88425,0.188,-0.563,4.1315,1.4785,-2.72475
0.89925,0.18925,-0.51925,3.87025,1.64325,-2.7815
0.9177501,0.178,-0.469,2.4305,1.256,-2.927
0.9275001,0.18175,-0.399,1.1575,0.419,-3.08225
0.9185001,0.1935,-0.40375,-0.41475,-0.5527501,-2.96025
0.9075,0.2125,-0.50575,-2.7675,-1.34675,-1.39675
0.8895,0.20525,-0.534,-3.40575,-1.01525,-0.0705
0.8750001,0.18775,-0.54425,-3.1065,-0.205,1.32
0.8537501,0.12825,-0.575,-2.33175,-0.42125,1.511
0.85975,0.10975,-0.58875,-1.567,-0.2545,1.1545
0.8765001,0.09475,-0.58325,-0.75925,0.137,0.66675
0.8880001,0.0925,-0.55725,0.1195,0.53675,0.23525
0.9085,0.09200001,-0.49775,1.12075,0.523,-0.0515
0.9265,0.101,-0.4815,1.3235,0.3675,-0.05925
0.93625,0.12075,-0.46825,1.4285,0.28625,-0.04025
0.90725,0.1535,-0.4625,1.35975,0.37375,0.16375
0.90025,0.16,-0.478,1.38225,0.45475,0.3525
0.8965001,0.15775,-0.5157501,1.3585,0.50025,0.42175
0.91225,0.16525,-0.577,1.379,0.39675,0.38725
0.8985,0.161,-0.56725,1.34125,0.348,0.32325
0.89125,0.1665,-0.52225,1.3185,0.32525,0.31725
0.94525,0.13425,-0.549,1.42875,0.3065,0.261
1.0255,0.14,-0.68275,1.3915,0.22675,0.25425
1.4165,0.4895,-1.09175,1.33275,0.02825,0.213
1.60775,0.54225,-1.15975,1.2895,0.0205,0.24375
