0,Tony,18_35_57_2021_02_06,50,200,0
0.13825,-0.0885,-1.089,0.07250001,-0.00825,1.04
0.14,-0.09,-1.0865,0.07650001,-0.00625,1.04125
0.1415,-0.08775,-1.08925,0.078,-0.00775,1.043
0.14175,-0.08800001,-1.08775,0.07525001,-0.009000001,1.0385
0.14125,-0.08625001,-1.09025,0.075,-0.009000001,1.03925
0.141,-0.089,-1.086,0.07675,-0.0075,1.042
0.1425,-0.08775,-1.08775,0.07525001,-0.0075,1.04
0.142,-0.086,-1.08925,0.07525001,-0.009000001,1.0395
0.14175,-0.08775,-1.08625,0.07675,-0.009000001,1.04075
0.142,-0.089,-1.08775,0.07600001,-0.00775,1.03925
0.14225,-0.087,-1.089,0.0775,-0.0075,1.04175
0.14225,-0.08675,-1.0885,0.07375,-0.009000001,1.03775
0.1405,-0.08750001,-1.08875,0.07650001,-0.008,1.04175
0.14175,-0.08925001,-1.086,0.075,-0.00725,1.0415
0.1415,-0.08775,-1.086,0.07650001,-0.0085,1.04175
0.1405,-0.08775,-1.08825,0.075,-0.0085,1.04
0.14075,-0.08725,-1.08825,0.07725,-0.0075,1.04325
0.14025,-0.08775,-1.089,0.07375,-0.008,1.0405
0.13925,-0.0895,-1.08875,0.07700001,-0.00725,1.04325
0.14075,-0.08925001,-1.08475,0.074,-0.00875,1.039
0.14225,-0.08675,-1.086,0.07700001,-0.00875,1.0405
0.13925,-0.089,-1.0885,0.07575,-0.008,1.039
0.14075,-0.08525001,-1.0875,0.07700001,-0.0085,1.0425
0.1395,-0.08725,-1.091,0.07600001,-0.0065,1.04225
0.13875,-0.09150001,-1.08325,0.07650001,-0.0075,1.0405
0.14225,-0.08625001,-1.0925,0.0755,-0.00875,1.03925
0.14225,-0.08625001,-1.0925,0.0755,-0.00875,1.03925
0.1395,-0.08775,-1.09,0.07525001,-0.007,1.04075
0.13975,-0.09,-1.0845,0.075,-0.008,1.039
0.14175,-0.08750001,-1.089,0.0775,-0.00875,1.04225
0.143,-0.08800001,-1.086,0.0755,-0.008,1.0385
0.14175,-0.087,-1.08725,0.07700001,-0.008,1.04175
0.14175,-0.087,-1.08725,0.07700001,-0.008,1.04175
0.14275,-0.089,-1.08575,0.075,-0.00875,1.039
0.14125,-0.08625001,-1.09025,0.07700001,-0.008,1.041
0.1415,-0.08775,-1.087,0.07700001,-0.0085,1.0395
0.13925,-0.08775,-1.08975,0.07650001,-0.0075,1.04025
0.1395,-0.08975001,-1.08425,0.0745,-0.00825,1.04025
0.1395,-0.08975001,-1.08425,0.0745,-0.00825,1.04025
0.14375,-0.08975001,-1.0865,0.07925,-0.00775,1.04
0.1425,-0.08725,-1.0885,0.07650001,-0.00875,1.0405
0.1425,-0.08725,-1.0885,0.07650001,-0.00875,1.0405
0.1415,-0.08875,-1.0875,0.07525001,-0.0085,1.0405
0.141,-0.08625001,-1.08825,0.07475001,-0.0085,1.03925
0.141,-0.08625001,-1.08825,0.07475001,-0.0085,1.03925
0.14075,-0.08925001,-1.086,0.075,-0.00725,1.0405
0.13875,-0.08925001,-1.0895,0.07700001,-0.00825,1.04275
0.13875,-0.08925001,-1.0895,0.07700001,-0.00825,1.04275
0.1425,-0.08825,-1.0875,0.07775,-0.008,1.0415
0.1425,-0.08825,-1.0875,0.07775,-0.008,1.0415
0.14175,-0.087,-1.08775,0.07675,-0.0075,1.04325
0.14175,-0.087,-1.08775,0.07675,-0.0075,1.04325
0.14125,-0.08825,-1.08725,0.07725,-0.0085,1.042
0.1425,-0.08875,-1.0875,0.0755,-0.0085,1.0415
0.14025,-0.0865,-1.09075,0.0755,-0.0085,1.0415
0.1405,-0.08875,-1.08825,0.07775,-0.007,1.04275
0.1405,-0.08875,-1.08825,0.07775,-0.007,1.04275
0.1405,-0.0865,-1.0895,0.07650001,-0.00875,1.04075
0.14125,-0.08925001,-1.0855,0.0775,-0.008,1.041
0.14275,-0.08875,-1.086,0.07675,-0.00725,1.04025
0.14075,-0.086,-1.089,0.07675,-0.009000001,1.041
0.14075,-0.086,-1.089,0.07675,-0.009000001,1.041
0.14075,-0.086,-1.089,0.07675,-0.009000001,1.041
0.143,-0.08875,-1.0865,0.0755,-0.00875,1.0395
0.141,-0.08275001,-1.09,0.07375,-0.00975,1.04
0.14,-0.08675,-1.0865,0.07575,-0.00925,1.04025
0.14125,-0.08975001,-1.08875,0.07775,-0.0045,1.0415
0.1425,-0.08925001,-1.0855,0.07825001,-0.00775,1.04125
0.141,-0.08400001,-1.08725,0.074,-0.00975,1.03825
0.14175,-0.08800001,-1.08825,0.07575,-0.0085,1.0395
0.143,-0.09200001,-1.08675,0.07775,-0.0055,1.041
0.143,-0.09200001,-1.08675,0.07775,-0.0055,1.041
0.13875,-0.086,-1.08925,0.07325,-0.009000001,1.0405
0.14125,-0.086,-1.09175,0.0745,-0.00875,1.04075
