2,DieDi,23_43_04_2021_02_19,50,300,15
0.85325,-0.058,-0.62725,0.719,0.449,-0.55675
0.8225001,-0.0715,-0.59125,0.72525,0.45075,-0.563
0.8362501,-0.05275,-0.62575,0.72075,0.4555,-0.5425
0.827,-0.0235,-0.6677501,0.7220001,0.47,-0.52525
0.804,0.0015,-0.67475,0.72575,0.575,-0.55425
0.8272501,-0.03525,-0.57175,0.69875,0.58275,-0.5470001
0.9235001,-0.06525,-0.597,0.703,0.53375,-0.48625
0.9440001,-0.13825,-0.63425,0.70375,0.48025,-0.53725
0.9385,-0.22025,-0.48475,0.74575,0.4025,-0.566
0.87725,-0.1785,-0.42,0.7645,0.35775,-0.5635
1.139,0.19625,-0.7985001,0.75525,0.3845,-0.5420001
1.17425,0.477,-1.03425,0.7615001,0.417,-0.5477501
1.51325,0.2035,-1.26275,0.7507501,0.44625,-0.54475
1.03925,0.0145,-1.09275,0.74,0.40675,-0.84825
0.87125,0.0385,-0.58575,0.723,0.25125,-1.14525
0.69175,-0.002,-0.35675,0.87225,-0.1095,-1.2975
0.5775,-0.041,-0.1405,1.151,-0.6165,-1.696
0.4855,-0.10025,0.00125,0.9677501,-0.52125,-1.28175
0.40825,-0.15225,0.06025,0.7180001,-0.30875,-0.9400001
0.526,-0.1045,0.019,0.588,-0.063,-0.66075
0.61725,-0.11775,-0.1795,0.4815,0.20475,-0.4945
0.6555001,-0.08175001,-0.243,0.50275,0.435,-0.53925
0.73225,0.2485,0.08525001,0.46925,0.65975,-0.2135
0.8415,0.2645,0.04275,0.38275,0.6472501,0.03475
1.01225,0.10975,-0.04475,0.38275,0.6472501,0.03475
1.15175,-0.38025,-0.146,0.2985,0.58775,0.12
1.1985,-0.439,-0.139,0.291,0.48525,0.14075
1.188,-0.322,-0.1235,0.36775,0.3925,0.07650001
1.27775,0.023,-0.2795,0.5915,0.25125,0.098
1.27225,0.1315,-0.37875,0.6530001,0.20225,0.09975
1.18925,0.08450001,-0.4745,0.92975,0.20375,-0.1025
1.128,0.0905,-0.4815,1.2715,0.56125,-0.35775
1.068,0.189,-0.52375,1.3265,0.513,-0.42225
1.036,0.2505,-0.53,1.338,0.3635,-0.50525
0.9585,0.1515,-0.431,1.18375,-0.0525,-0.46975
0.9012501,0.0685,-0.403,1.13775,-0.1955,-0.48
0.8665,0.01725,-0.3765,1.1265,-0.23975,-0.4925
0.86825,-0.00425,-0.39525,1.0625,-0.17875,-0.4725
0.9612501,-0.03075,-0.5872501,1.0745,-0.0385,-0.43725
0.969,-0.01125,-0.571,0.99975,0.048,-0.42825
