2,Normalll,20_07_31_2021_02_19,50,300,8
0.659,-0.00775,-0.7632501,0.75875,0.09125,-0.65425
0.61425,0.07475001,-0.7905,0.744,0.25525,-0.61075
0.59475,0.18475,-0.9435,0.79325,0.3485,-0.7607501
0.5872501,0.215,-1.002,0.6985,0.20175,-0.78825
0.65425,0.24275,-0.9405,0.924,0.13875,-0.8085001
0.63175,0.2325,-0.81625,0.70875,0.161,-0.45925
0.58825,0.19675,-0.6525,0.7415,0.132,-0.37525
0.5885,0.1825,-0.7130001,0.76425,0.03275,-0.3355
0.63375,0.36775,-0.808,0.9655001,0.1845,-0.343
0.617,0.3605,-0.735,0.9070001,0.23425,-0.51525
0.5575,0.251,-0.75425,0.8115,0.31325,-0.634
0.591,0.1335,-0.8652501,0.93125,0.34325,-0.47525
0.582,0.087,-0.89525,0.88925,0.2825,-0.5255
0.6165,0.019,-0.85575,0.9062501,0.25425,-0.4745
0.642,0.0555,-0.8905001,0.8800001,0.2445,-0.2375
0.6815,0.026,-0.8372501,0.81725,0.24775,-0.243
0.6085,-0.024,-0.7925,0.8847501,0.2095,-0.283
0.61875,0.038,-0.8692501,0.9037501,0.1675,-0.32025
0.55975,0.13,-0.8775001,1.0155,0.1955,-0.31425
0.5205,0.1105,-0.8940001,0.8675001,0.28,-0.25825
0.5485,0.05375,-0.97175,0.94025,0.3145,-0.35725
0.5685,0.01225,-0.9220001,0.8695,0.3395,-0.37925
0.57525,-0.0195,-0.854,0.91,0.342,-0.34075
0.60475,0.0035,-0.77975,0.81775,0.48425,-0.29475
0.59125,0.03275,-0.79475,0.83325,0.44125,-0.396
0.615,0.06125,-0.8142501,0.9422501,0.41425,-0.37125
0.6242501,0.08225001,-0.8602501,0.7877501,0.16525,-0.28175
0.6242501,0.0815,-0.8592501,1.02625,0.2015,-0.461
0.61625,0.0745,-0.86,0.98125,0.191,-0.51625
0.613,0.03525,-0.7920001,0.8055,0.249,-0.61625
0.6115,0.019,-0.76675,0.7965,0.2195,-0.6005
0.6152501,0.0055,-0.7795,0.791,0.233,-0.6015
0.6105,0.01025,-0.8280001,0.7927501,0.21975,-0.60025
0.609,0.0285,-0.87375,0.76875,0.188,-0.61
0.6085,0.041,-0.8462501,0.8335,0.2085,-0.58675
0.59825,0.05,-0.808,0.8017501,0.22,-0.53
0.61,0.06475,-0.74375,0.79625,0.3135,-0.50375
0.6025,0.04725,-0.775,0.851,0.489,-0.6522501
0.5617501,0.0205,-0.93225,0.75475,0.15,-0.86575
0.58425,0.00225,-0.8975,0.8075001,0.2185,-0.52025
0.58175,-0.04,-0.9447501,0.81975,0.08275001,-0.31225
0.54,-0.08225001,-0.9465001,0.7825,0.2065,-0.38375
0.5387501,-0.08575001,-0.8845,0.8577501,0.2875,-0.544
0.5435,-0.083,-0.87375,0.9255,0.32425,-0.59175
0.5395,-0.0905,-0.8987501,0.7905,0.28625,-0.5
0.5435,-0.0905,-0.9080001,0.8002501,0.2675,-0.46125
0.54525,-0.08800001,-0.92,0.81525,0.28725,-0.45975
0.545,-0.09575,-0.915,0.85075,0.335,-0.5125
0.5477501,-0.1105,-0.88175,0.85425,0.33075,-0.5655
0.55,-0.1225,-0.83775,0.82525,0.30125,-0.5605
0.572,-0.12875,-0.802,0.79175,0.2435,-0.48
0.559,-0.22775,-0.86975,0.79475,0.21875,-0.47225
0.5555,-0.313,-0.91725,0.79575,0.221,-0.433
0.534,-0.2315,-0.9170001,0.86075,0.366,-0.48075
0.5105,-0.14675,-0.9220001,0.8337501,0.305,-0.5125
0.5017501,-0.04525,-0.9102501,0.8,0.1625,-0.5795
0.5025,0.13425,-0.89425,0.8545001,0.31125,-0.5355
0.507,0.181,-0.87225,0.9065,0.32575,-0.4435
0.5190001,0.221,-0.87625,0.8487501,0.345,-0.39375
0.55325,0.22225,-0.8692501,0.70825,0.3005,-0.34475
0.56925,0.2235,-0.84975,0.7730001,0.30175,-0.4325
0.5685,0.2185,-0.83675,0.8552501,0.32075,-0.505
0.57425,0.25825,-0.8002501,0.87625,0.35675,-0.5225
0.57725,0.29225,-0.789,0.8340001,0.412,-0.4495
0.574,0.29575,-0.79,0.78025,0.43075,-0.40725
0.564,0.2825,-0.8290001,0.70625,0.394,-0.52975
0.5615,0.25625,-0.8375,0.729,0.4045,-0.549
0.56875,0.23475,-0.836,0.733,0.43925,-0.595
0.582,0.17525,-0.8290001,0.74975,0.4195,-0.50775
0.6037501,0.14025,-0.81975,0.74225,0.369,-0.44675
0.62525,0.10175,-0.814,0.7545,0.39175,-0.453
0.60425,-0.06075,-0.8625,0.87875,0.474,-0.5365
0.5477501,-0.14925,-0.876,0.8700001,0.3985,-0.4635
0.492,-0.1285,-0.9165,0.95175,0.40025,-0.26925
0.463,-0.0325,-0.947,0.723,0.49025,-0.61
0.504,0.177,-0.9992501,0.7455,0.50375,-0.63475
0.496,0.2055,-0.95025,0.6875001,0.48225,-0.60575
0.50325,0.20875,-0.90975,0.597,0.5100001,-0.57025
0.5405,0.16075,-0.8707501,0.7557501,0.50075,-0.48525
0.549,0.1545,-0.8642501,0.7607501,0.51725,-0.434
0.5685,0.15825,-0.8505,0.7395,0.522,-0.38825
0.568,0.17075,-0.83075,0.7495,0.5247501,-0.39375
0.5885,0.18275,-0.8355001,0.73,0.53075,-0.4105
0.55825,0.1155,-0.8200001,0.77525,0.49825,-0.4475
0.5485,0.0505,-0.8175001,0.77075,0.491,-0.41925
0.521,0.12175,-0.8700001,0.7690001,0.48575,-0.40425
0.5115,0.174,-0.92575,0.68725,0.50375,-0.3945
0.50325,0.177,-0.9260001,0.7460001,0.45575,-0.39275
0.50525,0.17425,-0.9137501,0.9300001,0.45125,-0.4875
0.5205,0.13525,-0.887,0.71375,0.3315,-0.50825
0.5295,0.135,-0.8847501,0.69475,0.505,-0.496
0.5365,0.134,-0.8882501,0.71375,0.6152501,-0.41425
0.538,0.12775,-0.89325,0.6850001,0.59525,-0.47725
0.5375,0.11925,-0.8790001,0.754,0.53825,-0.49075
0.545,0.074,-0.8665,0.7355,0.52275,-0.40875
0.54475,0.04725,-0.8725001,0.7072501,0.58825,-0.46625
0.54025,0.031,-0.87975,0.71975,0.541,-0.4925
0.5435,0.01975,-0.88275,0.74125,0.4775,-0.4855
0.54075,-0.00275,-0.8765001,0.7187501,0.43975,-0.605
0.53975,-0.0275,-0.88775,0.68325,0.49075,-0.614
0.52925,-0.02425,-0.89925,0.7055,0.422,-0.7055
0.546,-0.025,-0.9062501,0.74,0.42325,-0.576
0.5425,-0.04975,-0.8945,0.6885,0.45625,-0.5335
0.536,-0.05875,-0.886,0.683,0.4105,-0.47225
0.51675,-0.10325,-0.892,0.7327501,0.27125,-0.59925
0.50275,-0.1315,-0.90575,0.7287501,0.371,-0.56475
0.499,-0.14725,-0.92075,0.733,0.48275,-0.5635
0.48725,-0.1555,-0.9185001,0.765,0.483,-0.5585001
0.4815,-0.1995,-0.8897501,0.734,0.428,-0.6205
0.4685,-0.2405,-0.8985,0.74125,0.27225,-0.6355
0.4485,-0.2235,-0.9102501,0.73475,0.28775,-0.484
0.4635,-0.16875,-0.93875,0.75925,0.33925,-0.44475
0.46075,-0.1485,-0.9825001,0.803,0.3415,-0.5045
0.498,-0.0925,-0.97075,0.8115,0.34875,-0.6195
0.4975,-0.07425001,-0.9335001,0.8060001,0.32075,-0.60425
0.49075,-0.02475,-0.8940001,0.7865,0.32075,-0.5272501
0.5272501,0.071,-0.8495001,0.82275,0.226,-0.55175
0.5272501,0.09275001,-0.8785,0.823,0.1715,-0.498
0.53525,0.10475,-0.8972501,0.8365,0.10875,-0.509
0.5305001,0.094,-0.8907501,0.80975,0.19725,-0.46325
0.508,0.087,-0.8857501,0.80975,0.19725,-0.46325
0.48225,0.09625001,-0.89775,0.80975,0.19725,-0.46325
0.46075,0.08275001,-0.9315,0.8387501,0.26,-0.45975
0.46825,0.0595,-0.93525,0.8215001,0.29475,-0.46675
0.46575,0.02975,-0.93225,0.81525,0.30525,-0.5055
0.4805,-0.02275,-0.9310001,0.8085001,0.3385,-0.582
0.48575,-0.0565,-0.93375,0.8117501,0.3615,-0.5505
0.501,-0.08525001,-0.9277501,0.81125,0.3545,-0.53
0.494,-0.11175,-0.90175,0.83175,0.15825,-0.54025
0.487,-0.1085,-0.90825,0.8157501,0.14675,-0.5015
0.48525,-0.08875,-0.9185001,0.8315001,0.148,-0.47275
0.46575,-0.02325,-0.9357501,0.8337501,0.19225,-0.473
0.468,-0.007,-0.93775,0.8405001,0.246,-0.50375
0.472,0.00525,-0.93475,0.8117501,0.30375,-0.53925
0.47975,0.01225,-0.91675,0.78825,0.4225,-0.5295
0.4835,0.003,-0.9112501,0.779,0.4505,-0.50525
0.475,-0.028,-0.92625,0.78075,0.452,-0.51425
0.48,-0.07025,-0.92725,0.78575,0.4195,-0.54
0.478,-0.07325,-0.9225,0.78325,0.394,-0.5285
0.465,-0.0715,-0.9145001,0.7935001,0.354,-0.52425
0.485,-0.052,-0.8685001,0.8050001,0.29525,-0.51725
0.487,-0.0285,-0.88175,0.80475,0.295,-0.4945
0.47,-0.0265,-0.8962501,0.8085001,0.299,-0.4865
0.453,-0.06,-0.97825,0.81275,0.31575,-0.5185
0.4175,-0.087,-0.98725,0.8035001,0.3365,-0.5085
0.41,-0.083,-0.98,0.8002501,0.35025,-0.51725
0.40025,-0.06825,-0.9755,0.794,0.37125,-0.503
0.40425,-0.06,-0.9845001,0.7955,0.3825,-0.46875
0.40875,-0.06475,-0.9867501,0.80375,0.38525,-0.46325
0.421,-0.0635,-0.94925,0.7885,0.36875,-0.47675
0.43375,-0.08625001,-0.94375,0.794,0.36225,-0.48975
0.43975,-0.115,-0.947,0.794,0.36225,-0.48975
0.44275,-0.10725,-0.9295,0.794,0.36225,-0.48975
0.44075,-0.11175,-0.9267501,0.793,0.3515,-0.53725
0.43625,-0.118,-0.9250001,0.7985001,0.32975,-0.5955001
0.43425,-0.1175,-0.93625,0.7785,0.35625,-0.51175
0.433,-0.11325,-0.9400001,0.77275,0.3605,-0.501
0.43475,-0.1145,-0.93875,0.78675,0.37125,-0.498
0.4305,-0.116,-0.9342501,0.7820001,0.398,-0.49825
0.43025,-0.11075,-0.93725,0.766,0.48925,-0.51925
0.428,-0.1065,-0.94525,0.77525,0.44825,-0.49825
0.429,-0.1135,-0.94675,0.7935001,0.34325,-0.5642501
0.4255,-0.11825,-0.942,0.80225,0.18275,-0.5785
0.42325,-0.12525,-0.9407501,0.814,0.184,-0.53175
0.4285,-0.12025,-0.9395,0.80775,0.1285,-0.5635
0.431,-0.11325,-0.9385,0.80375,0.1425,-0.5715
0.42775,-0.1135,-0.94175,0.8065,0.17025,-0.58525
0.426,-0.11425,-0.9440001,0.798,0.23825,-0.573
0.42875,-0.113,-0.9450001,0.8042501,0.26775,-0.529
0.429,-0.116,-0.9435,0.8042501,0.271,-0.53225
0.434,-0.1185,-0.9357501,0.80875,0.2695,-0.54475
0.43,-0.10575,-0.94125,0.80575,0.27475,-0.5445001
0.43,-0.12475,-0.94275,0.802,0.284,-0.539
0.43775,-0.124,-0.933,0.80575,0.26375,-0.56225
0.44275,-0.1225,-0.9277501,0.8,0.2585,-0.54175
0.4445,-0.12425,-0.92325,0.8035001,0.25475,-0.53275
0.433,-0.129,-0.93725,0.812,0.24325,-0.561
0.42325,-0.13625,-0.9457501,0.7902501,0.2515,-0.56225
0.414,-0.13775,-0.95175,0.79575,0.265,-0.55675
0.4185,-0.13225,-0.9525,0.8095,0.30775,-0.518
0.425,-0.1285,-0.9485,0.80725,0.31725,-0.514
0.43425,-0.12875,-0.9385,0.79075,0.32625,-0.52675
0.441,-0.126,-0.9255,0.79075,0.32625,-0.52675
0.44475,-0.12475,-0.9192501,0.79,0.33525,-0.5420001
0.44325,-0.12525,-0.9265,0.789,0.3365,-0.5605
0.43025,-0.13325,-0.9375001,0.7912501,0.3145,-0.55
0.42675,-0.136,-0.941,0.795,0.3025,-0.54925
0.429,-0.15125,-0.9400001,0.8002501,0.29475,-0.5470001
0.421,-0.1565,-0.9422501,0.798,0.2855,-0.526
0.4275,-0.15,-0.938,0.7970001,0.2875,-0.53975
0.4285,-0.149,-0.9345,0.80625,0.29275,-0.53975
0.4375,-0.13925,-0.9315,0.7955,0.31975,-0.53
0.4345,-0.133,-0.93775,0.7995,0.324,-0.5305001
0.428,-0.134,-0.9392501,0.7970001,0.3325,-0.524
0.42225,-0.1365,-0.94175,0.7977501,0.33625,-0.52525
0.42725,-0.14475,-0.9392501,0.7952501,0.34825,-0.5265
0.43025,-0.14475,-0.936,0.79,0.3465,-0.52325
0.43225,-0.1395,-0.93125,0.7945001,0.33225,-0.52425
0.431,-0.14025,-0.933,0.80875,0.308,-0.5445001
0.429,-0.14175,-0.9342501,0.79975,0.30775,-0.53125
0.42825,-0.14225,-0.9357501,0.80325,0.3125,-0.5115
0.42425,-0.1485,-0.93975,0.80225,0.32225,-0.50425
0.42475,-0.14875,-0.9400001,0.79725,0.3245,-0.51025
0.42525,-0.14225,-0.93725,0.80475,0.3245,-0.5425
0.428,-0.14125,-0.9332501,0.78275,0.334,-0.54925
0.431,-0.14225,-0.9317501,0.7992501,0.3295,-0.5205
0.431,-0.141,-0.9332501,0.7985001,0.3285,-0.50975
0.43025,-0.14275,-0.9357501,0.8010001,0.32675,-0.52275
0.4265,-0.14375,-0.937,0.8010001,0.31275,-0.5502501
0.41975,-0.14725,-0.9425001,0.7920001,0.311,-0.529
0.4215,-0.14825,-0.9415001,0.8015,0.31425,-0.51825
0.42225,-0.1465,-0.94025,0.7995,0.318,-0.511
0.42725,-0.14125,-0.9375001,0.8002501,0.3285,-0.52425
0.42775,-0.14175,-0.9355,0.7975,0.329,-0.524
0.42625,-0.14025,-0.9350001,0.7965,0.3295,-0.526
0.42675,-0.14225,-0.93375,0.7992501,0.32775,-0.52825
0.42475,-0.14475,-0.9395,0.79875,0.3275,-0.52225
0.42825,-0.1485,-0.93775,0.79875,0.32,-0.52975
0.4255,-0.14775,-0.9375001,0.7975,0.3185,-0.53225
0.4245,-0.14725,-0.9395,0.7952501,0.317,-0.5305001
0.4225,-0.1455,-0.9425001,0.7945001,0.3175,-0.52925
0.41975,-0.1445,-0.9415001,0.79325,0.32425,-0.524
0.41775,-0.14775,-0.94175,0.7970001,0.32675,-0.51625
0.42275,-0.15,-0.9440001,0.7985001,0.32725,-0.52
0.42525,-0.15125,-0.9425001,0.802,0.319,-0.544
0.422,-0.148,-0.9325001,0.7927501,0.3185,-0.5355
0.428,-0.14675,-0.938,0.79575,0.3195,-0.5165
0.43425,-0.14975,-0.9325001,0.7965,0.3205,-0.5245
0.435,-0.149,-0.92575,0.798,0.3205,-0.5275
0.43225,-0.14525,-0.9277501,0.7977501,0.31875,-0.53225
0.425,-0.1365,-0.9457501,0.79325,0.32175,-0.5435
0.42175,-0.146,-0.95,0.7885,0.3325,-0.529
0.41525,-0.154,-0.94425,0.78925,0.34325,-0.517
0.42,-0.15475,-0.941,0.8060001,0.35125,-0.506
0.427,-0.15125,-0.94025,0.79625,0.339,-0.515
0.4305,-0.148,-0.93375,0.78925,0.338,-0.51625
0.43425,-0.14525,-0.92875,0.7885,0.349,-0.5185
0.43375,-0.13575,-0.93225,0.79625,0.35325,-0.528
0.43325,-0.13475,-0.9350001,0.788,0.3565,-0.5335
0.4245,-0.15175,-0.93725,0.78175,0.359,-0.5255
0.422,-0.154,-0.93725,0.78825,0.35275,-0.5225
0.42175,-0.15175,-0.9407501,0.7920001,0.35325,-0.5195
0.4235,-0.14975,-0.93875,0.79225,0.36075,-0.508
0.423,-0.15225,-0.9392501,0.7895001,0.36075,-0.5115
0.42375,-0.1495,-0.93875,0.78925,0.3635,-0.51725
0.428,-0.14375,-0.9375001,0.78725,0.37475,-0.50625
0.4305,-0.14525,-0.9385,0.78325,0.378,-0.50825
0.42725,-0.146,-0.93475,0.7855,0.38225,-0.5105
0.427,-0.1495,-0.936,0.7877501,0.37975,-0.52175
0.43075,-0.1495,-0.93725,0.78225,0.379,-0.5065
0.43175,-0.1455,-0.937,0.7830001,0.382,-0.501
0.42825,-0.15225,-0.92825,0.78675,0.37825,-0.511
0.422,-0.158,-0.929,0.786,0.37675,-0.50975
0.4195,-0.153,-0.94275,0.78525,0.369,-0.51425
0.42425,-0.13275,-0.9435,0.784,0.3685,-0.50925
0.428,-0.132,-0.934,0.7995,0.3755,-0.496
0.435,-0.1325,-0.9285001,0.79175,0.37475,-0.49175
0.43675,-0.13925,-0.929,0.7762501,0.38275,-0.5295
0.422,-0.14975,-0.936,0.776,0.382,-0.53775
0.41475,-0.15125,-0.94275,0.7825,0.37825,-0.51675
0.408,-0.1525,-0.9530001,0.78825,0.376,-0.49625
0.408,-0.1525,-0.9482501,0.7845001,0.37825,-0.5055
0.4115,-0.149,-0.9440001,0.784,0.378,-0.52225
0.4235,-0.145,-0.93975,0.781,0.35775,-0.52625
0.42625,-0.13875,-0.9395,0.78225,0.34975,-0.5235
0.429,-0.1385,-0.9350001,0.78925,0.352,-0.5145
0.425,-0.143,-0.9345,0.78725,0.37775,-0.50425
0.42275,-0.14475,-0.9375001,0.78175,0.38125,-0.51075
