2,DieDi,23_35_06_2021_02_19,50,300,9
0.942,0.10625,-0.4,0.03425,1.013,0.0215
0.9160001,0.08875,-0.4785,0.03425,1.013,0.0215
0.8075001,0.03875,-0.46575,0.02775,1.01,0.02525
0.887,-0.12825,-0.46025,0.03475,1.01375,0.03125
1.04275,-0.09075,-0.429,0.03475,1.01375,0.03125
0.9835001,-0.11525,-0.4365,0.03025,1.00625,-0.12525
0.9407501,-0.11175,-0.4585,0.03025,1.00625,-0.12525
0.74775,-0.0355,-0.536,0.03875,1.003,0.105
0.7690001,-0.1255,-0.62475,0.033,1.0105,0.00225
0.78825,-0.11225,-0.5945,0.033,1.0105,0.00225
0.749,0.00625,-0.477,0.027,1.00825,-0.03825
0.752,-0.04475,-0.56525,0.03375,1.01425,0.0535
0.73425,-0.0565,-0.7747501,0.03075,1.01375,0.058
0.7195,-0.11525,-0.7565001,0.03075,1.01375,0.058
0.716,-0.08825,-0.776,0.0295,1.0085,-0.00425
0.5965,-0.0585,-0.72425,0.03325,1.01325,0.0255
0.6160001,-0.1205,-0.8650001,0.03325,1.01325,0.0255
0.674,-0.1025,-0.9385,0.02975,1.013,0.04275
0.62775,0.0965,-1.1245,0.03125,1.01,0.01275
0.573,0.1325,-0.882,0.03125,1.01,0.01275
0.4385,0.15825,-0.7582501,0.03125,1.01,0.01275
0.39525,0.21325,-0.9390001,0.031,1.012,0.022
0.384,0.227,-1.02225,0.0325,1.01225,0.035
0.384,0.308,-0.9990001,0.0325,1.01225,0.035
0.29025,0.28575,-1.01875,0.03025,1.0115,0.0165
0.22525,0.4655,-0.9630001,0.03075,1.01125,0.0205
0.37725,0.40925,-1.1905,0.0365,1.0125,0.0385
0.30125,0.38,-1.14875,0.0365,1.0125,0.0385
0.16225,0.35825,-1.20325,0.028,1.01025,0.0115
0.16225,0.35825,-1.20325,0.028,1.01025,0.0115
0.295,0.16675,-0.9045001,0.03,1.02625,0.11975
0.295,0.16675,-0.9045001,-0.15475,1.00875,0.11825
0.581,0.25475,-0.46125,-0.25475,1.11675,0.23275
0.581,0.25475,-0.46125,-0.2695,1.33525,0.13475
0.336,0.00825,-0.955,-0.2695,1.33525,0.13475
0.41425,0.046,-0.9845001,-0.4725,1.31475,-0.14575
0.42625,-0.0795,-0.9465001,-0.4725,1.31475,-0.14575
0.382,-0.2475,-1.113,-0.4725,1.31475,-0.14575
0.3965,-0.237,-1.0975,-0.10775,0.55375,-0.53125
0.39375,-0.204,-1.0505,0.30375,-0.20525,-0.81275
0.3805,0.0495,-0.9450001,0.63525,-0.19625,-0.8015
0.37375,0.234,-0.84525,0.44575,-0.729,-1.222
0.54625,0.349,-0.86225,0.7837501,-0.449,-0.87225
0.58525,0.24175,-0.9762501,0.7837501,-0.449,-0.87225
0.57675,0.07075001,-0.93875,0.791,-0.20375,-0.617
0.57675,0.07075001,-0.93875,0.4325,-0.27675,-1.12575
0.5325,0.13125,-0.887,0.4325,-0.27675,-1.12575
0.4035,0.11325,-1.10775,-0.02825,-0.50975,-1.117
0.39575,0.23275,-1.0535,-0.02825,-0.50975,-1.117
0.44525,-0.0565,-0.9285001,0.24125,-0.225,-0.52575
0.44525,-0.0565,-0.9285001,0.2735,-0.30925,-0.9625
0.43225,-0.11975,-0.7517501,0.2735,-0.30925,-0.9625
0.40425,-0.1435,-0.966,0.132,-0.27275,-1.071
0.51775,-0.068,-0.98,0.04775,-0.165,-0.84425
0.7295001,0.11375,-0.88775,-0.2345,-0.001,-0.7795
0.8257501,0.0365,-0.6957501,-0.2345,-0.001,-0.7795
0.8425,0.12175,-0.7835,0.339,-0.103,-0.9160001
0.9670001,-0.24925,-0.478,0.398,-0.133,-1.1665
0.72025,-0.372,-0.22575,0.398,-0.133,-1.1665
0.6665,-0.53175,0.008,0.4995,-0.384,-1.06275
0.784,-0.45925,-0.053,0.4995,-0.384,-1.06275
0.8880001,-0.33075,-0.75525,0.2895,0.23975,-0.8477501
0.743,-0.3425,-0.7590001,-0.01175,0.2145,-0.67975
0.8602501,-0.18275,-0.60925,-0.01175,0.2145,-0.67975
1.02425,0.1605,-0.39675,0.058,-1.32875,-0.49175
0.8150001,0.0705,-0.54625,0.36225,-0.5215001,-0.715
0.8560001,0.02925,-0.49675,0.36225,-0.5215001,-0.715
0.91725,-0.025,-0.67375,0.167,-0.6195,-0.813
0.9645001,0.0055,-0.6012501,0.267,-0.39925,-0.97825
0.89825,-0.04275,-0.5365,0.38675,-0.3565,-0.9285001
0.8515,-0.0295,-0.5555,0.38675,-0.3565,-0.9285001
0.78975,-0.003,-0.5700001,0.4875,-0.274,-0.8785
0.9565001,-0.06900001,-0.48375,0.575,-0.02075,-0.79675
0.89275,-0.102,-0.4715,0.575,-0.02075,-0.79675
0.8512501,-0.12025,-0.53225,0.4135,0.10425,-0.90725
0.8987501,-0.1455,-0.5165,0.4135,0.10425,-0.90725
0.9382501,-0.1185,-0.52125,0.4135,0.10425,-0.90725
0.9407501,-0.06525,-0.5685,0.4135,0.10425,-0.90725
0.9102501,0.00925,-0.567,0.39525,0.18575,-0.7237501
0.87475,-0.02125,-0.46725,0.39525,0.18575,-0.7237501
0.8822501,-0.0195,-0.479,0.636,0.1075,-0.7905
0.9075,-0.10025,-0.50225,0.587,0.09375001,-0.8280001
0.8235,-0.0545,-0.55325,0.5,0.0735,-0.84275
0.936,-0.07575,-0.569,0.5732501,0.30775,-0.7135
0.8675001,-0.09175,-0.4975,0.611,0.27225,-0.68025
0.88425,-0.0615,-0.43775,0.631,0.17175,-0.8285
0.8972501,-0.0475,-0.41725,0.5875,0.296,-0.66725
0.9457501,-0.033,-0.49625,0.5875,0.296,-0.66725
0.9357501,-0.019,-0.5555,0.61975,0.25025,-0.72475
0.8997501,-0.03975,-0.59925,0.61975,0.25025,-0.72475
0.8715,-0.054,-0.58675,0.58625,0.2035,-0.8100001
0.8545001,-0.11075,-0.462,0.5605,0.186,-0.8705
0.933,-0.1475,-0.32375,0.5605,0.186,-0.8705
0.9597501,-0.1215,-0.368,0.5362501,0.20125,-0.9062501
0.927,-0.0735,-0.61425,0.835,0.37975,-0.6805
0.91175,-0.09450001,-0.65775,0.835,0.37975,-0.6805
0.86475,-0.14875,-0.5995,0.8265001,0.4465,-0.42875
0.89525,-0.159,-0.41075,0.55,0.40975,-0.53925
0.92725,-0.141,-0.42,0.55,0.40975,-0.53925
0.92625,-0.13325,-0.48425,0.6995,0.277,-0.688
0.9160001,-0.10625,-0.46175,0.6915,0.222,-0.802
0.90925,-0.1125,-0.47175,0.6915,0.222,-0.802
0.92075,-0.0905,-0.51475,0.7025,0.2795,-0.6545
0.9325001,-0.101,-0.43625,0.69025,0.3135,-0.60575
0.92375,-0.08325,-0.40625,0.69025,0.3135,-0.60575
0.9250001,-0.036,-0.46925,0.69025,0.3135,-0.60575
0.9250001,-0.036,-0.46925,0.69025,0.3135,-0.60575
0.9250001,-0.036,-0.46925,0.692,0.326,-0.61225
0.9307501,0.0045,-0.45775,0.7425,0.251,-0.6390001
0.96575,-0.00475,-0.496,0.723,0.2385,-0.5475
0.9450001,-0.018,-0.4605,0.7147501,0.24275,-0.5525
0.93725,-0.01275,-0.4465,0.7075,0.2495,-0.6775
0.94925,-0.05625,-0.413,0.6455,0.24675,-0.7255
0.9615,-0.08925001,-0.39975,0.671,0.263,-0.7327501
0.9590001,-0.1235,-0.3445,0.67875,0.3,-0.632
0.952,-0.127,-0.3215,0.67875,0.3,-0.632
0.96275,-0.11825,-0.34375,0.6685,0.30475,-0.6315
0.96925,-0.12425,-0.36,0.702,0.34625,-0.61625
0.9705001,-0.108,-0.33875,0.702,0.34625,-0.61625
0.9842501,-0.09875,-0.3635,0.645,0.34225,-0.576
0.974,-0.04975,-0.4265,0.7105001,0.3535,-0.5825
0.97175,-0.06500001,-0.37325,0.7105001,0.3535,-0.5825
0.9652501,-0.062,-0.3565,0.74275,0.39475,-0.68275
0.978,-0.06550001,-0.35975,0.67625,0.395,-0.67575
0.96925,-0.08125,-0.3135,0.67625,0.395,-0.67575
0.9670001,-0.07825001,-0.30725,0.6825,0.411,-0.66175
0.9612501,-0.0755,-0.3175,0.6562501,0.391,-0.7072501
0.9850001,-0.0665,-0.374,0.6562501,0.391,-0.7072501
0.9827501,-0.07125001,-0.37075,0.65775,0.3775,-0.738
0.973,-0.0775,-0.3525,0.65775,0.3775,-0.738
0.9685,-0.06775001,-0.33475,0.78075,0.317,-0.8997501
0.9762501,-0.06925,-0.35,0.7675,0.41675,-0.55375
0.994,-0.0775,-0.36325,0.7675,0.41675,-0.55375
0.9762501,-0.086,-0.344,0.67125,0.25725,-0.61775
0.96725,-0.07650001,-0.34725,0.7992501,0.253,-0.49175
0.96925,-0.08375,-0.3305,0.6405,0.199,-0.51775
0.9762501,-0.09075,-0.3545,0.6405,0.199,-0.51775
0.9762501,-0.09075,-0.3545,0.94375,0.28975,-0.67875
0.9652501,-0.07525001,-0.35025,0.821,0.26375,-0.58825
0.9587501,-0.078,-0.336,0.821,0.26375,-0.58825
0.96925,-0.072,-0.3455,0.75925,0.3175,-0.58275
0.9675,-0.07175,-0.3535,0.75925,0.3175,-0.58275
0.9810001,-0.08475,-0.37775,0.80125,0.34,-0.53
0.9825001,-0.09475,-0.3705,0.80125,0.34,-0.53
0.97325,-0.101,-0.35525,0.7735,0.32575,-0.56375
0.9562501,-0.0775,-0.3405,0.812,0.332,-0.5560001
0.96425,-0.0675,-0.346,0.812,0.332,-0.5560001
0.9845001,-0.06675,-0.38175,0.7977501,0.308,-0.49275
0.98825,-0.07725,-0.382,0.79975,0.2795,-0.5405
0.97225,-0.07775,-0.3655,0.79975,0.2795,-0.5405
0.9605001,-0.0685,-0.35,0.83175,0.2595,-0.6375
0.9702501,-0.07175,-0.358,0.8205,0.303,-0.506
0.97975,-0.07600001,-0.36925,0.8205,0.303,-0.506
0.969,-0.081,-0.36075,0.6907501,0.28125,-0.4175
0.9652501,-0.09550001,-0.3725,0.89175,0.28175,-0.618
0.9630001,-0.09500001,-0.35375,0.89175,0.28175,-0.618
0.9680001,-0.09275001,-0.34875,0.76825,0.2495,-0.53375
0.9720001,-0.09275001,-0.35125,0.7600001,0.31775,-0.54675
0.96825,-0.08750001,-0.35,0.7600001,0.31775,-0.54675
0.9680001,-0.09325001,-0.36375,0.803,0.35425,-0.5175
0.9655001,-0.09475,-0.373,0.80225,0.35125,-0.5915
0.9705001,-0.089,-0.38175,0.742,0.298,-0.44
0.9687501,-0.093,-0.37125,0.742,0.298,-0.44
0.9695001,-0.102,-0.3645,0.69875,0.38125,-0.34575
0.9652501,-0.09025001,-0.3685,0.69875,0.38125,-0.34575
0.984,-0.06125,-0.36925,0.8330001,0.13325,-0.9630001
0.9630001,-0.05875,-0.3665,0.73225,0.35525,-0.5560001
0.9760001,-0.05475,-0.373,0.73225,0.35525,-0.5560001
0.9835001,-0.058,-0.366,0.73225,0.35525,-0.5560001
0.9612501,-0.055,-0.37575,0.73225,0.35525,-0.5560001
0.9710001,-0.047,-0.403,0.74975,0.352,-0.5732501
0.9775,-0.046,-0.377,0.7415,0.27575,-0.68875
0.9645001,0.011,-0.38725,0.74725,0.1735,-0.6720001
0.93225,0.0205,-0.355,0.73475,0.25,-0.6715
0.90075,-0.014,-0.3295,0.7187501,0.2875,-0.68075
1.00975,-0.0485,-0.41825,0.6705,0.2825,-0.77425
1.0085,-0.04875,-0.43825,0.68225,0.28225,-0.776
0.97725,-0.03775,-0.39625,0.7762501,0.2315,-0.56225
0.9415001,-0.01025,-0.3615,0.7122501,0.28275,-0.5755
0.95925,-0.0155,-0.3675,0.725,0.23475,-0.67425
0.97325,-0.027,-0.38575,0.7410001,0.232,-0.6945
0.9727501,-0.03775,-0.3955,0.7405,0.2515,-0.694
0.97,-0.04225,-0.39,0.73825,0.262,-0.6895
0.95925,-0.038,-0.3785,0.7165,0.246,-0.67
0.9572501,-0.03775,-0.36725,0.7165,0.246,-0.67
0.96825,-0.0335,-0.3795,0.7205001,0.22275,-0.64275
0.97475,-0.032,-0.377,0.7235,0.21425,-0.6685
0.96575,-0.0315,-0.36525,0.7235,0.21425,-0.6685
0.9622501,-0.03125,-0.37175,0.717,0.17625,-0.6702501
0.96825,-0.0325,-0.3835,0.687,0.14525,-0.74825
0.969,-0.03775,-0.37675,0.687,0.14525,-0.74825
0.9625,-0.0345,-0.3795,0.7262501,0.16175,-0.6985
0.9680001,-0.035,-0.3855,0.7722501,0.172,-0.6795
0.96925,-0.046,-0.387,0.7722501,0.172,-0.6795
0.9705001,-0.056,-0.39275,0.71575,0.14,-0.67325
0.95925,-0.05275,-0.3745,0.72225,0.08350001,-0.6805
0.9572501,-0.0475,-0.3735,0.72225,0.08350001,-0.6805
0.9572501,-0.03325,-0.38575,0.72225,0.08350001,-0.6805
0.9710001,-0.01625,-0.4165,0.72225,0.08350001,-0.6805
0.9645001,-0.0055,-0.42075,0.70175,0.104,-0.7130001
0.9752501,-0.00525,-0.39325,0.726,0.1045,-0.70625
0.95,-0.00225,-0.3915,0.70525,0.09450001,-0.64575
0.9787501,-0.0355,-0.3845,0.74625,0.01475,-0.7645
0.97,-0.067,-0.38375,0.6975001,0.0185,-0.69775
0.9495,-0.06725001,-0.398,0.696,0.02625,-0.69425
0.9482501,-0.06175,-0.40175,0.696,0.02625,-0.69425
0.9525,-0.058,-0.399,0.696,0.02625,-0.69425
0.9530001,-0.01475,-0.40975,0.7235,0.0245,-0.7035
0.942,-0.0055,-0.414,0.7235,0.0245,-0.7035
0.9547501,-0.0295,-0.405,0.689,0.07,-0.7545
0.9662501,-0.0005,-0.4115,0.689,0.07,-0.7545
0.95275,-0.01225,-0.4085,0.689,0.07,-0.7545
0.95775,-0.03675,-0.4335,0.689,0.07,-0.7545
0.9440001,-0.04625,-0.4455,0.7025,0.15325,-0.6752501
0.94875,-0.0565,-0.42775,0.71375,0.1355,-0.6605
0.9447501,-0.04925,-0.40475,0.71375,0.1355,-0.6605
0.9497501,-0.04375,-0.39375,0.70425,0.11575,-0.6845
0.9620001,-0.02675,-0.40875,0.71025,0.1365,-0.705
0.9620001,-0.01675,-0.4265,0.71025,0.1365,-0.705
0.947,-0.01375,-0.40525,0.7005,0.14975,-0.701
0.95575,-0.0215,-0.40575,0.71775,0.141,-0.7175
0.9595001,-0.0285,-0.414,0.71775,0.141,-0.7175
0.95,-0.06875,-0.40375,0.70675,0.11175,-0.726
0.9680001,-0.09100001,-0.42375,0.72575,0.11675,-0.67
0.94175,-0.113,-0.4655,0.72575,0.11675,-0.67
0.9432501,-0.0795,-0.381,0.712,0.16625,-0.6595
0.9710001,-0.08400001,-0.37175,0.679,0.2065,-0.724
0.974,-0.0775,-0.37775,0.679,0.2065,-0.724
0.961,-0.06925,-0.38175,0.7377501,0.1945,-0.62375
0.96425,-0.052,-0.3845,0.7270001,0.2325,-0.67475
0.9647501,-0.063,-0.393,0.7270001,0.2325,-0.67475
0.964,-0.06175,-0.38675,0.7425,0.2165,-0.6522501
0.95425,-0.07575,-0.3745,0.74775,0.20025,-0.6152501
0.957,-0.08450001,-0.37725,0.75925,0.19825,-0.6045001
0.964,-0.1025,-0.43225,0.75925,0.19825,-0.6045001
0.95275,-0.10625,-0.41025,0.75925,0.20525,-0.64025
0.94675,-0.09575,-0.395,0.75925,0.20525,-0.64025
0.955,-0.061,-0.39075,0.74525,0.216,-0.627
0.95525,-0.04175,-0.4015,0.74525,0.216,-0.627
0.9495,-0.015,-0.414,0.74525,0.216,-0.627
0.9507501,-0.00375,-0.41475,0.74525,0.216,-0.627
0.9665,-0.0075,-0.4185,0.7405,0.22775,-0.63625
0.952,-0.008,-0.42525,0.7405,0.22775,-0.63625
0.9675,-0.04625,-0.43625,0.7685,0.2075,-0.65375
0.9355,-0.072,-0.43725,0.7772501,0.2525,-0.5935
0.97225,-0.101,-0.44825,0.7772501,0.2525,-0.5935
0.91575,-0.03125,-0.411,0.7532501,0.2405,-0.60425
0.9375001,-0.067,-0.43275,0.7305,0.28725,-0.5885
0.93125,-0.009500001,-0.45025,0.7305,0.28725,-0.5885
0.9310001,0.03175,-0.4595,0.7305,0.28725,-0.5885
0.9325001,0.0555,-0.4495,0.7305,0.28725,-0.5885
0.91075,0.0675,-0.443,0.7287501,0.307,-0.60675
0.9400001,0.07475001,-0.459,0.6785001,0.31725,-0.64625
0.923,-0.0065,-0.491,0.65575,0.259,-0.73425
0.9332501,0.0135,-0.52025,0.7105001,0.2795,-0.841
0.95025,-0.01,-0.517,0.562,0.312,-0.687
0.97825,-0.10125,-0.34975,0.6585,0.1885,-0.714
0.97,-0.147,-0.3755,0.641,0.18625,-0.756
0.975,-0.16025,-0.33925,0.6215,0.20075,-0.7352501
0.94775,-0.1635,-0.39225,0.6275001,0.2115,-0.767
0.94775,-0.1635,-0.39225,0.64825,0.21875,-0.7675
0.96025,-0.034,-0.39725,0.61575,0.23325,-0.7992501
0.9575,-0.053,-0.41775,0.6012501,0.2305,-0.6865
0.9585,-0.09925,-0.416,0.66175,0.13675,-0.73575
0.9615,-0.08175001,-0.362,0.67475,0.27475,-0.63075
0.9680001,-0.0925,-0.32875,0.67075,0.29075,-0.6245
