1,Yufei,21_23_23_2021_02_18,50,150,6
-0.30775,-0.2245,-0.723,-0.5465,0.2595,-0.5785
-0.303,-0.221,-0.42025,-0.18175,0.18275,-1.2655
-0.327,-0.32125,-0.32575,-0.5125,-0.4505,-1.03925
-0.13375,-0.357,-0.2875,-0.4765,-0.5655,-0.32
-0.009000001,-0.31,-0.30275,-0.5715,-0.749,-0.169
0.05,0.1575,-0.50375,-0.43225,-1.04,-0.1185
0.1465,0.26875,-0.64775,-0.01625,-1.1795,-0.467
0.24075,0.28825,-0.70275,0.12925,-1.0115,-0.89275
0.224,0.3045,-0.7785,0.09075,-1.06525,-1.036
0.276,0.3435,-0.94125,-0.01375,-0.97475,-0.81525
0.43775,0.43125,-1.0565,-0.18075,-0.7640001,-0.227
0.43775,0.43125,-1.0565,-0.324,-0.84075,-0.0355
0.43775,0.43125,-1.0565,-0.237,-0.47425,-0.5115
0.72275,0.6165,-1.30975,-0.23175,-0.52125,-0.6165
0.9035,0.64825,-1.4525,-0.09075,-0.7075,-0.60875
0.9325001,0.65325,-1.37975,0.0205,-0.8142501,-0.58275
0.73575,0.61075,-1.22275,-0.10475,-0.95125,-0.48825
0.48175,0.59225,-1.00475,-0.36025,-0.8835,-0.26925
0.3225,0.56925,-0.84475,-0.4085,-0.835,-0.275
0.16375,0.38075,-0.64225,-0.313,-0.50225,-0.7875
0.248,0.32725,-0.715,-0.2995,-0.618,-0.8885
0.29125,0.5560001,-0.8025,-0.9677501,-0.5255,-0.47425
0.22875,0.6867501,-0.8602501,-0.60825,-0.786,-0.93875
-0.0525,0.82425,-0.835,-0.52525,-1.06925,-0.5155
0.0485,0.541,-0.765,-0.26775,-1.19525,-0.5795
0.01925,0.5395,-0.7607501,-0.17075,-0.78225,-0.393
-0.04625,0.53575,-0.6765,-0.32825,-0.6075,-0.258
-0.16125,0.482,-0.67175,-0.2645,-0.6155,-0.335
-0.07425001,0.41025,-0.83575,-0.237,-0.404,-0.37225
0.006,0.4635,-0.9810001,-0.26125,-0.276,-0.4075
0.00275,0.49025,-0.9407501,-0.366,-0.56325,-0.4355
-0.07975,0.52225,-0.9465001,-0.33025,-0.55525,-0.6225
-0.199,0.65825,-0.92125,-0.3285,-0.5305001,-0.7195
-0.04725,0.7795,-0.8907501,-0.2715,-0.85425,-0.52
0.07125001,0.9265,-0.89125,-0.33375,-0.81225,-0.425
0.08350001,1.026,-0.85875,-0.23325,-0.974,-0.521
0.14,0.93275,-0.748,-0.113,-1.1695,-0.62975
0.14,0.93275,-0.748,-0.29975,-0.67475,-0.8790001
0.24675,0.7185,-0.73075,-0.44675,-0.44625,-0.80375
0.31,0.43025,-0.6645001,-0.66575,-0.512,-0.6685
0.31,0.43025,-0.6645001,-0.39525,-0.5035,-0.66575
0.31,0.43025,-0.6645001,-0.38125,-0.17725,-0.9777501
0.31,0.43025,-0.6645001,-0.777,0.16325,-0.7175
0.23575,0.2665,-0.5965,-0.5935,-0.375,-0.2495
0.1485,0.16675,-0.57525,-0.4255,-0.59675,-0.5755
0.17,0.19475,-0.572,-0.3385,-0.49575,-0.65475
0.05575,0.341,-0.455,-0.1875,-0.32725,-0.96075
-0.02175,0.3335,-0.424,-0.1665,-0.682,-0.538
-0.02175,0.3335,-0.424,-0.06125,-1.16775,-0.1065
-0.25775,0.6405,-0.73,0.25375,-1.551,-0.245
-0.06975,0.4485,-1.3975,0.42575,-1.5005,-0.7147501
0.27075,0.36625,-1.42425,0.44325,-1.09925,-1.092
-0.1195,0.8100001,-1.66675,0.3555,-0.87275,-1.20475
-0.1405,0.6905,-1.58025,0.29325,-0.8560001,-1.2685
-0.105,0.91875,-1.5775,0.12975,-0.8875,-1.27775
-0.0885,0.83425,-1.42925,-0.338,-0.9425001,-1.36925
0.03375,0.34425,-1.1315,-0.65125,-0.7147501,-1.234
0.0025,0.186,-1.0895,-1.24575,-0.04125,-0.765
0.163,0.06875,-0.974,-1.35975,0.34775,-0.758
-0.01125,0.08725,-0.83175,-1.358,0.5205,-0.9827501
-0.33,0.53425,-0.7015001,-1.0015,0.19975,-1.232
-0.2395,0.47975,-0.61775,-0.7697501,-0.2855,-1.0515
-0.03825,0.37175,-0.6455,-0.70925,-0.46925,-0.74475
-0.4495,0.74475,-0.52325,-0.6735001,-0.89025,-0.5185
-0.30225,0.51625,-0.6365,-0.756,-0.9805,-0.43475
-0.2225,0.50575,-0.60675,-0.7377501,-0.9785001,-0.27
-0.33425,0.8337501,-0.5255,-0.715,-0.9235001,-0.0715
0.03325,0.60025,-0.67575,-0.4395,-1.019,-0.12475
-0.1215,0.59425,-0.73575,-0.2965,-1.28875,-0.44025
-0.17025,0.5930001,-0.65,-0.19125,-1.004,-0.51175
-0.17025,0.5930001,-0.65,-0.17275,-0.77975,-0.347
-0.27175,0.64525,-0.6390001,-0.185,-0.8075001,-0.136
-0.27175,0.64525,-0.6390001,-0.136,-0.96025,-0.195
-0.37125,0.6955,-0.5915,-0.053,-0.82425,-1.00775
-0.4575,0.733,-0.55675,-0.136,-0.612,-1.35625
-0.2735,0.7005,-0.68775,-0.47425,-0.4775,-0.95275
-0.4245,0.74075,-0.686,-0.47075,-0.716,-0.47775
-0.4745,0.8245,-0.6792501,-0.56575,-0.6975001,-0.21125
-0.61375,1.049,-0.586,-0.55625,-0.5897501,-0.41175
-0.441,0.8805,-0.57875,-0.47275,-0.6925001,-0.62125
-0.27275,0.7747501,-0.678,-0.48625,-0.8015,-0.501
-0.29025,0.6102501,-0.6595,-0.5115,-0.79225,-0.206
-0.389,0.59775,-0.59375,-0.56025,-0.50125,-0.27225
-0.4585,0.57375,-0.553,-0.65925,-0.04475,-0.31075
-0.4665,0.433,-0.52025,-0.81525,0.20675,-0.27675
-0.4235,0.306,-0.491,-0.726,-0.1625,-0.36675
-0.44525,0.4265,-0.52525,-0.49875,-0.48675,-0.66475
-0.47725,0.6225,-0.5855,-0.25,-0.643,-0.633
-0.506,0.75525,-0.62025,-0.0815,-0.614,-0.9685
-0.42025,0.66825,-0.646,0.1005,-0.89825,-1.19025
-0.178,0.368,-0.59725,0.21225,-1.35075,-1.07625
-0.24825,0.37675,-0.6925001,0.17375,-1.35325,-0.81975
-0.31125,0.69925,-0.8800001,0.17375,-1.35325,-0.81975
-0.01375,0.5275,-0.75775,-0.04625,-1.4615,-0.7287501
0.1225,0.60475,-0.80475,-0.04625,-1.4615,-0.7287501
0.07925,0.8340001,-1.00475,-0.22175,-1.554,-0.6515
0.0175,0.97225,-0.9767501,-0.70375,-0.398,-1.0945
-0.10725,1.21275,-0.873,-0.6752501,0.351,-1.26725
-0.18225,1.152,-0.7555,-0.67325,0.8315001,-2.2925
0.0905,0.77175,-1.1805,-0.9365001,0.353,-1.37875
0.11775,0.7392501,-1.3105,-0.7035,-0.161,-0.8200001
-0.11525,0.8805,-1.347,-0.569,-0.321,-0.79875
-0.147,0.02825,-1.468,-0.31475,-0.92875,-0.95675
0.426,-0.17225,-1.60025,-0.16125,-1.20575,-1.12225
-0.037,0.216,-1.2785,-0.0015,-1.59475,-1.09725
0.08750001,-0.08275001,-1.08425,-0.13075,-1.3555,-0.8732501
0.14,-0.06925,-1.00925,-0.07625,-1.20275,-0.93125
0.3135,0.1415,-1.20775,-0.106,-0.9902501,-0.85225
0.50025,0.35,-1.3125,-0.1815,-0.9137501,-0.8635001
0.60725,0.395,-1.37325,-0.13725,-0.87625,-0.831
0.5505,0.34825,-1.359,-0.02725,-0.86475,-1.00625
0.40025,0.38875,-1.2785,0.016,-0.86125,-0.9662501
0.31075,0.4115,-1.27225,-0.112,-0.8502501,-0.938
0.342,0.46725,-1.2465,-0.157,-0.68375,-0.90475
0.4175,0.42,-1.22725,-0.05025,-0.42825,-0.66425
0.4945,0.21025,-1.51775,-0.1535,-0.48375,-0.7405
0.4375,0.17625,-1.5375,-0.21075,-0.9025,-0.9590001
0.3715,0.19725,-1.25375,-0.18525,-0.86975,-1.01275
0.31325,0.41175,-0.989,0.06575,-0.291,-0.8705
0.27775,0.49275,-0.93775,0.06975,-0.3235,-0.86075
0.251,0.2595,-1.05575,0.119,-0.45875,-0.8027501
0.241,0.02675,-1.1755,0.17975,-0.491,-0.77
0.253,-0.06975,-1.33575,0.14875,-0.55675,-0.8100001
0.49025,0.15075,-1.065,0.4475,-0.70525,-0.91825
0.429,0.26425,-0.95175,0.52075,-0.46475,-0.9095001
0.38075,0.333,-0.9185001,0.33925,-0.34675,-1.05975
0.39275,0.36275,-0.8185,0.45525,-0.29775,-1.14
0.2955,-0.104,-0.9767501,0.41825,-0.353,-0.9062501
0.531,-0.44725,-1.0615,0.27625,-0.34325,-0.68625
0.66575,-0.21275,-0.80375,0.28375,-0.09825,-0.61875
0.61325,-0.139,-0.59425,0.69925,-0.11525,-0.71925
0.821,-0.1465,-0.3275,0.68775,-0.22675,-0.758
0.8297501,-0.1775,-0.4395,0.9325001,-0.2785,-0.7235
0.914,-0.2715,-0.47575,0.70375,-0.19825,-0.8305001
0.9960001,-0.36675,-0.61175,0.7877501,-0.056,-0.6160001
0.9225,-0.189,-0.31025,0.7875,0.206,-0.263
0.81125,-0.00625,-0.13575,0.789,0.17875,-0.28075
0.7525001,0.034,-0.03375,0.758,0.1115,-0.31725
0.7275,0.00625,-0.107,0.8092501,0.01825,-0.27925
0.7975,-0.048,-0.215,0.7525001,-0.03725,-0.3125
0.8972501,-0.09425,-0.32925,0.7325,-0.08050001,-0.2315
0.89025,-0.1485,-0.2715,0.7425,-0.05375,-0.219
0.8265001,-0.019,-0.318,0.8105,-0.04775,-0.2685
0.9135001,0.0305,-0.507,0.84525,-0.06925,-0.21175
0.9295,-0.0055,-0.47825,0.8980001,-0.10675,-0.09825
0.8790001,-0.048,-0.38725,0.9110001,-0.13775,-0.054
0.8435,-0.03725,-0.671,0.9052501,-0.14675,-0.19125
0.8435,-0.03725,-0.671,0.9052501,-0.14675,-0.19125
