2,QAQ,21_58_32_2021_02_18,50,300,12
-0.1155,-1.522,-1.44275,0.64,-0.25775,-1.40225
-0.09225,-1.41525,-1.5375,0.55525,-0.2395,-1.12325
-0.0555,-1.50675,-1.68375,0.3885,-0.071,-1.10275
0.03775,-1.53925,-1.74075,0.6125,0.2005,-0.92975
0.31475,-1.26,-1.76675,0.5645,0.277,-0.7600001
0.43125,-0.4805,-1.42575,0.6395,0.01525,-0.8857501
0.37525,-0.26775,-1.27575,0.6685,-0.19075,-1.04325
0.2935,-0.2415,-1.1635,0.781,-0.26475,-1.02425
0.35125,-0.54,-1.11325,0.7730001,-0.18125,-1.07825
0.44675,-0.6815,-1.1375,0.7455,-0.133,-1.19575
0.56,-0.7025,-1.112,0.7,-0.1145,-1.128
0.6475,-0.6745,-1.121,0.6275001,-0.1025,-1.092
0.60575,-0.7040001,-1.12475,0.41525,-0.206,-0.93025
0.66725,-0.754,-1.2065,0.32375,-0.212,-0.909
0.4025,-0.77325,-1.44025,0.373,-0.13425,-0.98
0.30575,-0.6145,-1.41925,0.37525,-0.12,-1.0225
0.2525,-0.446,-1.2905,0.382,-0.0675,-0.98475
0.10075,-0.3775,-1.2855,0.36675,-0.006,-0.863
0.08525001,-0.44575,-1.34075,0.3375,0.03425,-0.8100001
0.0865,-0.46325,-1.31525,0.30425,0.0615,-0.8017501
0.054,-0.464,-1.2595,0.39425,-0.008,-0.79675
0.0215,-0.36175,-1.2135,0.45375,-0.0045,-0.7645
0.014,-0.308,-1.184,0.49325,-0.021,-0.75925
0.058,-0.25575,-1.10425,0.5535,0.05275,-0.743
0.06075,-0.269,-1.053,0.5805,0.1435,-0.6612501
0.09450001,-0.2705,-1.0255,0.60675,0.15975,-0.56975
0.2195,-0.4,-1.0145,0.5785,0.12725,-0.60525
0.3015,-0.41375,-0.9400001,0.56825,0.107,-0.60225
0.367,-0.461,-0.88275,0.675,-0.0485,-0.6267501
0.47125,-0.8105,-0.891,0.8555,-0.4665,-0.2575
0.48575,-0.9315,-0.85675,0.87375,-0.59675,-0.4475
0.5355,-0.92875,-0.8085001,0.91875,-0.66275,-0.5055
0.6385,-0.9422501,-0.7927501,1.07125,-0.58125,-0.608
0.534,-0.73725,-0.7862501,1.328,-0.50375,-0.92725
0.4825,-0.623,-0.7162501,1.328,-0.50375,-0.92725
0.45175,-0.35625,-0.62475,1.244,-0.6530001,-0.7425
0.39675,-0.25175,-0.56975,1.0915,-0.6505001,-0.60075
0.40375,-0.1655,-0.4905,0.9910001,-0.56125,-0.4825
0.361,-0.03825,-0.42875,0.8692501,-0.46575,-0.4265
0.1715,0.3215,-0.424,0.69625,-0.2645,-0.35175
0.16075,0.57875,-0.2375,0.625,-0.14975,-0.30625
0.279,1.048,-0.10625,0.583,-0.0745,-0.31725
0.413,1.135,-0.053,0.55175,-0.019,-0.36525
0.518,1.16525,-0.09725001,0.48825,0.0345,-0.3715
0.57875,1.11225,-0.198,0.48825,0.0345,-0.3715
0.74875,0.9385,-0.30025,0.45175,0.1795,-0.29725
0.74875,0.9385,-0.30025,0.45175,0.1795,-0.29725
0.74875,0.9385,-0.30025,0.6127501,0.25275,-0.45525
0.83025,0.8555,-0.28575,0.6447501,0.19225,-0.3955
0.8655,0.694,-0.30825,0.7270001,0.13925,-0.30875
0.8700001,0.46675,-0.21625,0.7960001,0.13075,-0.1175
0.74525,0.41425,-0.16075,0.83775,0.3025,-0.18875
0.739,0.30275,-0.1705,0.83825,0.39325,-0.20425
0.9760001,0.1225,-0.319,0.789,0.44675,-0.19925
1.28075,-0.60025,-0.19725,0.7460001,0.48575,-0.24375
1.56975,-1.1595,-0.21525,0.6925001,0.5115,-0.30175
1.638,-1.5805,-0.29325,0.636,0.72025,-0.544
1.5125,-1.60775,-0.242,0.56225,0.8420001,-0.46925
1.2335,-1.439,-0.308,0.45625,0.9267501,-0.27675
0.551,-0.66975,-0.35475,0.26775,1.19525,0.134
0.293,-0.28375,-0.265,0.2025,1.2755,0.2075
0.1455,0.09025001,-0.18225,0.20725,1.27975,0.22875
0.068,0.366,-0.20725,0.22775,1.1945,0.22075
0.07975,0.8265001,-0.26525,0.28675,1.05275,0.18225
0.104,1.067,-0.3285,0.375,1.0755,0.10925
0.18575,1.13175,-0.3085,0.5655,1.12,-0.013
0.17425,0.97475,-0.2095,0.68075,1.112,-0.1305
0.19075,0.839,-0.11075,0.7352501,1.12075,-0.2135
0.27175,0.7275,-0.028,0.6900001,1.09575,-0.20425
0.47625,0.48775,0.04725,0.5915,0.966,-0.21725
0.47625,0.48775,0.04725,0.527,0.90575,-0.19725
0.8150001,0.29275,-0.1715,0.46475,0.79075,-0.15275
0.92325,0.10825,-0.41675,0.40175,0.51225,-0.0625
0.9990001,-0.02,-0.6015,0.3845,0.395,-0.03225
0.9787501,-0.1075,-0.43225,0.34225,0.347,-0.0175
0.82675,-0.07825001,0.014,0.42275,0.29975,-0.0295
0.752,-0.137,-0.04325,0.5325,0.3305,-0.05
0.668,-0.163,-0.07275,0.5325,0.3305,-0.05
0.6205,-0.14375,-0.05825,0.68075,0.43375,-0.144
0.6727501,-0.12525,-0.025,0.71375,0.50325,-0.1615
0.7517501,-0.181,-0.14825,0.8997501,1.0845,-0.54925
0.78025,-0.1735,-0.1675,0.93225,1.599,-0.516
0.8365,-0.079,-0.21825,0.87925,1.95775,-0.186
0.9955,0.117,-0.3275,0.73575,2.00925,0.05575
1.20825,0.2205,-0.42475,0.521,1.38075,-0.0565
1.21225,0.3305,-0.27325,0.51825,0.9985,-0.10125
1.13125,0.4175,-0.115,0.6145,0.64425,-0.1185
0.60575,-0.45275,-0.7935001,0.9165,0.25875,-0.1975
0.66975,-1.57075,-1.4445,1.0095,0.20625,-0.15825
0.59325,-2.43775,-0.6765,0.955,0.18325,-0.157
0.75975,-2.158,-0.688,0.88275,0.02875,-0.14325
0.7565001,-1.7405,-0.88925,0.82875,-0.00275,-0.10475
0.7855,-1.40125,-0.88425,0.7795,-0.02975,-0.05075
0.6335,-0.9622501,-0.719,0.6895,-0.03975,0.0315
0.5555,-0.8525,-0.62125,0.6895,-0.03975,0.0315
0.3595,-0.9350001,-0.32225,0.599,0.0065,0.097
0.3485,-0.89825,-0.2645,0.581,-0.1125,0.064
0.3565,-0.767,-0.273,0.67575,-0.2585,-0.02375
0.34625,-0.50125,-0.29675,1.00325,-0.322,-0.2175
0.30275,-0.405,-0.235,1.098,-0.21625,-0.24675
0.27825,-0.33275,-0.17325,1.1995,-0.1165,-0.3185
0.26025,-0.387,-0.09475,1.42175,0.02,-0.5115
0.24225,-0.46925,-0.0605,1.422,0.0315,-0.5455
0.23125,-0.52875,-0.05525,1.41025,-0.08325,-0.543
0.2705,-0.544,-0.08750001,1.41025,-0.08325,-0.543
0.35375,-0.399,-0.18375,1.2185,-0.27175,-0.398
0.54625,-0.45625,-0.4765,1.11075,-0.23175,-0.33625
0.64625,-0.59325,-0.567,0.93725,-0.1615,-0.307
0.64625,-0.59325,-0.567,0.87975,0.07825001,-0.34175
0.64625,-0.59325,-0.567,0.8245,0.18525,-0.27325
0.721,-0.79975,-0.6145,0.785,0.291,-0.1805
0.7095,-1.15325,-0.28375,0.8115,0.481,-0.248
1.04775,-1.1245,-0.31925,0.8372501,0.50375,-0.337
0.9760001,-0.9355,-0.67125,0.90975,0.48275,-0.4305
0.86125,-0.73125,-0.50875,1,0.2055,-0.52625
0.767,-0.553,-0.40725,1.02325,0.083,-0.6015
0.498,-0.347,-0.29925,1.00625,0.00275,-0.6892501
0.431,-0.33125,-0.27075,0.9267501,0.03875,-0.63175
0.392,-0.262,-0.30975,0.8330001,0.0705,-0.54675
0.44275,-0.22925,-0.5235,0.8330001,0.0705,-0.54675
0.9115,-0.16675,-0.8575,0.629,0.05325,-0.385
1.02025,-0.17525,-0.9315,0.61,-0.0005,-0.37025
1.08475,-0.1915,-0.78075,0.64125,-0.01975,-0.32675
1.08325,-0.1955,-0.7147501,0.67425,0.0135,-0.3265
1.072,-0.14625,-0.703,0.73425,0.04575,-0.35675
0.98,-0.14775,-0.59025,0.82525,0.04825,-0.42625
0.8565,0.00775,-0.5185,1.08925,0.02975,-0.596
0.816,0.0935,-0.51175,1.216,0.042,-0.659
0.8232501,0.0155,-0.70025,1.339,0.14825,-0.71325
0.91075,-0.0775,-0.811,1.3145,0.2225,-0.68075
0.92,-0.074,-0.76875,1.2615,0.279,-0.58925
0.87275,0.0975,-0.6530001,1.18525,0.3075,-0.51425
0.9440001,0.0715,-0.6242501,1.0905,0.2925,-0.552
0.97825,-0.006,-0.77075,1.09075,0.306,-0.6727501
0.9935001,-0.332,-1.0325,0.9900001,0.33325,-0.52825
0.90075,-0.37475,-1.1425,0.9025,0.331,-0.407
0.80475,-0.19675,-1.118,0.8335,0.31575,-0.36975
0.74625,-0.04675,-0.97725,0.7945001,0.3155,-0.35675
0.641,0.09925,-0.9102501,0.7875,0.29,-0.34075
0.641,0.09925,-0.9102501,0.8182501,0.23875,-0.37125
0.5515,0.15625,-0.8665,0.8435,0.204,-0.391
0.67125,-0.034,-0.9300001,0.86825,0.126,-0.404
0.6637501,0.042,-0.7607501,0.8685001,0.1345,-0.4195
0.7672501,0.29725,-0.40075,0.8757501,0.144,-0.40375
0.7445,0.25875,-0.5955001,0.86225,0.138,-0.3135
0.79675,0.098,-0.4815,0.86225,0.138,-0.3135
0.8537501,0.10525,-0.47575,0.8075001,0.06,-0.27725
0.8537501,0.10525,-0.47575,0.8075001,0.06,-0.27725
0.8555,0.12175,-0.50325,0.813,0.06550001,-0.29575
0.8947501,0.18425,-0.60275,0.81225,0.067,-0.2525
0.9015,0.12975,-0.61425,0.7970001,0.05725,-0.27975
0.9115,0.172,-0.56125,0.79325,0.0365,-0.24725
0.89775,0.1455,-0.6070001,0.82175,-0.002,-0.3415
0.91675,0.1905,-0.5527501,0.8805,-0.024,-0.44075
0.92725,0.187,-0.56025,0.864,-0.029,-0.45025
0.8222501,0.2825,-0.488,0.878,0.06825,-0.38275
0.7365,0.28475,-0.392,0.938,0.148,-0.4305
0.7455,0.204,-0.3255,0.9547501,0.182,-0.5115
0.7555,0.13125,-0.319,1.0295,0.209,-0.5625
0.8560001,0.17625,-0.43,1.10625,0.2655,-0.49525
0.90925,0.27925,-0.365,1.0855,0.259,-0.43625
0.929,0.30225,-0.2745,1.0345,0.2105,-0.31525
0.9647501,0.2285,-0.173,0.9022501,0.13875,-0.2885
1.01175,0.221,-0.17875,0.87525,0.1155,-0.29875
1.103,-0.0005,-0.3225,0.8627501,0.09775001,-0.3195
1.1125,-0.0125,-0.34325,0.9605001,0.15725,-0.31525
1.0895,-0.03975,-0.31525,0.9710001,0.21,-0.253
1.01275,-0.012,-0.19675,1.00775,0.19175,-0.31225
0.983,-0.05275,-0.1415,1.01025,0.1405,-0.38275
0.9695001,-0.1155,-0.128,1.01025,0.1405,-0.38275
1.16025,-0.312,-0.2005,0.9307501,-0.018,-0.268
1.12575,-0.212,-0.194,0.9052501,-0.05025,-0.2615
1.0895,-0.02475,-0.20225,0.8880001,-0.04875,-0.23925
1.079,0.06225,-0.19225,0.88925,-0.07650001,-0.2355
1.01525,0.0925,-0.26825,0.8272501,-0.1035,-0.22375
0.9960001,0.12925,-0.29875,0.8745,-0.131,-0.26225
1.0435,0.18425,-0.29625,0.9405,-0.30825,-0.291
1.04375,0.2005,-0.297,0.9400001,-0.359,-0.29375
1.002,0.1465,-0.3465,0.969,-0.33875,-0.27125
0.8295,0.02575,-0.33475,1.015,-0.14975,-0.33775
0.84025,0.03175,-0.3975,1.03025,-0.11625,-0.41
0.82175,0.01525,-0.36875,1.0315,-0.06525,-0.38725
0.754,-0.0615,-0.38075,1.0315,-0.03975,-0.372
0.7812501,-0.1415,-0.398,0.99875,-0.122,-0.3255
0.789,-0.15425,-0.40025,0.96425,-0.16175,-0.339
0.789,-0.15425,-0.40025,0.96425,-0.16175,-0.339
0.789,-0.15425,-0.40025,0.91575,-0.11475,-0.43075
0.80125,-0.11425,-0.379,0.93025,-0.121,-0.486
0.94525,0.01675,-0.5185,0.9507501,-0.07025,-0.43025
1.00325,0.0575,-0.5695,0.943,-0.056,-0.4455
1.021,0.15175,-0.50125,0.94925,0.01025,-0.462
0.98725,0.18575,-0.436,0.94275,0.104,-0.4955
0.93275,0.0965,-0.3745,0.9755,0.109,-0.4535
0.96325,0.07,-0.302,0.9787501,0.14525,-0.3875
0.9752501,0.18075,-0.191,0.9545,0.14375,-0.35875
1.093,0.21775,-0.30875,0.91575,0.171,-0.1875
1.13625,0.2325,-0.3735,0.91575,0.171,-0.1875
1.13625,0.2325,-0.3735,0.9192501,0.155,-0.27325
1.14825,0.3585,-0.40975,0.928,0.116,-0.20475
1.121,0.41575,-0.35725,0.901,0.07525001,-0.17475
1.08975,0.43525,-0.332,0.9310001,0.04425,-0.205
1.05125,0.35225,-0.315,0.93975,-0.02425,-0.28475
1.03025,0.308,-0.30575,0.9727501,-0.055,-0.2815
1.05525,0.26825,-0.2855,0.9762501,-0.06550001,-0.3125
0.8742501,0.27275,-0.22375,0.99225,-0.08400001,-0.324
0.88125,0.24425,-0.276,0.95125,-0.0795,-0.33675
0.91875,0.29425,-0.2655,1.074,-0.0125,-0.3435
0.8872501,0.31075,-0.24175,1.027,-0.00975,-0.3535
0.8972501,0.29275,-0.249,1.00125,-0.0255,-0.34
0.9565001,0.27975,-0.312,0.9795001,-0.053,-0.32875
0.9957501,0.2325,-0.39675,0.9485,-0.0585,-0.32175
1.0095,0.19725,-0.41275,0.9485,-0.0585,-0.32175
0.98325,0.21575,-0.369,0.8980001,-0.062,-0.316
0.98,0.22525,-0.3635,0.9070001,-0.074,-0.3245
0.9637501,0.22825,-0.37575,0.91175,-0.07175,-0.35375
0.9535,0.18325,-0.421,0.92075,-0.07650001,-0.3575
0.9375001,0.16275,-0.39675,0.9152501,-0.093,-0.36325
0.91175,0.145,-0.34625,0.9152501,-0.093,-0.36325
0.84575,0.15075,-0.236,0.90825,-0.07675,-0.39025
0.836,0.149,-0.22225,0.9390001,-0.06725001,-0.4105
0.8295,0.141,-0.22825,0.9307501,-0.03725,-0.4085
0.84075,0.1355,-0.25225,0.9277501,-0.0125,-0.39475
0.8525,0.1415,-0.266,0.92375,0.00925,-0.37275
0.85675,0.15925,-0.26525,0.9447501,0.03275,-0.363
0.8972501,0.174,-0.289,0.9342501,0.072,-0.3795
0.936,0.162,-0.327,0.941,0.09975,-0.398
0.9710001,0.14775,-0.36525,0.9350001,0.1125,-0.3905
0.9817501,0.15225,-0.3725,0.9,0.10475,-0.34375
0.97175,0.15725,-0.34375,0.7735,0.07325,-0.339
0.92625,0.15575,-0.3225,0.7837501,0.02525,-0.333
0.89525,0.144,-0.33,0.841,-0.00225,-0.305
0.823,0.181,-0.56475,0.8355001,0.0325,-0.34225
0.779,0.2525,-0.626,0.8525,0.05125,-0.348
0.772,0.37025,-0.7302501,0.85225,0.06375001,-0.33925
0.79,0.4365,-0.85325,0.923,0.0735,-0.34425
0.72575,0.496,-0.8315001,0.9620001,0.07475001,-0.379
0.79725,0.57425,-0.83,1.0445,0.057,-0.38425
0.8365,0.3915,-0.6932501,1.0715,0,-0.4135
0.8545001,0.299,-0.68775,1.063,-0.02,-0.42025
0.859,0.2305,-0.6102501,1.03925,0.00325,-0.38625
0.86225,0.246,-0.5205,1.04225,0.02575,-0.37425
0.8832501,0.27625,-0.47225,1.071,0.03825,-0.361
0.9087501,0.26625,-0.46175,1.1125,0.0645,-0.387
0.9515001,0.17975,-0.52225,1.19225,0.11675,-0.47175
1.013,0.14325,-0.54675,1.18525,0.11925,-0.50375
1.04575,0.13375,-0.50225,1.16225,0.09775001,-0.53
1.03525,0.151,-0.4395,1.099,0.086,-0.514
1.034,0.19725,-0.43025,0.9525,0.0525,-0.4255
1.0465,0.25075,-0.43575,0.8795,0.05025,-0.37
1.03975,0.2245,-0.423,0.7532501,0.04225,-0.25375
1.024,0.1965,-0.44725,0.71175,0.0355,-0.209
0.946,0.22625,-0.386,0.689,0.03475,-0.18875
0.9310001,0.2285,-0.362,0.7075,0.00775,-0.15375
0.9255,0.257,-0.32525,0.72075,-0.00875,-0.143
0.92125,0.24025,-0.30625,0.72075,-0.00875,-0.143
0.92825,0.128,-0.34775,0.966,-0.104,-0.3845
0.90825,0.11275,-0.36925,1.0455,-0.1345,-0.39225
0.87475,0.056,-0.33175,1.1115,-0.129,-0.371
0.9165,0.05375,-0.323,1.164,-0.05525,-0.351
0.96025,0.08000001,-0.35025,1.15925,-0.01675,-0.33925
0.9580001,0.02925,-0.433,1.146,0.01375,-0.33975
0.9440001,-0.014,-0.4295,1.11475,0.0005,-0.323
0.9535,-0.01,-0.39825,1.0765,-0.02525,-0.31225
0.9852501,0.00275,-0.36375,1.0355,-0.05925,-0.28675
1.0415,-0.03375,-0.349,0.961,-0.09900001,-0.25875
1.0635,-0.04975,-0.364,0.946,-0.09500001,-0.27425
1.04875,-0.0715,-0.364,0.94525,-0.07375,-0.31675
1.02725,-0.105,-0.29125,0.9415001,-0.03575,-0.33675
1.02725,-0.105,-0.29125,0.9415001,-0.03575,-0.33675
1.02475,-0.109,-0.25975,0.9415001,-0.03575,-0.33675
1.01375,-0.09900001,-0.22575,0.92225,-0.036,-0.3085
0.99725,-0.07725,-0.19675,0.90575,-0.03875,-0.27725
0.9507501,-0.01525,-0.157,0.89125,-0.04025,-0.25875
0.9265,-0.0215,-0.1725,0.9305,0.02425,-0.267
0.9425001,-0.0155,-0.2025,0.9365001,0.0235,-0.259
0.9217501,0.0155,-0.227,0.932,0.016,-0.25075
0.89125,0.098,-0.208,0.9445,-0.02075,-0.29225
0.8872501,0.12675,-0.2325,0.9445,-0.02075,-0.29225
0.8807501,0.14175,-0.25625,0.952,-0.03325,-0.31375
0.8997501,0.146,-0.3545,1.01625,-0.05175,-0.42325
0.8907501,0.1715,-0.3745,1.00975,-0.06175,-0.4025
0.8695,0.22,-0.36425,0.9867501,-0.06,-0.38625
0.85975,0.2395,-0.3545,0.95775,-0.03525,-0.3455
0.8527501,0.2575,-0.3615,0.964,-0.023,-0.34825
0.8700001,0.27825,-0.38175,0.987,-0.004,-0.37325
0.9022501,0.2995,-0.46675,1.0145,0.02925,-0.38925
0.90175,0.3185,-0.475,1.0095,0.043,-0.3845
0.93475,0.33675,-0.49775,0.9875001,0.04275,-0.36275
0.93475,0.33675,-0.49775,0.95575,0.03925,-0.3495
0.98125,0.36825,-0.48975,0.938,0.03125,-0.33675
0.98875,0.3635,-0.4295,0.927,0.0305,-0.354
0.9935001,0.2695,-0.31325,0.927,0.0305,-0.354
1.07275,0.4585,-0.40975,0.923,0.064,-0.365
1.05725,0.4075,-0.407,0.89325,0.061,-0.3305
1.1035,0.4395,-0.3955,0.89325,0.061,-0.3305
1.07325,0.497,-0.4135,0.8552501,0.039,-0.2895
1.16225,0.45825,-0.479,0.8700001,0.03225,-0.3105
1.144,0.47925,-0.4875,0.8897501,0.03325,-0.31975
1.09125,0.51675,-0.47775,0.9005001,0.0265,-0.3175
1.09,0.54075,-0.422,0.91,0.01375,-0.30775
1.25025,0.73875,-0.4915,0.909,0.00175,-0.31425
1.32975,0.7862501,-0.558,0.9425001,-0.0375,-0.357
1.34725,0.777,-0.6555001,0.96275,-0.07175,-0.3675
1.44075,0.74825,-0.776,0.9925001,-0.1285,-0.394
1.493,0.9145001,-0.566,0.99125,-0.14475,-0.39875
1.5425,0.9942501,-0.316,0.9982501,-0.14225,-0.40575
1.5425,0.9942501,-0.316,0.9982501,-0.14225,-0.40575
1.5425,0.9942501,-0.316,1.01775,-0.07575,-0.4515
1.3265,0.9345,-0.3235,0.98825,-0.009000001,-0.45275
1.15725,0.8315001,-0.367,0.95025,0.0135,-0.41725
0.987,0.738,-0.334,0.95025,0.0135,-0.41725
0.77125,0.5955001,-0.2185,0.853,0.02725,-0.32775
0.63775,0.517,-0.185,0.83925,0.02225,-0.31375
0.63775,0.517,-0.185,0.8380001,0.019,-0.325
0.63775,0.517,-0.185,0.88375,-0.006,-0.342
0.49225,0.42725,-0.105,0.919,-0.02325,-0.3815
0.344,0.19625,0.167,0.919,-0.02325,-0.3815
0.25075,0.05375,0.24625,1.0095,-0.07075001,-0.4905
0.25,0.0045,0.31225,1.0095,-0.07075001,-0.4905
0.3395,0.04425,0.37625,1.0095,-0.07075001,-0.4905
0.4365,0.0565,0.42575,0.9590001,-0.06875,-0.39475
0.54075,-0.00925,0.411,0.9070001,-0.01975,-0.30575
0.68775,-0.27725,0.497,0.914,-0.003,-0.2975
0.68775,-0.27725,0.497,0.9305,0.00625,-0.30625
0.661,-0.10425,0.6702501,0.9305,0.00625,-0.30625
0.6835001,-0.0545,0.59025,0.9422501,-0.00225,-0.31725
0.7755001,-0.11275,0.55525,0.9422501,-0.00225,-0.31725
0.7585,-0.111,0.5840001,0.983,-0.06725001,-0.3575
0.757,-0.05325,0.59525,1.001,-0.06875,-0.39025
0.8075001,-0.03,0.5485,1.001,-0.06875,-0.39025
0.79075,-0.1745,0.5,0.9810001,-0.06175,-0.38625
0.7870001,-0.1935,0.4935,0.9810001,-0.06175,-0.38625
0.78325,-0.2295,0.57875,0.9292501,-0.06725001,-0.3455
0.8117501,-0.1985,0.5955001,0.86075,-0.08275001,-0.288
0.8795,-0.151,0.56025,0.86775,-0.08575001,-0.30425
0.93225,-0.1785,0.51475,0.8962501,-0.08450001,-0.32675
0.93475,-0.15225,0.54225,0.8962501,-0.08450001,-0.32675
0.8987501,-0.09075,0.55425,0.9415001,-0.0825,-0.341
0.77975,-0.2035,0.43025,0.96575,-0.08275001,-0.34325
0.74125,-0.14475,0.43625,1.00325,-0.11975,-0.34775
0.74325,-0.05325,0.47825,1.02475,-0.1435,-0.382
0.7965,-0.08750001,0.48775,1.049,-0.16225,-0.4145
0.8315001,-0.06025,0.4865,1.05025,-0.18025,-0.42025
0.8420001,-0.03825,0.525,1.05025,-0.18025,-0.42025
0.86,-0.038,0.58,1.03325,-0.189,-0.40675
0.891,-0.044,0.605,0.932,-0.1505,-0.33525
0.88275,-0.07925,0.5987501,0.88925,-0.1185,-0.3105
0.86075,-0.09025001,0.5665,0.89575,-0.12225,-0.328
0.8872501,-0.11375,0.56675,0.90825,-0.10575,-0.3535
0.934,-0.176,0.548,0.9175,-0.0865,-0.367
0.8800001,-0.325,0.454,0.93025,-0.061,-0.386
0.8705,-0.26725,0.4235,0.9192501,-0.03275,-0.38125
0.8145,-0.2425,0.3755,0.90325,-0.04,-0.3625
0.708,-0.26575,0.43425,0.89575,-0.074,-0.353
0.67875,-0.33625,0.46225,0.9215,-0.08675,-0.36575
0.64025,-0.422,0.4485,0.95825,-0.0745,-0.40725
0.516,-0.49675,0.4405,0.9995,-0.01025,-0.4445
0.5195,-0.445,0.391,0.9795001,-0.00225,-0.416
0.5215001,-0.3365,0.277,0.9292501,-0.011,-0.3345
0.4825,-0.19825,0.1625,0.9292501,-0.011,-0.3345
0.46225,-0.096,0.112,0.88525,-0.03525,-0.26175
0.48925,0.0075,0.12675,0.8980001,-0.04125,-0.2615
0.63075,0.18625,0.15025,0.95425,-0.05075,-0.321
0.62625,0.225,0.055,0.99375,-0.048,-0.3875
