2,Bad,19_38_06_2021_02_19,50,300,0
-0.664,-0.00125,0.467,-0.8755,-0.44925,-0.3035
-0.52625,0.02875,0.5605,-0.88375,-0.7780001,-0.02075
-0.1325,-0.0375,0.7005,-0.7235,-0.6447501,0.20275
0.06025,-0.14175,0.7055,-0.7,-0.38925,0.275
0.15725,-0.24275,0.6735001,-0.65725,-0.12675,0.35025
0.3715,-0.3,0.54625,-0.4205,0,0.543
0.50725,-0.30825,0.51375,-0.33425,0.026,0.691
0.622,-0.292,0.49,-0.22675,0.036,0.81775
0.63725,-0.3035,0.3915,-0.01025,0.10925,0.88375
0.6135001,-0.33575,0.346,0.125,0.127,0.8625
0.63525,-0.361,0.3395,0.2785,0.1535,0.78725
0.7335001,-0.35175,0.35775,0.3735,0.199,0.7075
0.57275,-0.36175,0.37225,0.51825,0.266,0.619
0.48225,-0.308,0.375,0.54675,0.305,0.598
0.60675,-0.16525,0.171,0.59325,0.3495,0.52575
0.6015,-0.242,-0.03825,0.5985,0.38075,0.443
0.59025,-0.3345,-0.16375,0.54725,0.43725,0.35725
0.54625,-0.40925,-0.2795,0.48025,0.39,0.2775
0.64925,-0.34775,-0.333,0.62125,0.29025,0.28775
0.7287501,-0.304,-0.44375,0.661,0.28075,0.25225
0.67975,-0.35175,-0.6210001,0.58775,0.3695,0.04775
0.6115,-0.33325,-0.63125,0.558,0.39325,-0.06875
0.7695,-0.113,-0.6135001,0.632,0.4445,-0.33725
0.91,0.10575,-0.60175,0.69975,0.466,-0.353
0.8800001,0.1675,-0.6665,0.68375,0.48375,-0.2905
0.78225,0.1725,-0.7657501,0.6405,0.46925,-0.26925
0.964,0.28975,-0.9992501,0.72925,0.18725,-0.54075
1.101,0.10275,-1.175,0.85675,0.11425,-0.60425
1.05275,-0.044,-1.18025,0.8605,0.1995,-0.612
1.09325,0.08725,-1.219,0.9152501,0.358,-0.712
1.1165,0.26925,-1.248,1.005,0.17975,-0.7585
1.05825,0.30975,-1.355,1.04025,0.04925,-0.832
0.9820001,0.264,-1.41825,1.02375,-0.03825,-0.87925
0.70825,0.205,-1.19225,0.90825,-0.1615,-0.9235001
1.12475,1.00325,-2.14525,1.05425,-0.33275,-1.19675
1.8595,0.04625,-2.751,1.014,-0.34275,-1.19075
1.8595,0.04625,-2.751,0.9495,-0.3235,-1.13025
0.45825,-0.3485,-0.59275,0.8615,-0.2895,-1.04275
0.36025,-0.475,-0.0975,0.6445,-0.22475,-0.7895001
0.4765,-0.454,-0.264,0.56075,-0.1935,-0.67
0.71125,-0.37875,-0.62625,0.44625,-0.16175,-0.61825
0.538,-0.3955,-1.142,0.2825,0.25425,-1.80475
0.624,-0.23075,-1.15475,1.01875,-0.17075,-2.06425
0.5705,-0.09850001,-1.03275,0.57725,0.2835,-0.8945
0.5330001,0.03125,-0.76825,0.4165,0.29325,-0.3105
0.5305001,0.06975,-0.81525,0.3615,0.232,-0.1595
0.5645,0.086,-0.8717501,0.48825,0.373,-0.22125
0.55125,0.048,-0.9612501,0.468,0.56375,-0.94125
0.538,0.023,-0.93775,0.4855,0.596,-1.14725
0.52575,0.00975,-0.89675,0.492,0.5245,-1.18675
0.51225,-0.018,-0.8735,0.45,0.26075,-0.8985
0.51775,-0.09850001,-0.9065,0.46375,0.17575,-0.8005
0.5125,-0.12075,-0.9195001,0.4815,0.1335,-0.7595
0.5215001,-0.12575,-0.9077501,0.516,0.0885,-0.818
0.5235,-0.1115,-0.88875,0.5255,0.09725001,-0.8635001
0.5345,-0.09825,-0.882,0.53725,0.10975,-0.881
0.54575,-0.087,-0.8750001,0.53825,0.1445,-0.846
0.554,-0.05325,-0.8707501,0.538,0.1525,-0.8245
0.5515,-0.03375,-0.8615,0.53425,0.15325,-0.81125
0.52125,0,-0.8685001,0.52925,0.1595,-0.8222501
0.50425,0.00825,-0.8805,0.523,0.1735,-0.8420001
0.494,0.009500001,-0.9162501,0.5155,0.21625,-0.8602501
0.4775,-0.03875,-0.93975,0.4965,0.2485,-0.8527501
0.47775,-0.0855,-0.951,0.49825,0.24525,-0.8387501
0.492,-0.1525,-0.9622501,0.4955,0.25275,-0.83275
0.4955,-0.2045,-0.9285001,0.49925,0.2555,-0.8555
0.496,-0.1945,-0.9120001,0.5,0.28,-0.86625
0.501,-0.17075,-0.9,0.5045,0.28275,-0.8515
0.498,-0.11375,-0.90425,0.51225,0.2625,-0.80875
0.49075,-0.0905,-0.9112501,0.5185,0.2595,-0.8002501
0.47925,-0.07075001,-0.9210001,0.5255,0.25275,-0.802
0.4615,-0.08725,-0.938,0.52775,0.2585,-0.80975
0.45125,-0.108,-0.9475001,0.526,0.262,-0.81475
0.44875,-0.1265,-0.9585,0.5275,0.27125,-0.827
0.44925,-0.14,-0.9475001,0.51225,0.27875,-0.81725
0.454,-0.133,-0.9367501,0.51025,0.263,-0.8132501
0.464,-0.12325,-0.9292501,0.51075,0.2695,-0.812
0.4685,-0.1125,-0.9242501,0.5175,0.2745,-0.83125
0.47675,-0.111,-0.9145001,0.5190001,0.28725,-0.836
0.47775,-0.11225,-0.91475,0.5205,0.303,-0.83175
0.472,-0.1175,-0.9170001,0.518,0.294,-0.80725
0.45575,-0.13475,-0.93225,0.51825,0.29025,-0.809
0.44575,-0.13575,-0.94775,0.52,0.29625,-0.8132501
0.43475,-0.13125,-0.9572501,0.51275,0.3175,-0.82275
0.439,-0.1225,-0.94775,0.5157501,0.29625,-0.79875
0.44675,-0.1115,-0.938,0.52075,0.27775,-0.7725
0.46575,-0.106,-0.9265,0.5105,0.2615,-0.78025
0.46575,-0.106,-0.9265,0.512,0.26425,-0.80625
0.47475,-0.11875,-0.92325,0.50575,0.28275,-0.8395001
0.46625,-0.11475,-0.9155,0.48925,0.28325,-0.8592501
0.46025,-0.1055,-0.918,0.4765,0.2785,-0.8512501
0.45475,-0.1045,-0.9277501,0.4755,0.2715,-0.83675
0.45475,-0.1045,-0.9277501,0.47175,0.28025,-0.8405001
0.4415,-0.132,-0.95,0.4665,0.29075,-0.8470001
0.44175,-0.129,-0.9440001,0.46675,0.29425,-0.84925
0.447,-0.12675,-0.93875,0.4595,0.2885,-0.8372501
0.4615,-0.11725,-0.9250001,0.4605,0.2955,-0.84325
0.46875,-0.11425,-0.9220001,0.461,0.30675,-0.8560001
0.4745,-0.10175,-0.9175,0.4585,0.31075,-0.85725
0.4725,-0.10625,-0.923,0.452,0.31725,-0.85225
0.4625,-0.11925,-0.9252501,0.45625,0.3175,-0.8502501
0.45275,-0.12675,-0.9295,0.4625,0.31425,-0.84
0.4465,-0.129,-0.937,0.463,0.318,-0.83425
0.44325,-0.12575,-0.94425,0.4625,0.3225,-0.83775
0.44325,-0.13525,-0.94775,0.47275,0.328,-0.8280001
0.446,-0.1335,-0.9385,0.47625,0.32325,-0.8190001
0.4555,-0.12375,-0.9317501,0.47475,0.32475,-0.8135
0.46425,-0.112,-0.9227501,0.47025,0.33725,-0.81675
0.47375,-0.10975,-0.918,0.47,0.33825,-0.82175
0.47575,-0.1165,-0.9192501,0.47225,0.3365,-0.8195
0.469,-0.11525,-0.92375,0.47375,0.34175,-0.822
0.46125,-0.12175,-0.924,0.475,0.33775,-0.8195
0.45525,-0.12625,-0.9235001,0.4785,0.33625,-0.81275
0.446,-0.131,-0.9440001,0.47525,0.34825,-0.81675
0.4445,-0.13175,-0.9480001,0.47475,0.361,-0.82125
0.44275,-0.131,-0.94625,0.4695,0.37375,-0.8295
0.45325,-0.129,-0.93375,0.4595,0.36175,-0.814
0.45975,-0.1215,-0.92625,0.45225,0.355,-0.8145
0.45975,-0.1215,-0.92625,0.45225,0.355,-0.8145
0.4665,-0.11525,-0.9217501,0.45225,0.355,-0.8145
0.46875,-0.116,-0.91675,0.4575,0.351,-0.82375
0.4715,-0.11725,-0.9220001,0.4625,0.34625,-0.83275
0.467,-0.1195,-0.92575,0.467,0.34575,-0.83175
0.45,-0.12275,-0.937,0.4745,0.34225,-0.81675
0.44925,-0.12875,-0.94525,0.4785,0.33775,-0.8100001
0.44525,-0.136,-0.936,0.4805,0.3535,-0.8150001
0.445,-0.13725,-0.9325001,0.4805,0.3535,-0.8150001
0.447,-0.137,-0.93725,0.4805,0.3535,-0.8150001
0.45,-0.132,-0.9342501,0.46425,0.36575,-0.8117501
0.45425,-0.12825,-0.9300001,0.463,0.36275,-0.818
0.4575,-0.12025,-0.92625,0.45925,0.3605,-0.821
0.459,-0.11925,-0.92725,0.466,0.359,-0.8272501
0.45575,-0.1245,-0.92625,0.46625,0.3625,-0.8272501
0.454,-0.12425,-0.9285001,0.4665,0.35975,-0.818
0.4475,-0.13675,-0.9392501,0.477,0.36525,-0.8135
0.447,-0.13525,-0.9415001,0.47125,0.35975,-0.81125
0.44225,-0.14,-0.9480001,0.46925,0.35025,-0.81525
0.443,-0.1395,-0.9422501,0.4685,0.35225,-0.8185
0.4455,-0.14075,-0.9285001,0.46675,0.3575,-0.8135
0.4525,-0.135,-0.9265,0.46175,0.35975,-0.8132501
0.46175,-0.129,-0.92325,0.466,0.37475,-0.8150001
0.46525,-0.11825,-0.9162501,0.46575,0.38625,-0.8182501
0.4665,-0.1185,-0.91675,0.46075,0.38475,-0.816
0.46175,-0.1345,-0.92625,0.47025,0.3785,-0.7995
0.459,-0.1355,-0.92375,0.47575,0.38175,-0.7955
0.452,-0.14225,-0.9285001,0.47825,0.3825,-0.8
0.44625,-0.14525,-0.9405,0.4705,0.38675,-0.8107501
0.44225,-0.14375,-0.94025,0.469,0.38025,-0.81625
0.44475,-0.13775,-0.93875,0.464,0.39325,-0.81775
0.4505,-0.13525,-0.93475,0.464,0.39325,-0.81775
0.457,-0.13175,-0.9310001,0.461,0.3835,-0.813
0.459,-0.12825,-0.92575,0.45875,0.3765,-0.8045
0.4625,-0.127,-0.9225,0.45525,0.3795,-0.8092501
0.4605,-0.1325,-0.9285001,0.45975,0.37475,-0.8205
0.4585,-0.1325,-0.92975,0.4655,0.36875,-0.811
0.45,-0.1405,-0.92825,0.471,0.37475,-0.80125
0.44825,-0.1385,-0.9335001,0.476,0.38075,-0.8015
0.449,-0.1385,-0.93775,0.46625,0.3865,-0.80975
0.4455,-0.14725,-0.934,0.4585,0.37875,-0.8155
0.4455,-0.1475,-0.93375,0.45925,0.37775,-0.816
0.45,-0.14375,-0.9317501,0.47775,0.385,-0.80625
0.45725,-0.12975,-0.9292501,0.45875,0.39275,-0.8240001
0.458,-0.128,-0.9275001,0.44625,0.3935,-0.811
0.46,-0.133,-0.92375,0.4675,0.3905,-0.80125
0.45875,-0.13525,-0.9260001,0.46975,0.389,-0.794
0.45675,-0.138,-0.9300001,0.473,0.38725,-0.8042501
0.4545,-0.139,-0.93225,0.474,0.38925,-0.8015
0.45,-0.134,-0.9307501,0.4645,0.38475,-0.80475
0.447,-0.14225,-0.9390001,0.45475,0.39275,-0.81375
0.44775,-0.14675,-0.94025,0.448,0.395,-0.82125
0.44975,-0.14375,-0.93125,0.448,0.38475,-0.8142501
0.453,-0.14225,-0.93125,0.45325,0.38325,-0.8107501
0.458,-0.135,-0.9292501,0.4535,0.38425,-0.814
0.4595,-0.128,-0.9250001,0.458,0.38975,-0.8085001
0.46425,-0.12675,-0.92475,0.45875,0.3905,-0.8067501
0.466,-0.12675,-0.924,0.4615,0.3845,-0.8065
0.4625,-0.1305,-0.9252501,0.46775,0.374,-0.8002501
0.45825,-0.137,-0.92625,0.46725,0.37725,-0.8005
0.45825,-0.1385,-0.9285001,0.46375,0.3765,-0.80325
0.44675,-0.14475,-0.9335001,0.45825,0.3775,-0.8095
0.44725,-0.143,-0.9355,0.45825,0.3775,-0.8095
0.45125,-0.13525,-0.9357501,0.45825,0.3775,-0.8095
0.46225,-0.12825,-0.92375,0.44475,0.38175,-0.82175
0.46375,-0.131,-0.92125,0.44625,0.38525,-0.8297501
0.466,-0.13475,-0.92225,0.44325,0.39,-0.8225001
0.455,-0.143,-0.929,0.53675,0.38,-0.7115
0.45575,-0.13975,-0.9317501,0.5502501,0.3605,-0.588
0.45775,-0.13425,-0.93775,0.5362501,0.33375,-0.57025
0.46,-0.12975,-0.9285001,0.43075,-0.23375,-2.9405
0.45925,-0.1375,-0.92325,0.563,-0.001,-3.337
0.455,-0.144,-0.9275001,0.46675,0.1465,-3.08425
0.452,-0.15025,-0.934,0.49225,0.1155,-2.3875
0.448,-0.1475,-0.9375001,0.2305,-0.05475,-1.35875
0.4375,-0.148,-0.9440001,0.23275,-0.17475,-0.97325
0.43975,-0.151,-0.9495,0.13925,-0.17375,-0.56
0.44575,-0.14325,-0.93775,0.09450001,-0.11425,-0.44325
0.45325,-0.136,-0.92575,0.04075,-0.10875,-0.3695
0.46325,-0.13,-0.92225,0.0185,-0.16675,-0.284
0.474,-0.1245,-0.9215,0.01725,-0.16225,-0.16675
0.47525,-0.1205,-0.9192501,0.055,-0.2025,-0.09675001
0.4775,-0.12025,-0.91225,0.09225,-0.2585,-0.04775
0.4765,-0.12375,-0.91225,0.15775,-0.324,0.20425
0.475,-0.13175,-0.91875,0.233,-0.296,0.31525
0.46475,-0.139,-0.9225,0.32075,-0.13975,0.389
0.4615,-0.13475,-0.923,0.35775,-0.0895,0.39775
0.457,-0.1355,-0.93025,0.40125,-0.0735,0.40625
0.4555,-0.13775,-0.9385,0.537,0.00325,0.42475
0.46025,-0.1355,-0.9305,0.562,0.0795,0.382
0.4645,-0.13325,-0.924,0.6225,0.163,0.2685
0.4745,-0.133,-0.92075,0.65925,0.319,-0.1015
0.47175,-0.13875,-0.9177501,0.68775,0.36925,-0.17425
0.471,-0.13125,-0.9175,0.7495,0.46025,-0.244
0.461,-0.1405,-0.9245,0.7672501,0.45875,-0.31075
0.456,-0.14025,-0.9307501,0.79575,0.45975,-0.33875
0.4505,-0.14275,-0.93625,0.7960001,0.443,-0.398
0.45125,-0.14325,-0.93775,0.61225,0.3495,-0.76425
0.45275,-0.1435,-0.93225,0.521,0.32075,-0.8592501
0.46725,-0.1425,-0.9245,0.5315,0.24025,-0.975
0.4535,-0.128,-0.9217501,0.5275,0.14925,-1.017
0.4795,-0.1455,-0.92325,0.397,0.0195,-0.817
0.46175,-0.14875,-0.9210001,0.35,-0.038,-0.7015001
0.46225,-0.1505,-0.9155,2.472,-1.01175,-4.7675
0.45075,-0.127,-0.9292501,0.038,0.83075,-5.23025
0.448,-0.128,-0.9472501,0.49175,-0.74775,-1.98475
0.4475,-0.144,-0.9367501,0.58625,-0.37525,-0.417
0.442,-0.14725,-0.933,0.3705,-0.215,-0.27975
0.45075,-0.14825,-0.9315,0.249,-0.04175,-0.004
0.457,-0.14125,-0.929,0.623,-0.03125,-0.68075
0.46025,-0.12975,-0.927,0.6192501,0.04625,-1.213
0.47075,-0.1265,-0.9195001,0.42475,0.1355,-1.426
0.473,-0.1255,-0.91425,0.37425,0.06825,-1.06175
0.4735,-0.13725,-0.9202501,0.3695,0.04275,-0.837
0.4695,-0.14225,-0.9205,0.40275,0.06375001,-0.74875
0.463,-0.13675,-0.92075,0.4125,0.093,-0.7725
0.463,-0.13825,-0.9267501,0.4405,0.128,-0.9727501
0.456,-0.14475,-0.92825,0.45225,0.1545,-1.00475
0.453,-0.15075,-0.9315,0.441,0.15125,-0.9637501
0.44775,-0.144,-0.93625,0.43775,0.089,-0.88775
0.446,-0.145,-0.94125,0.4575,0.08425,-0.8745
0.4575,-0.1405,-0.9285001,0.46875,0.10025,-0.88775
0.46125,-0.1405,-0.91875,0.46475,0.10625,-0.89325
0.46775,-0.13425,-0.91475,0.4625,0.09925,-0.8905001
0.4695,-0.1305,-0.91875,0.4635,0.061,-0.89275
0.4655,-0.1275,-0.919,0.4655,-0.018,-1.0015
0.4635,-0.13125,-0.933,0.44775,-0.059,-1.064
0.45075,-0.1535,-0.9795001,0.53525,0.14875,-0.8437501
0.447,-0.15375,-0.9775,0.58125,0.2495,-0.7360001
0.444,-0.16175,-0.9395,0.5845,0.21775,-0.7405
0.447,-0.17425,-0.9562501,0.5645,0.2185,-0.7147501
0.458,-0.18175,-0.9955,0.61675,0.24325,-0.69225
0.4705,-0.17575,-0.99225,0.61,0.20775,-0.7862501
0.4865,-0.20175,-0.8642501,0.70025,0.2535,-0.60925
0.4905,-0.19325,-0.8767501,0.86725,0.326,-0.461
0.54425,-0.1565,-0.86125,0.8387501,0.281,-0.459
0.5575,-0.11625,-0.8520001,0.8232501,0.05625,-0.67125
0.66825,-0.1095,-0.9572501,0.81275,0.26325,-0.499
0.5905001,-0.1315,-0.9265,0.8165001,0.27775,-0.53825
0.56925,-0.20425,-0.9465001,0.8785,0.102,-0.62575
0.6055,-0.15025,-0.7445,0.8272501,-0.0165,-0.64675
0.55825,-0.1395,-0.7135,0.835,-0.0895,-0.64425
0.6242501,-0.12925,-0.7262501,0.785,-0.0795,-0.62475
0.6835001,-0.10425,-0.73575,0.7895001,-0.035,-0.5732501
0.71125,-0.08450001,-0.7475001,0.7640001,-0.03175,-0.557
0.72175,-0.07,-0.7535,0.8157501,-0.0135,-0.57875
0.7295001,-0.05925,-0.7245001,0.8345,0.0785,-0.5405
0.7255,-0.02775,-0.70625,0.798,0.0895,-0.476
0.7225,0.011,-0.71075,0.88675,0.06675,-0.4905
0.7195,-0.031,-0.77825,0.9160001,0.08325,-0.4725
0.70925,-0.06475,-0.79475,0.8930001,0.09100001,-0.45725
0.6850001,-0.1445,-0.84475,0.8565,0.135,-0.44875
0.68225,-0.1835,-0.8585001,0.9012501,0.1165,-0.47425
0.66075,-0.2025,-0.81875,0.8875,0.089,-0.49525
0.643,-0.1765,-0.7607501,0.867,0.11,-0.43375
0.6662501,-0.152,-0.78825,0.8822501,0.09475,-0.4435
0.70675,-0.14275,-0.8,0.91075,0.048,-0.4935
0.72725,-0.14825,-0.75025,0.90425,0.008,-0.55175
0.73425,-0.1475,-0.737,0.886,0.03125,-0.508
0.7285,-0.136,-0.74475,0.88375,0.04825,-0.4595
0.71775,-0.11675,-0.7590001,0.87375,0.05025,-0.47175
0.705,-0.1295,-0.76375,0.8785,0.0755,-0.4525
0.69675,-0.11575,-0.76675,0.8710001,0.10625,-0.47775
0.69125,-0.26575,-0.7765,0.88375,0.09500001,-0.4815
0.72975,-0.51425,-0.886,0.8930001,0.0935,-0.51075
0.70375,-0.79825,-0.896,0.8925,0.07700001,-0.5190001
0.57375,-1.34775,-1.2085,0.8775001,0.05325,-0.5100001
0.65025,-1.897,-1.489,0.883,0.048,-0.51625
0.431,-2.68175,-2.23525,0.881,0.0545,-0.5155
0.965,-3.189,-1.4775,0.8785,0.063,-0.48825
0.0925,-1.9795,-1.60325,0.84025,0.061,-0.51175
-0.8995001,-1.1765,-1.565,0.87525,0.06125,-0.50475
-1.07175,-0.51525,-1.11125,0.88625,0.071,-0.5132501
-0.9595001,0.051,-0.6407501,0.88525,0.07625,-0.50325
-1.15775,0.213,-0.645,0.87375,0.07575,-0.49425
-1.21475,0.345,-0.8347501,0.8875,0.05575,-0.4885
-1.225,0.43125,-1.40725,0.88675,0.047,-0.494
-0.9715,0.369,-1.681,0.8805,0.043,-0.49625
-1.04675,0.3185,-1.813,0.8742501,0.051,-0.49825
-1.105,0.24325,-1.69175,0.8980001,0.0635,-0.49525
-1.172,0.13675,-1.657,0.8955001,0.07600001,-0.486
-1.141,-0.0665,-1.81225,0.8735,0.10325,-0.467
-0.8412501,0.081,-1.85575,0.87775,0.105,-0.47375
-0.46625,0.32925,-1.814,0.86975,0.09550001,-0.49
-0.27325,0.49475,-1.50725,0.87275,0.075,-0.5045
-0.49375,0.6485,-1.26825,0.876,0.06925,-0.50675
-0.5840001,0.738,-1.01875,0.8750001,0.0635,-0.517
-0.53075,0.52575,-0.53125,0.8750001,0.05675,-0.52025
-0.5115,0.373,-0.54175,0.8732501,0.06175,-0.5195
-0.6727501,0.08225001,-0.80475,0.8715,0.06875,-0.51725
-0.415,-0.1905,-1.4955,0.8715,0.06975,-0.521
-0.09475,-0.39525,-1.33075,0.8445001,0.05925,-0.52125
-0.2265,-0.1935,-1.6645,0.8655,0.06075,-0.498
-0.2365,0.2355,-2.1855,0.88875,0.05875,-0.4825
0.0005,0.26225,-2.352,0.89425,0.062,-0.4615
0.08825,0.425,-2.334,0.9022501,0.066,-0.45325
0.30525,0.673,-2.4015,0.87475,0.07675,-0.47475
0.053,-0.0115,-3.0795,0.8695,0.08275001,-0.4765
0.2235,-0.8297501,-3.17375,0.85975,0.089,-0.4965
-0.67875,-0.8602501,-1.63775,0.8372501,0.09875,-0.55125
-0.8285,-0.6085,-1.179,0.83,0.1,-0.577
-0.7185,-0.33825,-0.9162501,0.826,0.09850001,-0.6070001
-0.7035,-0.241,-0.8275,0.8092501,0.1165,-0.6305
-0.65675,-0.096,-0.8430001,0.79875,0.13675,-0.63425
-0.5655,-0.0715,-0.9035,0.79425,0.146,-0.6265
-0.46625,-0.0475,-1.04425,0.771,0.12325,-0.60225
-0.47325,-0.155,-1.32725,0.8107501,0.11875,-0.5765
-0.53975,-0.14925,-1.274,0.825,0.1105,-0.58175
-0.63225,-0.05575,-1.2955,0.85625,0.09575,-0.56525
-0.5855,-0.0265,-1.2845,0.8545001,0.08775,-0.5595
-0.53175,-0.03325,-1.33575,0.83775,0.07475001,-0.562
-0.48975,-0.13925,-1.3835,0.83925,0.0735,-0.55875
-0.47725,-0.177,-1.36675,0.835,0.08275001,-0.56125
-0.4385,-0.206,-1.3245,0.8290001,0.093,-0.55975
-0.36625,-0.2395,-1.3275,0.82625,0.09950001,-0.5755
-0.329,-0.19575,-1.2495,0.83075,0.0865,-0.5895
-0.25375,-0.164,-1.2615,0.8347501,0.087,-0.574
-0.1255,-0.17825,-1.1945,0.8362501,0.08925001,-0.54325
-0.09825,-0.18725,-1.125,0.8075001,0.08475,-0.539
-0.0525,-0.185,-1.0315,0.8355001,0.0775,-0.5330001
-0.09675001,-0.09375001,-0.9105,0.862,0.059,-0.55775
-0.04825,-0.08975001,-0.7775,0.85825,0.0595,-0.555
-0.00075,-0.143,-0.76875,0.8505,0.064,-0.5585001
-0.03175,-0.1875,-0.60475,0.84025,0.0785,-0.572
0.01375,-0.1725,-0.45425,0.82175,0.09475,-0.54875
0.08625001,-0.16975,-0.3435,0.82625,0.11325,-0.5395
0.1625,-0.32575,-0.3795,0.86725,0.09100001,-0.5985
0.19725,-0.463,-0.5075001,1.00175,0.09450001,-0.53
0.1875,-0.5617501,-0.5365,1.02275,0.0435,-0.531
0.27125,-0.51425,-0.3575,0.8660001,0.112,-0.42925
0.20725,-0.684,-0.2635,0.84,0.06425,-0.47975
0.343,-0.69125,-0.18075,0.75625,0.052,-0.38575
0.4105,-0.57675,-0.30825,0.998,0.08050001,-0.312
0.3865,-0.20975,-0.7095,1.03375,0.075,-0.447
0.4535,-0.17925,-0.798,0.99525,0.08875,-0.43275
0.4875,-0.3785,-0.8240001,1.00675,0.093,-0.2895
1.37775,-0.7335001,-2.8115,0.9955,0.042,-0.16275
0.983,-0.4305,-1.76,0.9727501,0.03275,-0.057
0.6115,-0.10025,-0.89775,0.9152501,0.002,-0.04025
0.44325,-0.12975,-0.59475,0.99525,-0.0005,-0.02325
0.2905,-0.118,-0.4515,1.0055,-0.0735,-0.068
0.51525,-0.26675,-0.75025,1.018,-0.05325,-0.1745
0.634,-0.29725,-0.94925,1.01925,-0.01075,-0.23425
0.56,-0.3905,-1.1245,1.02625,0.016,-0.27175
0.45375,-0.3195,-1.09075,0.93625,0.02025,-0.28825
0.4285,-0.22275,-0.88375,0.956,-0.02,-0.35875
0.36125,-0.2445,-0.669,0.98975,0.07675,-0.22625
0.307,-0.20275,-0.40275,1.05175,-0.0025,-0.28675
0.265,-0.03375,-0.15775,0.9545,-0.00725,-0.2475
0.46675,-0.20125,-0.951,0.9465001,0.0075,-0.23825
0.35775,-0.2935,-1.7685,0.9875001,0.0625,-0.25175
0.42575,-0.08450001,-1.43225,0.96075,0.085,-0.267
0.238,-0.17275,-1.03625,0.95,0.075,-0.29075
0.21825,0.00425,-0.4995,0.9482501,-0.018,-0.4765
0.0445,-0.09900001,-0.32375,0.9432501,-0.0315,-0.4905
0.71075,0.2055,-3.1895,0.9432501,-0.0315,-0.4905
0.192,0.03425,-0.67,0.92475,0.02425,-0.416
0.048,-0.2485,-0.8060001,0.919,0.033,-0.37475
0.191,-0.12525,-1.16175,0.919,0.00775,-0.42075
0.15675,0.14675,-1.062,0.9325001,-0.06025,-0.46575
0.24675,0.1745,-0.9572501,0.92875,-0.03875,-0.434
0.27775,0.12,-0.946,0.9255,-0.02525,-0.40525
0.129,-0.0295,-0.9802501,0.934,-0.08375,-0.45225
0.13425,-0.05625,-1.03925,0.9355,-0.07025,-0.407
0.2285,-0.104,-1.0395,0.94025,-0.05025,-0.3965
0.31025,0.195,-0.9435,0.9242501,-0.06,-0.3665
0.27075,0.317,-1.1295,0.934,-0.04625,-0.4045
-0.08625001,-1.01725,-2.3505,0.9310001,-0.04025,-0.40425
0.07625,-0.274,-0.178,0.9245,-0.022,-0.399
0.049,-0.12675,-0.18475,0.9177501,-0.00575,-0.38525
0.32675,-0.281,-2.4395,0.9160001,-0.0105,-0.403
0.05725,0.2485,-1.5005,0.9165,-0.02,-0.411
0.0625,0.42525,-1.3535,0.9192501,-0.0455,-0.4365
0.226,0.19625,-1.11725,0.92,-0.0605,-0.451
0.0295,-0.23325,-0.424,0.9210001,-0.07325,-0.45525
0.07250001,0.072,-1.389,0.91825,-0.06425,-0.44375
0.09225,0.2615,-1.18475,0.9087501,-0.07325,-0.45075
0.1235,0.038,-1.084,0.9052501,-0.05425,-0.465
0.093,-0.24525,-0.65075,0.9075,-0.0545,-0.47625
0.0615,-0.01375,-1.18625,0.904,-0.06275,-0.461
0.09775001,0.072,-1.0825,0.9037501,-0.06875,-0.42825
0.09275001,0.00675,-1.032,0.93125,-0.06950001,-0.41625
0.08925001,-0.05625,-0.983,0.9525,-0.0705,-0.42
0.09125,0.0075,-1.03675,0.9085,-0.039,-0.45425
0.09875,0.0745,-1.08125,0.9035,-0.03325,-0.4585
0.101,0.08750001,-1.0885,0.90575,-0.0345,-0.44725
0.09325001,-0.0055,-1.0265,0.91425,-0.04575,-0.44275
0.08675,-0.05775,-0.9845001,0.9152501,-0.04325,-0.42525
0.09025001,-0.01525,-1.0185,0.9175,-0.04225,-0.4125
0.1005,0.0795,-1.084,0.91975,-0.052,-0.4115
0.09900001,0.07625,-1.0835,0.9205,-0.053,-0.408
0.094,0.01875,-1.04425,0.923,-0.0535,-0.409
0.094,0.01875,-1.04425,0.90675,-0.05175,-0.42325
0.09375001,-0.006,-1.0245,0.8947501,-0.0535,-0.43525
0.09525,0.0295,-1.0515,0.9075,-0.0575,-0.4555
0.09725001,0.0625,-1.075,0.9217501,-0.04225,-0.461
0.09525,0.01,-1.03475,0.9252501,-0.02675,-0.45325
0.0935,-0.014,-1.02025,0.90425,-0.01825,-0.447
0.09100001,-0.00175,-1.0265,0.9030001,-0.02425,-0.4605
0.09425,0.02325,-1.04675,0.9035,-0.0205,-0.45975
0.09875,0.06675,-1.077,0.9035,-0.02825,-0.464
0.09925,0.0595,-1.0705,0.9045001,-0.032,-0.46075
0.09175,-0.004,-1.02675,0.909,-0.03775,-0.44675
0.09,-0.01375,-1.01825,0.9110001,-0.041,-0.4565
0.09375001,-0.008,-1.0245,0.9105,-0.04325,-0.46
0.09675001,0.0395,-1.05775,0.9152501,-0.03775,-0.4345
0.096,0.0645,-1.07425,0.91675,-0.03025,-0.421
0.09475,0.00625,-1.03325,0.913,-0.02375,-0.41525
0.09425,-0.0055,-1.026,0.8922501,-0.02575,-0.423
0.09175,-0.00725,-1.02425,0.9020001,-0.02175,-0.42325
0.09450001,0.011,-1.03675,0.91575,-0.0275,-0.4395
