2,Bad,19_38_06_2021_02_19,50,300,0
0.46175,0.3,-0.9295,0.956,0.46375,-0.389
0.47725,0.252,-0.90425,0.74825,0.4595,-0.55075
0.48125,0.20225,-0.90975,0.86,0.54075,-0.583
0.4725,0.19225,-0.9572501,0.9982501,0.733,-0.4725
0.461,0.1865,-1.03775,0.928,0.8395001,-0.472
0.43575,-0.071,-1.30875,0.932,0.7632501,-0.39275
0.43525,-0.29025,-1.493,0.9625,0.32925,-0.1655
0.453,-0.41525,-1.573,1.00025,0.113,-0.11175
0.6935,0.8652501,-3.14725,0.431,0.017,-1.23975
0.61825,1.86175,-3.146,0.14975,0.54375,-1.46425
0.30575,2.59825,-2.28825,1.14925,0.01175,-1.44875
-0.21125,1.23675,-0.54,0.3775,-0.10875,-1.74425
-0.25375,0.73125,0.18675,0.259,0.07475001,-1.46675
-0.12775,0.24,0.61,0.62225,-0.0045,-1.2215
0.04,-0.10675,0.8715,0.6215,0.114,-1.13125
0.32975,-0.05675,0.84075,0.3535,0.32425,-2.334
0.503,0.1145,0.675,0.0635,0.3405,-1.95525
0.3945,-0.2435,0.08075,0.43575,-0.098,-1.1495
0.623,-0.21,0.1115,0.45425,-0.22275,-0.8732501
0.663,0.2685,-0.13225,0.43475,-0.17225,-0.6777501
0.68625,0.5175,-0.1345,0.3815,-0.04175,-0.62525
0.8075001,0.649,-0.36975,0.251,0.04625,-0.59375
0.655,0.5135,-0.72425,0.2915,0.094,-0.52625
0.57275,0.69475,-0.7995,0.5435,0.27925,-0.45125
0.54875,0.85975,-0.655,0.4465,0.41425,-0.14425
0.2725,1.015,-0.655,0.33925,0.31625,-0.00675
-0.10775,0.5995,-0.88625,0.39125,0.38325,-0.1005
0.13475,0.77175,-0.6235,0.4245,1.27425,0.531
0.26725,1.04475,-0.57175,0.24475,0.58325,0.554
0.23175,0.66025,-0.4415,0.241,0.6957501,0.564
0.236,0.58875,-0.464,-0.09875,1.09625,0.19275
0.18725,0.7327501,-0.37675,-0.8,0.93475,-0.39425
0.15025,0.9522501,-0.23675,0.06825,0.24175,-1.53675
0.10525,0.9160001,-0.35,0.19825,0.4095,-0.76375
0.04425,0.9120001,-0.7765,0.00475,0.56925,-0.17
-0.01625,0.77975,-0.51275,-0.19475,0.7377501,-0.011
0.19725,1.06575,-0.4135,-0.09925,1.329,-0.4195
-0.0345,1.1015,-0.88525,0.6670001,0.8907501,-0.43025
0.007,0.9447501,-0.8625,0.12125,0.72175,-0.08225001
0.1255,0.75475,-0.9472501,0.011,0.784,-0.0735
0.16675,0.7812501,-0.6210001,0.161,0.1435,-2.6805
0.047,0.7885,-0.675,-0.2035,-0.93775,-2.52025
0.05025,0.8565,-0.7287501,0.29475,-0.9405,-2.4185
0.07700001,0.816,-0.8282501,0.30225,-0.5135,-1.61
0.1305,0.69025,-0.786,0.38425,0.9572501,-0.3185
0.20625,0.6165,-0.8005,0.364,0.88175,-0.0615
0.20625,0.6165,-0.8005,0.448,0.659,-0.817
0.17625,0.4425,-0.84025,0.286,0.631,-0.75975
0.1745,0.37375,-0.83775,0.1675,0.69225,-0.7277501
0.17125,0.34125,-0.8397501,0.2105,0.5930001,-0.8835
0.16225,0.3175,-0.855,0.3435,0.457,-0.9087501
0.217,0.34875,-0.79475,0.2425,0.46875,-0.73
0.1955,0.3975,-0.7187501,0.2795,0.52175,-0.36325
0.22875,0.39975,-0.8420001,0.23075,0.4255,-0.40975
0.30275,0.368,-0.8735,0.21,0.35825,-0.50675
0.31925,0.302,-0.883,0.29375,0.29725,-0.693
0.2335,0.338,-1.0345,0.3165,0.29375,-0.84675
0.24775,0.24675,-1.09325,0.29375,0.366,-0.8005
0.3935,0.23775,-1.0335,0.35925,0.4455,-0.72
0.351,0.22225,-1.0825,0.30675,0.527,-0.71175
0.42425,0.16375,-1.017,0.2395,0.5805,-0.8135
0.41425,0.1535,-0.97725,0.211,0.512,-0.9630001
0.43,0.16425,-1.004,0.211,0.512,-0.9630001
0.41925,0.113,-1.0055,0.23425,0.54175,-0.9275001
0.4235,0.06525,-0.9242501,0.328,0.4795,-0.89175
0.4245,0.04825,-0.93775,0.36175,0.435,-0.87375
0.4215,0.02875,-0.941,0.3235,0.4175,-0.9267501
0.41975,0.035,-0.9315,0.29875,0.441,-0.9435
0.404,0.0465,-0.9590001,0.42725,0.32275,-0.947
0.37875,0.0445,-1.0035,0.3905,0.28925,-0.9580001
0.347,0.06425,-1.102,0.3995,0.26225,-0.94875
0.314,0.0975,-1.123,0.39525,0.25325,-0.9035
0.31025,0.083,-1.09475,0.339,0.26575,-0.9342501
0.30275,0.09500001,-1.0785,0.32225,0.26175,-0.943
0.3325,0.102,-0.9995,0.348,0.269,-0.9367501
0.33575,0.1045,-0.9835001,0.34475,0.271,-0.9395
0.3405,0.1165,-0.9860001,0.3455,0.297,-0.99875
0.3405,0.1165,-0.9860001,0.25425,0.3145,-1.01125
0.3115,0.13225,-0.99525,0.266,0.30375,-1.004
0.32475,0.12675,-0.9585,0.32125,0.2885,-0.9087501
0.31725,0.14225,-0.9505001,0.31675,0.28675,-0.9227501
0.2945,0.1515,-0.9760001,0.299,0.31975,-0.909
0.28475,0.14375,-0.9765,0.26675,0.33525,-0.9137501
0.30025,0.14275,-0.9967501,0.27675,0.327,-0.89325
0.30275,0.14725,-0.998,0.2845,0.30975,-0.8945
0.31225,0.12875,-1.03125,0.25075,0.33875,-0.8800001
0.33175,0.11,-0.9907501,0.23225,0.3465,-0.87225
0.3415,0.134,-1.0105,0.23675,0.35,-0.87875
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.348,0.136,-0.9955,0.2515,0.33225,-0.9030001
0.40675,0.044,-1.07475,0.24925,0.363,-0.9925001
0.40675,0.044,-1.07475,0.24925,0.363,-0.9925001
0.40675,0.044,-1.07475,0.24925,0.363,-0.9925001
0.40675,0.044,-1.07475,0.24925,0.363,-0.9925001
0.524,0.0455,-0.8642501,0.3395,0.27525,-1.03975
0.50775,0.18975,-0.7600001,0.35425,0.24775,-1.0055
0.50375,0.2215,-0.7325,0.39175,0.24675,-0.9655001
0.54075,0.14975,-0.75775,0.438,0.25175,-0.9305
0.6555001,0.27225,-0.53775,0.5185,0.23225,-0.8707501
0.32825,0.1155,-0.781,0.58575,0.19525,-0.8285
0.42925,0.098,-0.708,0.5975,0.2365,-0.733
0.428,0.043,-0.7235,0.48225,0.306,-0.63725
0.443,0.02075,-0.67875,0.4655,0.36475,-0.65825
0.4215,0.02175,-0.61725,0.36425,0.39325,-0.59025
0.3635,0.0145,-0.6645001,0.036,0.271,-0.7697501
0.276,-0.06550001,-0.7887501,0.09125,0.28575,-0.75375
0.247,-0.11125,-0.844,0.1775,0.228,-0.7595
0.286,-0.3445,-1.041,0.25275,0.13475,-0.7135
0.3005,-0.4295,-0.9485,0.1495,0.11575,-0.6615
0.319,-0.43925,-0.9595001,-0.0345,0.09200001,-0.651
0.2645,-0.6192501,-1.035,-0.00675,-0.06,-0.623
0.251,-0.5205,-0.87925,0.14425,-0.1165,-0.69175
0.38025,-0.555,-0.9220001,0.071,-0.20775,-0.8735
0.4425,-0.7215,-0.6305,0.1245,-0.4125,-1.2065
0.3435,-0.72725,-0.49925,0.1245,-0.4125,-1.2065
0.4295,-1.105,-0.47225,0.1245,-0.4125,-1.2065
0.22275,-0.81475,-0.52875,0.29975,-0.489,-1.138
0.1825,-0.7835,-0.58825,0.4245,-0.429,-0.63925
0.2225,-1.17425,-0.8555,0.4145,-0.4875,-0.5845
0.2385,-0.79975,-0.45175,-0.30075,-0.6905,-0.7715001
-0.14225,-1.5685,-0.97475,-0.057,-0.7495,-0.71775
0.1365,-1.0865,-0.483,0.18375,-0.89425,-0.383
0.30125,-0.8265001,-0.591,-0.1035,-1.02075,-0.8495001
0.15825,-0.761,-0.52975,0.272,-1.21575,-1.25225
0.13475,-0.8470001,-0.553,-0.0005,-1.009,-0.46525
0.1725,-0.868,-0.5502501,0.20675,-0.9052501,-0.34525
0.05075,-0.82425,-0.5527501,0.20675,-0.9052501,-0.34525
-0.01925,-0.849,-0.5100001,0.20675,-0.9052501,-0.34525
-0.018,-0.8890001,-0.5247501,0.004,-1.18975,-0.45425
0.326,-0.57375,-0.6315,0.03125,-1.1535,-0.6265
0.326,-0.57375,-0.6315,0.0445,-1.1145,-0.326
0.32925,-0.81225,-0.6425,0.0025,-1.0555,-0.2795
0.063,-0.8535001,-0.567,0.05575,-0.9522501,-0.3135
0.2015,-1.03125,-0.53375,0.0255,-0.9787501,-0.20575
0.06625,-1.04825,-0.50375,-0.01175,-0.9505001,-0.4435
0.07125001,-1.24225,-0.45825,0.16075,-1.01425,-0.3745
0.12125,-1.2175,-0.35575,-0.17725,-0.90575,-0.10925
0.1445,-1.03125,-0.48025,-0.0005,-0.721,-0.5335
0.071,-0.9795001,-0.4445,-0.18875,-0.5995,-1.052
0.05275,-1.05625,-0.39625,0.582,-0.9915,-0.4565
0.134,-1.054,-0.592,0.16775,-0.9950001,-0.58025
0.04075,-1.17075,-0.562,-0.0475,-0.9085,-0.51725
0.197,-1.2965,-0.5385,-0.047,-0.94125,-0.576
0.14275,-1.26875,-0.7205001,0.04075,-0.8732501,-0.8745
0.1085,-1.35975,-0.7895001,0.0965,-0.75775,-0.96825
-0.05375,-1.39875,-0.7275,0.09275001,-0.503,-0.83925
-0.0445,-1.49125,-0.4805,0.004,-0.2165,-0.793
0.14075,-1.51725,0.0215,-0.1105,0.11825,-0.3645
0.15925,-1.31725,0.08725,0.0665,-0.0565,-0.7532501
0.11425,-0.88925,0.0435,0.042,-0.7672501,-0.983
0.28975,-0.753,-0.08725,0.001,-0.75625,-1.215
0.32125,-0.7960001,-0.3715,-0.01525,-0.60325,-1.1885
0.29075,-0.54275,-0.292,0.00325,-0.2375,-1.1855
0.21575,-0.30725,-0.09900001,-0.2535,-0.55225,-1.27975
0.031,-0.11725,-0.0085,-0.068,-0.6152501,-1.1235
-0.0045,0.09875,0.07475001,-0.43625,-0.68,-0.95525
-0.27625,0.157,-0.01775,-0.39325,-0.20725,-0.9300001
-0.18175,-0.0225,0.29225,-0.5665,-0.259,-0.9110001
-0.444,0.44575,-0.01725,-0.7460001,-0.2835,-0.8397501
-0.28775,0.95775,-0.613,-0.872,-0.80575,-0.34925
-0.3035,1.06275,-0.9152501,-0.93725,-1.265,-0.378
-0.1445,1.04725,-1.207,-0.45475,-0.937,-0.56075
0.07175,0.9647501,-1.51375,-0.3495,-0.9350001,-0.774
0.25225,0.932,-1.745,-0.1685,-1.28475,-0.88675
0.6145,1.0865,-1.5425,-0.01975,-1.71025,-0.762
0.7235,0.9647501,-1.65675,0.267,-1.45225,-0.62275
0.7352501,0.789,-1.82975,0.4835,-1.05275,-0.58625
0.64325,0.53375,-1.4265,0.55525,-0.9260001,-0.69175
0.55375,0.462,-1.16575,0.55225,-0.86575,-0.69425
0.48275,0.375,-0.9675,0.51975,-0.855,-0.60525
0.351,0.06175,-0.716,0.679,-0.90275,-0.6350001
0.3525,-0.0045,-0.60725,1.5665,-0.506,-1.46075
1.0135,0.22725,-1.18225,1.1205,-0.4845,-1.90975
0.5330001,0.07,-1.62325,0.5405,-0.566,-0.523
0.64325,0.08775,-0.75875,0.26825,-0.36175,-0.13675
0.5025,0.0525,-0.54275,-0.03025,0.5865,-0.365
0.42125,0.2865,-0.6965,0.1055,1.41125,-1.24575
0.43075,0.48075,-0.93125,0.198,1.1465,-1.85225
0.44525,0.46125,-1.10125,0.431,0.56875,-1.5345
0.4355,0.276,-1.0175,0.43725,-0.36225,-0.62725
0.44375,0.209,-0.8725001,0.48775,-0.71725,-0.54225
0.50975,0.14325,-0.7875,0.47475,-0.7275,-0.7780001
0.64575,-0.0065,-0.74275,0.5715,-0.41325,-1.099
0.649,-0.00575,-0.77775,0.535,-0.1075,-0.9760001
0.62575,0.004,-0.8060001,0.6105,0.115,-0.80775
0.51025,0.1705,-0.87375,0.603,0.33125,-0.8335
0.4665,0.242,-0.9575,0.668,0.127,-0.9310001
0.46575,0.21525,-1.00175,0.5545,-0.0085,-0.8945
0.4825,0.13025,-1.00525,0.578,-0.134,-0.88375
0.48325,-0.07025,-0.90275,0.4645,-0.2285,-0.9325001
0.49075,-0.08475,-0.86875,0.409,-0.14375,-1.0225
0.5265,-0.122,-0.89675,0.5335,0.009500001,-0.9415001
0.6077501,-0.04175,-0.9482501,0.523,0.072,-0.8997501
0.5700001,-0.0165,-0.8940001,0.45475,0.1575,-0.7590001
0.503,0.067,-0.9195001,0.475,0.08925001,-0.987
0.51625,0.01675,-0.98475,0.54075,0.0145,-0.95825
0.59525,-0.04175,-0.9407501,0.577,-0.024,-0.876
0.64625,0.11975,-0.7517501,0.371,0.02575,-0.75525
0.587,0.13,-0.72475,0.42575,-0.002,-0.7415
0.5705,0.17125,-0.87375,0.47,0.05925,-0.8610001
0.484,-0.0065,-0.9575,0.48775,0.19575,-0.9775
0.581,0.03725,-0.895,0.50625,0.2835,-0.874
0.663,0.117,-0.8200001,0.463,0.22925,-0.80975
0.61075,0.249,-0.7672501,0.513,0.02675,-0.7765
0.5475,0.2025,-0.7887501,0.6305,-0.11025,-0.71725
0.56225,0.12275,-0.8445001,0.45975,-0.18725,-0.8010001
0.5765,0.1685,-0.92875,0.38875,0.07700001,-1.09175
0.559,0.14375,-0.933,0.3965,0.1625,-1.0925
0.478,0.0685,-0.9375001,0.28525,0.179,-1.009
0.64375,0.22725,-0.7625,0.41275,0.214,-0.9220001
0.6447501,0.2935,-0.7015001,0.40775,0.15925,-0.896
0.6255,0.29925,-0.7285,0.46625,0.02825,-0.9810001
0.64375,0.21825,-0.9105,0.479,0.054,-0.987
0.7352501,0.2405,-0.8615,0.562,0.19525,-0.9662501
0.5715,0.34475,-0.81125,0.5985,0.24325,-0.9085
0.58125,0.5225,-0.64,0.62025,0.15275,-0.68775
0.61325,0.5485,-0.62025,0.51075,0.19875,-0.694
0.59575,0.50825,-0.60025,0.60025,0.1435,-0.6472501
0.54375,0.45,-0.7352501,0.62825,0.0385,-0.9025
0.66175,0.47025,-0.825,0.57725,-0.06875,-1.0815
0.72275,0.403,-0.8002501,0.57625,-0.0195,-1.03825
0.72525,0.32625,-0.7865,0.444,0.068,-0.9445
0.5815001,0.31575,-0.9382501,0.2095,0.1685,-0.96825
0.4175,0.43125,-0.95,0.1615,0.1795,-0.8635001
0.57075,0.52625,-0.8190001,0.1765,0.18925,-0.9095001
0.51625,0.4825,-0.8100001,0.5700001,0.4375,-1.18175
0.5642501,0.33375,-0.75625,0.643,0.63375,-1.17825
0.6005,0.078,-0.8010001,0.54,0.66725,-0.7450001
0.59325,0.1795,-0.7820001,0.46675,0.54625,-0.43425
0.631,0.3425,-0.73725,0.4285,0.40875,-0.374
0.61425,0.4135,-0.65275,0.5845,0.28975,-0.5075001
0.5915,0.4415,-0.6497501,0.8872501,0.252,-0.71175
0.5145,0.499,-0.68975,1.03425,0.06325001,-1.04
0.48525,0.64825,-0.7657501,0.751,-0.0715,-0.94525
0.492,0.58275,-0.752,0.5915,-0.141,-0.7187501
0.502,0.5055,-0.75375,0.59275,-0.2035,-0.55725
0.50925,0.37,-0.81675,0.6900001,-0.14925,-0.5655
0.5345,0.343,-0.84525,0.663,-0.068,-0.56125
0.5700001,0.33475,-0.8907501,0.6455,-0.023,-0.56475
0.59275,0.31075,-0.8930001,0.65175,-0.02275,-0.5955001
0.51375,0.2945,-0.813,0.60275,0.00225,-0.80525
0.506,0.31925,-0.7975,0.57225,0.19475,-0.924
0.55825,0.3475,-0.84,0.51375,0.408,-0.8025
0.5525,0.39025,-0.87725,0.57625,0.43575,-0.7955
0.51775,0.37475,-0.8930001,0.58775,0.50875,-0.8420001
0.5235,0.37575,-0.84325,0.5272501,0.37825,-0.85975
0.59775,0.27375,-0.81725,0.511,0.24575,-0.82125
0.61575,0.24875,-0.82375,0.528,0.09,-0.8132501
0.5872501,0.22225,-0.8060001,0.5925,-0.024,-0.7130001
0.58625,0.2265,-0.7975,0.7047501,0.00675,-0.7585
0.53225,0.27075,-0.84475,0.7970001,0.07275,-0.81225
0.535,0.212,-0.9077501,0.5775,0.266,-0.7762501
0.5782501,0.133,-0.92575,0.5535,0.405,-0.62625
0.601,0.11,-0.913,0.49575,0.41125,-0.511
0.6012501,0.11175,-0.9,0.6522501,0.485,-0.69025
0.62525,0.1665,-0.844,0.455,0.361,-0.62275
0.62525,0.1665,-0.844,0.43825,0.446,-0.65375
0.634,0.15975,-0.80975,0.43825,0.446,-0.65375
0.6620001,0.09500001,-0.697,0.5135,0.58875,-0.6725
0.66,0.06775001,-0.72825,0.42925,0.58925,-0.77375
0.65725,0.06825,-0.7755001,0.4325,0.504,-0.78525
0.6235,0.0795,-0.827,0.45625,0.508,-0.7622501
0.61375,0.10125,-0.836,0.4195,0.41275,-0.82375
0.6085,0.111,-0.8935,0.40225,0.4215,-0.9070001
0.59525,0.07875001,-0.8855,0.4015,0.40225,-0.8800001
0.575,0.0745,-0.8725001,0.41225,0.35125,-0.83525
0.58875,0.1285,-0.88425,0.44325,0.294,-0.793
0.562,0.1205,-0.8710001,0.44325,0.294,-0.793
0.5715,0.12825,-0.93725,0.44325,0.294,-0.793
0.5835,0.093,-0.86625,0.44325,0.294,-0.793
0.548,0.02975,-0.8387501,0.44675,0.2915,-0.831
0.56325,0.0115,-0.89125,0.45125,0.34825,-0.9307501
0.56825,-0.03675,-0.9365001,0.47725,0.36725,-0.9950001
0.575,-0.1175,-0.92125,0.482,0.34975,-0.9475001
0.5925,-0.113,-0.9277501,0.46825,0.33775,-0.8705
0.60975,-0.0905,-0.82375,0.43625,0.33425,-0.86225
0.6165,-0.07675,-0.76625,0.48925,0.26825,-0.84575
0.6445,-0.061,-0.757,0.48325,0.33625,-0.88375
0.654,-0.093,-0.8225001,0.50825,0.4435,-0.7877501
0.638,-0.11725,-0.90425,0.4785,0.37425,-0.8055
0.611,-0.164,-1.04175,0.4565,0.35975,-0.8412501
0.56,-0.18575,-1.03975,0.5065,0.36775,-0.8282501
0.61375,-0.1705,-0.9825001,0.4765,0.34025,-0.7877501
0.61375,-0.1705,-0.9825001,0.4695,0.324,-0.6892501
0.6990001,-0.143,-0.9892501,0.5735,0.267,-0.69925
0.57275,-0.09500001,-0.71575,0.632,0.30875,-0.743
0.24475,-0.0115,-0.5715,0.6472501,0.323,-0.79625
0.416,0.286,-0.65175,0.7492501,0.311,-0.9037501
0.52,0.30975,-0.7607501,0.7675,0.27225,-0.938
0.89325,0.34375,-0.81525,0.7517501,0.1865,-0.85725
0.7585,0.0615,-1.15575,0.6407501,0.07700001,-0.597
0.7585,0.0615,-1.15575,0.6195,0.0865,-0.49225
0.64025,0.11525,-0.86225,0.63025,0.123,-0.47275
0.729,0.159,-0.60925,0.6447501,0.09425,-0.559
0.775,0.047,-0.43575,0.70225,0.0865,-0.71575
0.7835,-0.0205,-0.501,0.75225,0.11575,-0.733
0.8535001,-0.09875,-0.64925,0.8,0.12025,-0.6435
0.9025,-0.10475,-0.688,0.8095,0.09625001,-0.5685
0.983,-0.13725,-0.6975001,0.8305001,0.085,-0.52375
1.0055,-0.17925,-0.70375,0.844,0.13175,-0.45425
1.179,-0.205,-0.863,0.82275,0.12275,-0.46775
1.437,-0.3315,-1.1095,0.7870001,0.08975001,-0.51125
2.213,-0.78075,-1.22825,0.8017501,0.079,-0.6785001
2.5575,-0.8215001,-1.37175,0.9250001,0.137,-0.7265
2.66125,-0.7377501,-1.64875,1.07925,0.2155,-0.7125
2.6255,-0.6395,-1.904,1.52225,0.21125,-0.955
2.2945,-0.6867501,-2.3115,1.90175,0.00775,-1.1125
2.167,-0.654,-2.332,2.3155,-0.08075,-1.398
1.8065,-0.56325,-2.33025,2.68525,0.421,-1.50725
0.5835,-0.35525,-1.79475,2.64525,0.68525,-1.33775
0.0135,-0.2215,-1.4265,2.53025,0.6725,-1.16425
-0.48925,-0.15325,-1.0095,2.163,0.38875,-1.263
-1.018,0.33625,-0.0525,2.031,0.33925,-1.256
-0.895,0.448,0.288,1.6545,0.52275,-1.266
-0.82425,0.149,0.4055,0.808,0.808,-1.20025
-0.851,-0.0255,0.3485,0.32625,0.6012501,-1.14975
-0.8660001,-0.12575,0.33675,-0.1495,0.398,-0.974
-0.762,-0.085,0.39675,-0.89025,-0.06575,-0.5295
