2,vdi30,15_47_12_2021_02_19,50,300,1
0.66875,-2.88625,0.173,0.49025,0.6665,-0.29925
1.401,0.9702501,2.64625,0.531,0.6615,-0.05
1.53925,0.59025,2.39,0.46725,0.6152501,-0.053
2.12975,-0.08675,1.84425,0.4815,0.57425,-0.01225
1.58375,-1.16025,0.79825,0.70425,0.60425,0.25075
0.9932501,-1.01625,0.1315,0.8027501,0.624,0.34075
0.51875,-0.688,-0.17,0.76125,0.5915,0.118
0.05725,-0.38125,-0.09075,0.76125,0.5915,0.118
0.05725,-0.38125,-0.09075,0.7685,0.63725,-0.02325
0.05725,-0.38125,-0.09075,0.8585001,0.6955,0.10075
-0.38575,-0.13925,0.038,1.08975,0.84,0.3125
-1.2995,0.016,0.34325,1.1295,0.84025,0.212
-1.2995,0.016,0.34325,1.17175,0.8565,0.12375
-1.99325,0.04425,0.69525,1.306,0.86475,0.31875
-1.99325,0.04425,0.69525,1.283,0.8232501,0.38775
-1.69775,0.148,0.6620001,1.1735,0.7435001,0.2905
-1.28275,-0.05375,0.81875,1.066,0.67,0.14
-1.116,-0.162,0.7600001,1.10825,0.65125,0.21375
-1.036,-0.213,0.5675001,1.109,0.60475,0.253
-0.99475,-0.2485,0.30775,1.05475,0.5615,0.20375
-0.88425,-0.30925,-0.166,0.9315,0.55675,-0.0735
-0.77975,-0.291,-0.461,0.918,0.59725,-0.23675
-0.54325,-0.17975,-0.7747501,0.9095001,0.6752501,-0.3945
0.0195,-0.548,-0.89525,0.95575,0.68975,-0.31625
0.41475,-0.7325,-0.8930001,0.9842501,0.6332501,-0.30275
1.00175,-0.7302501,-0.8655,0.964,0.46825,-0.36025
2.14275,-0.9525,-0.10775,0.9332501,0.43775,-0.36725
2.2835,-0.9810001,0.198,0.91875,0.4445,-0.3845
1.96875,-0.9025,-0.78825,0.9482501,0.45425,-0.4565
1.86825,-1.03825,-1.0685,0.94125,0.4085,-0.525
1.933,-1.175,-0.7647501,0.88175,0.35325,-0.5700001
1.78475,-1.02775,-0.601,0.83825,0.28475,-0.55375
1.69775,-0.9367501,-0.9085,0.8972501,0.304,-0.38825
2.0065,-0.905,-1.07875,0.9975001,0.30375,-0.234
2.403,-1.10675,-0.6465001,1.0155,0.27675,-0.08425
2.70775,-1.285,0.1585,0.9655001,0.24125,-0.0825
2.4305,-0.7007501,0.89925,0.93625,0.2015,-0.09425
1.7105,-0.08450001,0.385,0.9482501,0.176,-0.06475
1.38875,-0.09,0.157,0.9482501,0.176,-0.06475
1.1075,-0.112,-0.07975,0.9482501,0.176,-0.06475
0.69225,-0.0365,-0.487,0.9990001,0.14175,0.05575
0.5930001,-0.0515,-0.62025,0.978,0.223,0.0575
0.5535,-0.127,-0.7162501,0.9935001,0.2695,0.04975
0.5555,-0.242,-0.6637501,1.008,0.32475,0.0555
0.7072501,-0.31125,-0.318,0.9630001,0.351,0.108
0.744,-0.283,-0.252,0.9522501,0.345,0.187
0.8207501,-0.26125,-0.20675,0.905,0.28325,0.24175
1.009,-0.22725,0.01275,0.877,0.2665,0.2325
1.062,-0.195,0.042,0.85875,0.24625,0.21475
1.0895,-0.18675,0.0375,0.8625,0.1995,0.2655
1.127,-0.20675,0.0385,0.90425,0.1665,0.29875
1.17575,-0.271,0.04025,0.9350001,0.14325,0.3215
1.17975,-0.28625,0.0165,0.9285001,0.138,0.3285
1.16125,-0.3225,-0.02325,0.9075,0.10675,0.2945
1.1335,-0.3255,-0.05975,0.93375,0.09375001,0.30875
1.092,-0.31275,-0.117,0.97,0.1295,0.30025
1.0225,-0.2585,-0.1905,0.9917501,0.1785,0.2905
1.007,-0.243,-0.18925,1.00225,0.2025,0.283
1.003,-0.25075,-0.161,0.9900001,0.17175,0.2665
1.001,-0.245,-0.1465,0.9785001,0.1515,0.245
0.99225,-0.2255,-0.147,0.96975,0.15375,0.17625
0.99875,-0.1955,-0.15275,0.96075,0.1675,0.14175
1.01375,-0.1895,-0.13825,0.9422501,0.15925,0.09875
1.016,-0.18825,-0.12525,0.932,0.1385,0.07375
1.0145,-0.20975,-0.09875,0.94775,0.112,0.04975
1.02675,-0.21275,-0.08275001,0.9720001,0.13025,0.036
1.0415,-0.224,-0.08725,0.9765,0.141,0.008
1.0605,-0.23075,-0.08375,0.9745001,0.10825,-0.03475
1.07275,-0.23375,-0.0455,0.9935001,0.08925001,-0.01975
1.064,-0.22525,-0.04525,1.033,0.0795,-0.01925
1.06975,-0.2285,-0.054,1.08225,0.1085,-0.00525
1.13175,-0.233,0.00075,1.09,0.13,0.00775
1.115,-0.2325,-0.0115,1.093,0.1515,0.01525
1.04575,-0.22375,-0.09025001,1.12375,0.16775,0.025
1.0285,-0.22775,-0.128,1.12875,0.167,0.03025
1.02075,-0.217,-0.1755,1.12325,0.1625,0.03
1.00725,-0.2165,-0.19975,1.079,0.1665,0.013
0.9787501,-0.20875,-0.208,1.0645,0.161,0.00925
0.97175,-0.21625,-0.19125,1.0545,0.1515,0.01125
0.9665,-0.2135,-0.18125,1.02925,0.143,0.00925
0.9685,-0.19775,-0.1735,1.00725,0.13875,0.008
0.9770001,-0.166,-0.1565,0.9825001,0.1295,0.0085
0.9865,-0.1635,-0.1375,0.9595001,0.11525,0.00925
1.00825,-0.186,-0.09950001,0.9625,0.11075,0.0065
1.011,-0.1955,-0.08675,0.9630001,0.1065,0.00025
0.9990001,-0.15625,-0.11075,0.95825,0.09975,0.0005
1.003,-0.1475,-0.11,0.9655001,0.10175,0.01075
1.01175,-0.14925,-0.106,0.9770001,0.107,0.0275
1.01325,-0.16225,-0.10425,1.01675,0.10425,0.0175
1.008,-0.18725,-0.1095,1.02975,0.11675,0.00575
1.01425,-0.189,-0.12475,1.0335,0.1205,0.00125
1.0405,-0.18675,-0.12225,1.03625,0.13375,0.023
1.047,-0.18875,-0.1175,1.0405,0.14025,0.0225
1.0405,-0.1935,-0.119,1.04525,0.1355,0.01075
1.037,-0.207,-0.123,1.0325,0.13625,-0.01575
1.059,-0.217,-0.11225,1.02425,0.13925,-0.0125
1.06875,-0.21275,-0.10125,1.016,0.138,-0.00375
1.04675,-0.19575,-0.1215,1.00925,0.13225,0.0055
1.03275,-0.1925,-0.1255,1.0115,0.128,-0.0045
1.023,-0.1825,-0.12275,1.0145,0.1305,-0.00325
1.0355,-0.1655,-0.1115,1.018,0.1275,0.02075
1.0395,-0.177,-0.10225,1.018,0.127,0.02425
1.041,-0.192,-0.098,1.01725,0.1245,0.01825
1.02425,-0.2075,-0.11225,1.03,0.13225,0.01675
1.012,-0.20875,-0.1095,1.037,0.14125,0.02375
1.004,-0.2,-0.11275,1.042,0.14625,0.0235
1.01825,-0.195,-0.08925001,1.035,0.14975,0.00375
1.0175,-0.18325,-0.08925001,1.02725,0.15,-0.01125
1.02725,-0.20175,-0.09625001,1.03175,0.1545,-0.01475
1.05225,-0.22475,-0.05875,1.03475,0.15925,-0.00725
1.03875,-0.2025,-0.082,1.015,0.13625,-0.01125
1.02275,-0.182,-0.09900001,1.0045,0.1255,-0.01675
1.02,-0.17225,-0.10325,1.013,0.13525,-0.02
1.04175,-0.195,-0.079,1.0155,0.14875,-0.02
1.0315,-0.19375,-0.112,1.01675,0.15275,-0.02675
1.0105,-0.189,-0.142,1.01025,0.146,-0.019
1.01875,-0.18825,-0.129,1.0075,0.13975,-0.0125
1.024,-0.196,-0.11475,1.0095,0.141,-0.0145
1.0285,-0.1935,-0.145,1.0095,0.146,-0.01025
1.02975,-0.20525,-0.1465,1.01225,0.14875,-0.00725
1.03225,-0.215,-0.132,1.009,0.145,-0.00375
1.025,-0.213,-0.12875,1.00075,0.1395,-0.01975
1.02175,-0.18975,-0.1435,0.99275,0.15275,-0.03925
1.0375,-0.19175,-0.12575,0.9942501,0.16725,-0.04875
1.04225,-0.197,-0.11375,0.9942501,0.16725,-0.04875
1.033,-0.1935,-0.12425,1.01425,0.143,-0.004
1.0275,-0.19425,-0.11475,1.02425,0.13275,0.012
1.03125,-0.19175,-0.106,1.032,0.129,0.024
1.038,-0.18675,-0.0975,1.03575,0.1315,0.0315
1.03375,-0.1885,-0.1095,1.041,0.1365,0.0415
1.03325,-0.1955,-0.118,1.04275,0.137,0.04425
1.02275,-0.2,-0.12425,1.04625,0.14875,0.043
1.02625,-0.2,-0.12325,1.04125,0.15625,0.037
1.02875,-0.19275,-0.1205,1.03,0.15925,0.02725
1.01925,-0.185,-0.1295,1.02375,0.152,0.01875
1.02,-0.18775,-0.13375,1.0175,0.14875,0.00875
1.0235,-0.19475,-0.131,1.00625,0.15825,-0.0115
1.02625,-0.193,-0.118,1.00225,0.15775,-0.015
1.024,-0.18425,-0.12875,1.0015,0.1455,-0.01275
1.0185,-0.19,-0.14075,1.005,0.137,-0.0105
1.0205,-0.19,-0.13975,1.0085,0.1375,-0.01275
1.02175,-0.18775,-0.131,1.00575,0.14125,-0.01175
1.02725,-0.189,-0.119,1.002,0.139,-0.009500001
1.02375,-0.19175,-0.1165,1.007,0.14425,-0.00175
1.02275,-0.19125,-0.123,1.01675,0.15225,-0.0005
1.02775,-0.19325,-0.1135,1.02,0.1475,-0.00125
1.03075,-0.19075,-0.11,1.01725,0.14375,0.00225
1.03425,-0.196,-0.10825,1.02025,0.147,0.00375
1.03175,-0.1905,-0.1135,1.023,0.1525,0.00325
1.014,-0.18175,-0.131,1.03225,0.156,-0.006
1.016,-0.182,-0.126,1.03075,0.15575,-0.0065
1.02375,-0.19575,-0.112,1.01625,0.14825,-0.003
1.03,-0.208,-0.1175,1.01625,0.1425,-0.00625
1.03525,-0.216,-0.12425,1.0135,0.1445,-0.002
1.03475,-0.21425,-0.11875,1.01725,0.1555,-0.005
1.04,-0.214,-0.11025,1.015,0.16025,-0.006
1.042,-0.21,-0.1045,1.007,0.1535,-0.011
1.036,-0.2055,-0.107,1.004,0.14675,-0.0105
1.0255,-0.197,-0.11425,1.01125,0.149,-0.00825
1.02325,-0.19225,-0.11725,1.0135,0.1525,-0.008
1.02875,-0.1975,-0.11225,1.0155,0.14825,-0.005
1.03,-0.1925,-0.11175,1.0145,0.1435,-0.00275
1.0325,-0.19725,-0.1095,1.0165,0.14275,-0.003
1.03375,-0.1985,-0.1155,1.0255,0.154,0.00225
1.02525,-0.2005,-0.12425,1.025,0.15525,0.00075
1.023,-0.201,-0.12025,1.01875,0.15525,-0.00275
1.0275,-0.192,-0.11275,1.0185,0.14725,-0.00925
1.02225,-0.1935,-0.121,1.01875,0.1525,-0.0105
1.0205,-0.19075,-0.13375,1.01625,0.155,-0.00825
1.01925,-0.194,-0.122,1.0065,0.1495,-0.00925
1.01925,-0.194,-0.122,1.0065,0.1495,-0.00925
1.0255,-0.1815,-0.11175,1.009,0.146,-0.01025
1.02425,-0.181,-0.11075,1.01475,0.16275,-0.02
1.03175,-0.2015,-0.12125,1.00975,0.1655,-0.03225
1.03725,-0.2135,-0.1255,1.0065,0.163,-0.0375
1.033,-0.218,-0.1235,1.01,0.159,-0.03125
1.0325,-0.211,-0.12225,1.01725,0.1495,-0.00425
1.03825,-0.207,-0.12125,1.0155,0.14725,0.0045
1.03875,-0.20675,-0.11775,1.01425,0.14675,0.0065
1.02775,-0.202,-0.1075,1.02725,0.1495,0.0175
1.02025,-0.197,-0.1125,1.03225,0.15525,0.01575
1.012,-0.184,-0.11425,1.0305,0.16375,0.00825
1.0235,-0.192,-0.103,1.0285,0.15875,0.009500001
1.02775,-0.20075,-0.10125,1.02,0.15025,0.01425
1.025,-0.20375,-0.113,1.024,0.148,0.01
1.02225,-0.20225,-0.114,1.02075,0.15825,-0.00225
1.027,-0.201,-0.118,1.02075,0.15825,-0.00225
1.027,-0.2025,-0.11725,1.0075,0.15725,-0.017
1.025,-0.201,-0.12325,1.00825,0.15175,-0.013
1.03325,-0.20825,-0.111,1.01075,0.1485,-0.015
1.02925,-0.2035,-0.1165,1.009,0.152,-0.017
1.027,-0.198,-0.124,1.011,0.15925,-0.021
1.027,-0.2005,-0.11575,1.00975,0.1555,-0.01775
1.029,-0.2005,-0.11325,1.00925,0.1405,-0.01075
1.029,-0.2005,-0.11325,1.00925,0.1405,-0.01075
1.03,-0.207,-0.11425,1.018,0.15225,-0.009000001
1.02925,-0.20225,-0.11725,1.022,0.1635,-0.0065
1.02275,-0.201,-0.11725,1.0185,0.15575,-0.0065
1.0205,-0.19925,-0.11825,1.016,0.152,-0.007
1.02425,-0.1985,-0.11625,1.017,0.14975,-0.01375
1.03325,-0.202,-0.10525,1.02,0.1585,-0.013
1.03325,-0.1965,-0.10625,1.01875,0.15775,-0.01225
1.03225,-0.19375,-0.113,1.0165,0.16125,0.00225
1.02275,-0.1925,-0.124,1.012,0.16775,-0.0025
1.02125,-0.19875,-0.1295,1.005,0.1655,-0.015
1.02975,-0.2025,-0.1265,1.00275,0.15525,-0.0085
1.0285,-0.203,-0.11875,1.01225,0.15825,0.00575
1.025,-0.198,-0.12825,1.0195,0.16125,0.011
1.02025,-0.1945,-0.1335,1.01775,0.1585,-0.00375
1.022,-0.19425,-0.127,1.01625,0.15825,-0.003
1.0355,-0.20525,-0.11225,1.01925,0.158,0.00075
1.0435,-0.21175,-0.11,1.0275,0.16125,0.00825
1.0375,-0.208,-0.1245,1.0315,0.15025,0.0085
1.026,-0.20425,-0.1235,1.034,0.15225,0.01575
1.0345,-0.19975,-0.1175,1.052,0.1735,0.025
1.03025,-0.20425,-0.1135,1.043,0.174,0.0235
1.025,-0.20425,-0.114,1.03025,0.15075,0.02475
1.02075,-0.199,-0.11475,1.0265,0.12975,0.01625
1.02175,-0.19225,-0.1055,1.03725,0.162,0.025
1.02825,-0.19375,-0.1055,1.0365,0.1685,0.0205
1.0255,-0.18,-0.11775,1.018,0.1585,0.0295
1.0265,-0.19325,-0.1045,1.02,0.165,0.016
1.02775,-0.192,-0.10425,1.0125,0.16875,-0.00825
1.0315,-0.19075,-0.1115,1.01125,0.16575,-0.01625
1.02775,-0.18225,-0.124,1.01725,0.15775,0.00225
1.028,-0.17675,-0.12175,1.02325,0.1455,0.00825
1.04175,-0.19275,-0.11075,1.02175,0.14075,-0.00525
1.036,-0.1935,-0.13575,1.02225,0.159,-0.0205
1.0305,-0.18475,-0.14525,1.0275,0.16425,-0.01425
1.0365,-0.18225,-0.14,1.012,0.14725,-0.00775
1.0155,-0.17875,-0.133,1.01225,0.1395,-0.016
1.02775,-0.16875,-0.14425,1.00675,0.13375,-0.025
1.04525,-0.16075,-0.14175,1.00075,0.14075,-0.00325
1.038,-0.17575,-0.12825,1.0075,0.1485,-0.002
1.038,-0.16125,-0.117,1.0055,0.1535,-0.0105
1.039,-0.147,-0.13225,0.9900001,0.1425,-0.0335
1.038,-0.13675,-0.14075,0.9917501,0.14925,-0.02025
1.034,-0.13825,-0.15,0.98725,0.1485,-0.0285
1.03325,-0.1335,-0.155,0.9842501,0.15,-0.019
1.01525,-0.12925,-0.15075,0.9767501,0.156,-0.017
1.01325,-0.13675,-0.14025,0.9675,0.14325,-0.019
1.021,-0.15925,-0.1395,0.9670001,0.1455,0.0075
1.027,-0.14875,-0.16075,0.97325,0.15675,0.02225
1.0215,-0.14875,-0.16025,0.9755,0.1585,0.01975
1.025,-0.14375,-0.157,0.9637501,0.15625,-0.00375
1.02175,-0.1475,-0.16325,0.9637501,0.14475,-0.00425
1.03075,-0.15025,-0.164,0.9735001,0.13675,0.0005
1.0365,-0.1615,-0.1435,0.98325,0.144,-0.00625
1.04125,-0.15675,-0.14275,0.9852501,0.1425,-0.00825
1.041,-0.14925,-0.1385,0.9902501,0.1535,0.008
1.04625,-0.147,-0.13375,0.9907501,0.16125,0.0135
1.04875,-0.14925,-0.13175,0.9950001,0.1665,0.01075
1.04025,-0.15675,-0.13125,0.99525,0.17625,0.00275
1.0425,-0.154,-0.1275,0.9945,0.192,0.0125
1.03775,-0.151,-0.13575,0.98875,0.18825,0.01625
1.02225,-0.15925,-0.13775,1.004,0.17975,-0.03
1.00325,-0.13975,-0.17925,1.0865,0.11375,-0.2095
1.017,-0.1545,-0.1685,1.07975,0.04025,-0.2555
1.04275,-0.18325,-0.14225,1.2755,-0.0195,-0.16075
1.036,-0.1965,-0.1465,1.6755,-0.057,0.08575001
0.9497501,-0.08575001,-0.175,2.63225,0.08175001,0.38175
0.97175,-0.0185,-0.176,2.9335,1.015,0.49875
1.03675,-0.0505,-0.167,3.184,3.366,0.21325
1.141,-0.242,-0.082,2.4425,4.25025,-1.21825
1.18375,-0.31475,-0.059,2.4425,4.25025,-1.21825
1.23075,-0.3515,-0.0455,1.2065,4.37325,-0.89025
1.23125,-0.2885,-0.0055,0.9250001,4.36175,-0.4555
1.16625,-0.23,0.0165,0.2785,4.23325,-0.39
0.9985,-0.015,0.01725,-0.5345,4.15925,-0.21275
0.9220001,0.09150001,-0.0135,-0.5345,4.15925,-0.21275
0.877,0.13175,-0.09150001,-1.79875,3.5295,-0.07700001
0.8767501,0.101,-0.2035,-2.44075,2.92525,0.289
0.9540001,-0.007,-0.38725,-2.52925,2.588,0.28925
0.98875,-0.039,-0.40825,-2.66425,1.9955,0.30225
1.00025,-0.096,-0.454,-3.06825,1.1845,0.30575
0.99375,-0.13175,-0.498,-3.06825,1.1845,0.30575
1.0235,-0.1765,-0.50125,-3.06825,1.1845,0.30575
1.0585,-0.23825,-0.442,-3.06825,1.1845,0.30575
1.0945,-0.28425,-0.3375,-3.06825,1.1845,0.30575
1.07975,-0.2495,-0.3405,-3.06825,1.1845,0.30575
1.00375,-0.19475,-0.30925,-3.06825,1.1845,0.30575
0.9612501,-0.1695,-0.277,-3.06825,1.1845,0.30575
0.9137501,-0.13525,-0.27475,-3.06825,1.1845,0.30575
0.8652501,-0.11075,-0.282,-3.06825,1.1845,0.30575
0.8105,-0.0755,-0.286,-3.61025,-0.49975,0.17325
0.80975,-0.063,-0.26325,-2.955,-0.628,0.04425
0.81725,-0.09950001,-0.19375,-2.1915,-1.2395,0.53275
0.837,-0.03125,-0.27325,-0.851,-0.54825,0.3885
0.8570001,0.02475,-0.3585,-0.5987501,-0.11475,0.14
0.89825,0.06375001,-0.411,-0.319,0.6695001,-0.44725
1.03475,-0.044,-0.332,0.009500001,1.2415,-1.419
1.122,-0.16225,-0.25125,0.7345001,1.5545,-1.55175
1.202,-0.236,-0.1825,2.2325,1.9675,-0.95125
1.171,-0.21575,-0.186,2.565,1.78025,-0.8872501
1.171,-0.21575,-0.186,2.565,1.78025,-0.8872501
1.15475,-0.2755,-0.1445,2.515,1.63175,-0.83575
1.1595,-0.3445,-0.0135,2.4405,1.608,-0.56475
1.12775,-0.326,0.00275,2.6135,1.22475,0.108
1.02425,-0.196,-0.04275,2.2735,0.51875,0.49975
0.98875,-0.1485,-0.0555,2.0535,0.3685,0.5305001
0.9775,-0.13,-0.0445,1.804,0.2635,0.518
0.961,-0.1405,-0.05,1.3895,0.17125,0.3515
0.9350001,-0.18075,-0.059,1.2485,0.15225,0.26675
0.9152501,-0.15775,-0.0785,1.1065,0.136,0.197
0.9075,-0.129,-0.107,0.8635001,0.10125,0.06975
0.9202501,-0.10475,-0.09500001,0.81775,0.1015,0.0195
0.96075,-0.1255,-0.06500001,0.845,0.13125,-0.003
1.03925,-0.19425,-0.0685,0.882,0.1385,0.011
1.0605,-0.22125,-0.0795,0.8882501,0.14175,0.033
1.07475,-0.24325,-0.09900001,0.9025,0.1485,0.0515
1.07475,-0.24325,-0.09900001,0.9025,0.1485,0.0515
1.1125,-0.3305,-0.122,0.9917501,0.205,0.00925
1.12175,-0.3415,-0.1185,1.01525,0.23575,0.0185
1.10825,-0.28375,-0.1505,1.01775,0.22675,0.054
1.09925,-0.2775,-0.147,1.00925,0.18025,0.0605
1.09175,-0.27,-0.143,1.015,0.14675,0.0795
1.0675,-0.25525,-0.14525,1.0355,0.1365,0.10525
1.0295,-0.222,-0.1495,1.0595,0.131,0.13025
1.024,-0.219,-0.13625,1.05475,0.12575,0.12525
1.01925,-0.228,-0.13225,1.069,0.12225,0.1285
1.00325,-0.24175,-0.14375,1.082,0.1255,0.12875
0.98975,-0.25125,-0.1595,1.09,0.1385,0.12975
0.99225,-0.2555,-0.15775,1.0715,0.1795,0.111
0.998,-0.24825,-0.1495,1.049,0.19325,0.097
1.0115,-0.24375,-0.14775,1.02725,0.1975,0.08350001
1.01925,-0.245,-0.146,1.004,0.19425,0.08025
1.01925,-0.24625,-0.141,0.9975001,0.2015,0.08400001
1.014,-0.24025,-0.13575,0.98825,0.2035,0.08125
1.01525,-0.238,-0.12125,0.974,0.2,0.068
1.02025,-0.23325,-0.11225,0.969,0.18075,0.08075
1.03125,-0.2295,-0.11375,0.9795001,0.17275,0.08825
1.0315,-0.23075,-0.1135,1.00625,0.15425,0.0925
1.02225,-0.24,-0.125,1.00925,0.1525,0.08025
1.02125,-0.23975,-0.12725,1.012,0.155,0.07125001
1.03925,-0.26225,-0.113,1.0235,0.1575,0.08225001
1.0385,-0.2615,-0.11475,1.03175,0.164,0.085
1.03225,-0.25375,-0.118,1.038,0.1715,0.08125
1.02225,-0.2475,-0.124,1.0395,0.19225,0.0585
1.0285,-0.249,-0.12075,1.0415,0.208,0.05
1.031,-0.24925,-0.1205,1.0365,0.21875,0.03925
1.011,-0.2385,-0.1375,1.023,0.21025,0.035
0.99975,-0.23825,-0.1485,1.02275,0.1935,0.044
0.9892501,-0.2335,-0.1545,1.01875,0.191,0.0555
0.98725,-0.2275,-0.151,1.008,0.19075,0.0515
0.9917501,-0.22375,-0.1495,0.9935001,0.1825,0.054
0.9957501,-0.2225,-0.1425,0.98475,0.17025,0.053
0.9985,-0.22025,-0.138,1.00225,0.1675,0.06275
1.00775,-0.22425,-0.1345,1.009,0.17375,0.0565
1.017,-0.23375,-0.134,1.01475,0.183,0.0565
1.0245,-0.24225,-0.13375,1.01125,0.19175,0.0485
1.0425,-0.24975,-0.125,1.01425,0.199,0.04675
1.0465,-0.2475,-0.1195,1.0195,0.20275,0.04625
1.0505,-0.24575,-0.108,1.02375,0.1955,0.0485
1.04025,-0.23525,-0.108,1.008,0.1885,0.041
1.02075,-0.22825,-0.125,1.001,0.19075,0.035
1.0005,-0.23225,-0.143,1.0105,0.19675,0.0275
1.001,-0.2405,-0.1505,1.0155,0.18975,0.02575
1.005,-0.244,-0.1555,1.01275,0.183,0.02
0.9982501,-0.232,-0.16575,1.00525,0.1785,0.0195
1.01975,-0.251,-0.15975,0.997,0.17475,0.0115
1.0315,-0.259,-0.152,1.00125,0.17425,0.0265
1.034,-0.2335,-0.14525,1.02325,0.17075,0.064
1.028,-0.22475,-0.13925,1.028,0.174,0.07975
1.02325,-0.21175,-0.13075,1.02175,0.1705,0.074
1.027,-0.221,-0.118,1.0155,0.1665,0.06175
1.0215,-0.2215,-0.1175,1.0145,0.15725,0.044
1.01875,-0.20625,-0.13475,1.01425,0.15775,0.03375
1.027,-0.19725,-0.112,1.016,0.18075,0.01025
1.0385,-0.19225,-0.0855,1.0105,0.184,0.00075
1.04475,-0.19525,-0.087,1.0035,0.18075,-0.00325
1.0375,-0.20125,-0.11375,1.0025,0.17475,-0.00675
1.02375,-0.21725,-0.14125,1.0145,0.17675,0.0045
1.01275,-0.222,-0.14425,1.0145,0.1795,0.0055
1.017,-0.21625,-0.15025,1.012,0.17475,0.01125
1.01725,-0.20875,-0.152,1.01525,0.16625,0.024
1.0115,-0.20575,-0.15425,1.021,0.16525,0.032
1.009,-0.2015,-0.157,1.02975,0.17525,0.04
1.007,-0.19625,-0.15425,1.021,0.18675,0.029
1.015,-0.201,-0.14975,1.0145,0.18275,0.02825
1.0345,-0.1995,-0.13875,1.0065,0.1705,0.0395
1.03625,-0.20275,-0.1255,1.011,0.169,0.038
1.042,-0.207,-0.1205,1.013,0.16925,0.03325
1.0375,-0.20875,-0.1225,1.01425,0.18,0.029
1.0375,-0.21375,-0.11675,1.01025,0.17825,0.02925
1.0375,-0.2045,-0.11525,1.0115,0.17325,0.02825
1.026,-0.1985,-0.1285,1.01225,0.168,0.02275
1.02175,-0.19825,-0.131,1.01475,0.176,0.02025
1.02,-0.20475,-0.12475,1.0145,0.184,0.02375
1.04175,-0.2125,-0.09925,1.0135,0.18025,0.028
1.05075,-0.20875,-0.09150001,1.01475,0.17575,0.033
1.043,-0.1995,-0.105,1.01475,0.17175,0.03675
1.02775,-0.1925,-0.1185,1.00975,0.1695,0.032
1.02425,-0.20075,-0.1205,1.008,0.17525,0.031
1.0185,-0.1995,-0.1285,1.009,0.17475,0.03
1.0035,-0.18975,-0.149,1.01325,0.16975,0.03175
1.00625,-0.18675,-0.15125,1.015,0.17175,0.0245
1.00825,-0.1825,-0.1495,1.0175,0.175,0.02175
1.01025,-0.1885,-0.14325,1.01975,0.18175,0.02575
1.01175,-0.19425,-0.142,1.01575,0.18125,0.03175
1.02025,-0.19375,-0.1385,1.0125,0.1725,0.034
1.032,-0.19075,-0.1305,1.00975,0.156,0.03525
1.032,-0.19075,-0.1305,1.014,0.1645,0.03225
1.04125,-0.20525,-0.114,1.01675,0.18775,0.033
1.05425,-0.216,-0.108,1.01675,0.18775,0.033
1.058,-0.196,-0.11625,1.01075,0.18275,0.031
1.05175,-0.198,-0.12625,1.009,0.17775,0.02975
1.037,-0.20925,-0.14525,1.00675,0.1715,0.03625
1.029,-0.2055,-0.14975,1.00275,0.1635,0.03775
1.0245,-0.19875,-0.14925,0.9992501,0.16225,0.0395
1.01875,-0.19425,-0.14725,1.00875,0.17225,0.029
0.99475,-0.19175,-0.1415,1.0175,0.17575,0.025
0.994,-0.1985,-0.12975,1.02325,0.18825,0.02875
0.9957501,-0.21025,-0.1145,1.024,0.18875,0.03225
0.98825,-0.20175,-0.112,1.01575,0.18175,0.03
0.9817501,-0.191,-0.106,1.01875,0.1775,0.03325
0.9985,-0.19175,-0.09200001,1.01725,0.18,0.03625
1.01275,-0.20575,-0.093,1.0105,0.17675,0.031
1.02175,-0.207,-0.09125,1.005,0.17275,0.0235
1.02775,-0.205,-0.09500001,1.0055,0.169,0.02275
1.02425,-0.20775,-0.08825,1.012,0.17675,0.02525
1.0305,-0.221,-0.1095,1.01425,0.1865,0.03125
1.0315,-0.234,-0.1235,1.01475,0.1835,0.0345
1.052,-0.269,-0.12,1.01575,0.17725,0.032
1.05375,-0.264,-0.116,1.0135,0.18,0.028
1.0325,-0.24775,-0.1475,1.01,0.1815,0.035
1.035,-0.26075,-0.15425,1.0165,0.18325,0.041
1.047,-0.271,-0.14875,1.0185,0.18,0.04
1.04625,-0.2695,-0.1355,1.01225,0.1745,0.02775
1.027,-0.2355,-0.12875,1.01425,0.182,0.0265
1.0125,-0.2235,-0.13575,1.01125,0.1855,0.031
0.9992501,-0.225,-0.14175,1.01175,0.1845,0.03525
1.0015,-0.23475,-0.145,1.01175,0.1845,0.03525
0.9982501,-0.23675,-0.15175,1.00825,0.17375,0.0375
0.99775,-0.22575,-0.15975,1.00625,0.17325,0.033
0.997,-0.22075,-0.15825,1.00425,0.17525,0.02875
0.9965001,-0.22475,-0.1545,1.00775,0.1735,0.02375
1.01025,-0.222,-0.1385,1.01875,0.1845,0.02025
1.0165,-0.22175,-0.1365,1.019,0.18875,0.01225
1.022,-0.229,-0.1335,1.018,0.192,0.01375
1.0265,-0.24,-0.133,1.02225,0.19325,0.03225
1.02475,-0.2425,-0.11625,1.017,0.18325,0.0315
1.02925,-0.23775,-0.11675,1.012,0.17475,0.02825
1.02975,-0.242,-0.132,1.00275,0.1665,0.03475
1.02125,-0.2485,-0.14325,1.00575,0.16825,0.042
1.0145,-0.2495,-0.146,1.007,0.1675,0.0445
1.00825,-0.2485,-0.149,1.01075,0.177,0.03375
1.0025,-0.242,-0.143,1.0095,0.181,0.02675
1.003,-0.2515,-0.1445,1.00825,0.1835,0.0255
