2,Doc,02_22_47_2021_02_07,50,300,12
0.76125,0.11675,-0.7215,0.0775,-0.04475,-0.9995
0.7902501,0.1165,-0.69425,0.07775,-0.04225,-0.998
0.74625,0.136,-0.69225,0.07775,-0.04225,-0.998
0.74475,0.172,-0.7525001,0.07775,-0.04225,-0.998
0.78025,0.18925,-0.737,0.07600001,-0.03925,-1.00175
0.73425,0.16525,-0.7657501,0.072,-0.0355,-0.9982501
0.7097501,0.16725,-0.748,0.0785,-0.0465,-0.998
0.6685,0.2355,-0.7072501,0.078,-0.043,-0.997
0.657,0.2215,-0.70175,0.074,-0.043,-1.00125
0.65475,0.21025,-0.7215,0.08000001,-0.04275,-0.9992501
0.687,0.19175,-0.7090001,0.07425001,-0.03925,-0.9992501
0.7162501,0.16375,-0.74,0.07425001,-0.04275,-0.9990001
0.721,0.1445,-0.7495,0.07650001,-0.0415,-0.9992501
0.7435001,0.12925,-0.7287501,0.07475001,-0.043,-0.99975
0.7695,0.0715,-0.7335001,0.078,-0.04225,-0.99775
0.7915,0.058,-0.72425,0.07525001,-0.0405,-0.9995
0.79375,0.06550001,-0.679,0.07425001,-0.04375,-1
0.772,0.08225001,-0.671,0.0735,-0.07125001,-1.00025
0.7647501,0.1085,-0.67675,0.02975,-0.014,-0.9777501
0.76875,0.12875,-0.6957501,0.0785,-0.028,-0.9910001
0.76875,0.162,-0.71025,0.06900001,-0.05925,-1.023
0.7645,0.1595,-0.70575,0.06375001,-0.027,-0.9827501
0.777,0.121,-0.69775,0.04125,-0.02575,-1.027
0.7877501,0.098,-0.69725,0.0595,-0.036,-0.975
0.7877501,0.098,-0.69725,0.01025,-0.365,-0.9765
0.7915,0.0215,-0.67725,0.124,-0.32675,-0.98575
0.785,0.00375,-0.65975,0.1935,-0.02775,-1.0835
0.7665001,-0.009000001,-0.64125,-0.0795,1.02875,-0.84925
0.7747501,-0.02625,-0.64775,0.04225,-0.23975,-1.3125
0.7975,-0.0445,-0.7085,0.10675,-0.173,-1.3645
0.7912501,-0.03175,-0.69375,0.30525,-0.17175,-1.3735
0.781,0.0415,-0.6245,0.10125,0.57625,-0.8825001
0.7747501,0.07175,-0.63375,0.13575,0.48475,-0.766
0.78175,0.087,-0.679,0.10025,0.31025,-0.73475
0.7835,0.0865,-0.73175,0.166,0.01225,-1.11475
0.7985001,0.07575,-0.743,0.10675,-0.05425,-1.27675
0.818,0.046,-0.8092501,0.21425,-0.00375,-1.21675
0.8552501,-0.018,-0.9075,0.62275,-0.24875,-0.617
0.816,-0.07525001,-0.8905001,0.4485,-0.06125,-0.93875
0.81225,0.0235,-0.8195,0.65,-0.20975,-0.50725
0.93525,0.1645,-1.094,0.6357501,-0.3525,-0.5575
0.8560001,0.138,-1.20825,0.44,-0.62525,-0.91675
0.8965001,0.1755,-1.23125,0.4735,-0.5625,-0.892
0.69875,0.055,-0.70425,0.8592501,0.04675,-0.6715
0.64025,0.0455,-0.52925,0.82425,0.1715,-0.40025
0.53375,0.0385,-0.34575,0.49225,-0.239,-0.6675
0.4905,0.02775,-0.29525,0.3405,-0.48925,-0.8650001
0.48,-0.035,-0.24775,1.058,-0.0755,-0.353
0.51075,-0.0355,-0.1825,0.568,-0.1295,-0.57475
0.66425,-0.07875001,-0.25025,0.689,-0.10175,-0.7360001
0.81625,-0.09275001,-0.42175,0.689,-0.10175,-0.7360001
0.92625,-0.15375,-0.61825,0.818,-0.19125,-0.439
0.98075,-0.13075,-0.728,0.51025,-0.387,-0.4
0.9532501,0.1105,-0.6715,0.50475,-0.464,-0.5017501
0.96275,0.191,-0.70125,0.52375,-0.5420001,-0.57525
0.9855,0.17575,-0.725,0.5655,-0.49575,-0.73875
0.87375,0.14025,-0.60675,0.6105,-0.42,-0.686
0.8015,0.15825,-0.541,0.552,-0.32025,-0.6357501
0.6892501,0.17075,-0.45075,0.5755,-0.7162501,-0.53325
0.6715,0.16475,-0.49175,0.3425,-0.683,-0.73625
0.63425,0.15875,-0.5165,0.51475,-0.52675,-0.8667501
0.60625,0.16625,-0.54025,0.51375,-0.42975,-0.86075
0.6242501,0.231,-0.624,0.49675,-0.6210001,-0.8085001
1.64575,0.36075,-1.41475,0.49675,-0.6210001,-0.8085001
1.33325,-0.01825,-1.9545,0.49675,-0.6210001,-0.8085001
0.7277501,-0.02125,-0.546,0.471,-0.64375,-0.80775
0.62225,0.0265,-0.39625,0.554,-0.54075,-0.74775
0.6440001,0.18375,-0.43275,0.63425,-0.47525,-0.8505
0.8552501,0.24975,-0.675,0.514,-0.37225,-0.648
0.8297501,0.128,-0.7095,0.4715,-0.38825,-0.51175
0.8085001,0.093,-0.6665,0.45075,-0.313,-0.4835
0.79475,0.27775,-0.61325,0.5387501,-0.24375,-0.555
0.7647501,0.336,-0.544,0.64525,-0.37225,-0.693
0.7952501,0.3825,-0.55675,1.19825,-0.125,-0.8325
0.7755001,0.43975,-0.5845,1.12675,0.15675,-0.86825
0.71975,0.4975,-0.5485,1.12675,0.15675,-0.86825
0.6447501,0.50525,-0.5105,0.9555001,0.409,-0.71525
0.64775,0.48725,-0.55,0.77525,0.54875,-0.44275
0.6045001,0.455,-0.61,0.77525,0.54875,-0.44275
0.5885,0.42175,-0.693,0.41325,0.6735001,-0.10475
0.5885,0.42175,-0.693,0.68125,0.416,-0.1695
0.7557501,0.06275,-1.17125,0.68575,0.2785,-0.344
0.6620001,0.0885,-1.08925,0.6440001,0.3445,-0.9217501
0.4875,0.47075,-1.02825,0.81475,0.267,-1.2675
0.34025,0.6625,-0.92825,0.7705001,0.37175,-1.16
0.29225,0.91475,-0.78825,0.59725,0.16925,-0.5085
0.11775,0.9647501,-0.671,0.629,0.26325,-0.64425
0.04675,0.95925,-0.51025,0.6445,0.2795,-0.84325
0.155,0.8605,-0.3385,0.6485,0.323,-0.8735
0.22675,0.788,-0.324,0.61725,0.2475,-0.666
0.33225,0.775,-0.41275,0.5985,0.19475,-0.65725
0.512,0.768,-0.5985,0.61,0.144,-0.70775
0.513,0.7475001,-0.601,0.61,0.144,-0.70775
0.489,0.64925,-0.4545,0.64625,0.10825,-0.761
0.6345,0.44575,-0.3705,0.7097501,0.09575,-0.84925
0.70425,0.379,-0.4475,0.7730001,-0.012,-0.88175
0.81725,0.2805,-0.529,0.7730001,-0.012,-0.88175
0.9407501,0.23825,-0.5700001,0.76775,-0.12725,-0.8897501
1.014,0.07775,-0.7,0.708,-0.19325,-1.08775
0.98325,-0.0355,-0.66425,0.83075,-0.31475,-1.1475
0.85825,-0.121,-0.50075,0.68275,-0.06475,-0.7097501
0.8275,-0.11825,-0.43325,0.7837501,-0.18625,-0.537
0.7835,-0.08675,-0.4015,0.75125,-0.24725,-0.59725
0.763,-0.0105,-0.48775,0.7115,0.09425,-0.40825
0.74075,0.04475,-0.5785,0.7115,0.09425,-0.40825
0.747,0.082,-0.63675,0.6037501,0.3485,-0.39175
0.82275,0.10325,-0.706,0.3445,0.124,0.0585
0.8535001,0.1275,-0.809,0.39425,-0.02975,0.14875
0.8642501,0.16175,-0.8155,0.406,-0.1045,-0.0615
0.7485,0.1485,-0.80225,0.5505,-0.042,-0.582
0.70675,0.1515,-0.8,0.603,0.0755,-0.7165
0.6825,0.1585,-0.79325,1.0505,-0.01575,-1.127
0.66525,0.19725,-0.772,1.3875,-0.1185,-1.03325
0.6265,0.2025,-0.8002501,0.561,0.2225,-0.2875
0.6127501,0.22875,-0.8257501,0.73875,-0.07700001,-0.15175
0.57125,0.29125,-0.8782501,0.803,-0.24975,-0.65775
0.54075,0.39825,-0.83275,0.649,-0.7392501,-0.774
0.53175,0.41075,-0.7780001,0.63075,-0.71925,-0.7385001
0.56375,0.4245,-0.78325,0.566,-0.58225,-0.55875
0.56675,0.44375,-0.8035001,0.56025,-0.55225,-0.53575
0.60825,0.495,-0.8290001,0.31725,-0.6625,-0.41075
0.60925,0.448,-0.75725,0.6795,-0.59375,-0.551
0.61775,0.36725,-0.6300001,0.6795,-0.59375,-0.551
0.67725,0.38525,-0.5845,0.63025,-0.44925,-0.50025
0.7465,0.40875,-0.7145,0.64825,-0.67975,-0.7952501
0.7262501,0.31925,-0.6895,0.64625,-0.67675,-1.113
0.808,0.183,-0.5925,0.52,-0.5375,-0.88425
0.8050001,0.36275,-0.64675,0.2595,-0.45975,-0.58375
0.8190001,0.467,-0.60975,0.4075,-0.43225,-0.743
0.77825,0.48275,-0.50925,0.354,-0.4585,-0.9192501
0.68275,0.455,-0.48875,0.39325,-0.3605,-0.7985001
0.67825,0.48125,-0.45025,0.5065,-0.25725,-0.8027501
0.692,0.5095,-0.433,0.549,-0.2585,-0.627
0.71425,0.5642501,-0.4425,0.559,-0.21925,-0.71725
0.7385001,0.6105,-0.47475,0.61625,-0.0825,-0.9680001
0.7285,0.63625,-0.486,0.6982501,-0.19125,-0.7265
0.7095,0.61825,-0.51125,0.757,-0.2255,-0.70375
0.68775,0.568,-0.529,0.758,-0.27475,-0.668
0.6965,0.5665,-0.53675,0.7485,-0.314,-0.6810001
0.7450001,0.53525,-0.58025,0.68125,-0.22175,-0.65075
0.7675,0.4535,-0.6115,0.6355,-0.17525,-0.6665
0.81925,0.35425,-0.669,0.6932501,-0.2415,-0.677
0.8182501,0.27625,-0.583,0.70925,-0.17225,-0.7557501
0.82125,0.2385,-0.549,0.7035,-0.174,-0.71025
0.82425,0.21,-0.55725,0.6760001,-0.18825,-0.6855
0.8297501,0.19525,-0.55875,0.657,-0.1925,-0.684
0.83125,0.192,-0.60825,0.6695001,-0.26975,-0.65675
0.8355001,0.2085,-0.6035,0.6695001,-0.26975,-0.65675
0.8105,0.25125,-0.594,0.7755001,-0.16075,-0.6447501
0.78575,0.2755,-0.5965,0.7755001,-0.16075,-0.6447501
0.7615001,0.29925,-0.60175,0.79075,-0.0705,-0.65675
0.75925,0.3445,-0.62525,0.79225,0.05,-0.6635
0.8010001,0.35475,-0.6495,0.7862501,0.054,-0.665
0.78025,0.323,-0.642,0.77975,0.03875,-0.6587501
0.779,0.3175,-0.6205,0.7607501,0.0135,-0.66025
0.793,0.289,-0.63775,0.7205001,-0.14025,-0.708
0.7830001,0.271,-0.64175,0.7235,-0.176,-0.7065001
0.774,0.248,-0.645,0.691,-0.19175,-0.663
0.768,0.212,-0.6655,0.6915,-0.169,-0.651
0.76825,0.20775,-0.6637501,0.71275,-0.1455,-0.6562501
0.7862501,0.19175,-0.6735001,0.7417501,-0.08750001,-0.6785001
0.7755001,0.19075,-0.69025,0.7375,-0.06325001,-0.6777501
0.7780001,0.19125,-0.6815,0.7352501,-0.04625,-0.682
0.76875,0.21575,-0.68825,0.7237501,-0.04075,-0.7025
0.7695,0.2145,-0.67425,0.7195,-0.04725,-0.70575
0.7532501,0.21525,-0.66925,0.712,-0.05,-0.7072501
0.7607501,0.22625,-0.659,0.7277501,-0.07375,-0.68575
0.7690001,0.2215,-0.6752501,0.7500001,-0.05775,-0.6645001
0.7785,0.2125,-0.67625,0.751,-0.0365,-0.67175
0.7755001,0.20075,-0.67425,0.7722501,-0.0125,-0.6425
0.78275,0.18725,-0.6792501,0.7697501,0.009500001,-0.632
0.7805001,0.177,-0.6695001,0.7695,0.034,-0.6305
0.77375,0.173,-0.65,0.77025,0.07075001,-0.65775
0.7830001,0.175,-0.634,0.7645,0.082,-0.659
0.8002501,0.16025,-0.6725,0.757,0.08525001,-0.66175
0.8075001,0.151,-0.6615,0.76425,0.06500001,-0.66
0.80075,0.1625,-0.6455,0.761,0.0475,-0.66325
0.80075,0.1745,-0.6407501,0.772,0.00625,-0.671
0.80525,0.1835,-0.626,0.7715001,-0.022,-0.655
0.80325,0.178,-0.62925,0.7695,-0.02475,-0.6365
0.81925,0.16775,-0.64825,0.7830001,-0.01225,-0.6295
0.8232501,0.14825,-0.66025,0.7977501,0.019,-0.6077501
0.82375,0.13975,-0.65,0.79675,0.04525,-0.6127501
0.81475,0.13775,-0.626,0.79625,0.06075,-0.6045001
0.8132501,0.12,-0.598,0.79325,0.0825,-0.59375
0.8175001,0.117,-0.608,0.7877501,0.09550001,-0.59275
0.8415,0.1,-0.63625,0.8142501,0.09725001,-0.615
0.8420001,0.1095,-0.6145,0.8282501,0.12125,-0.588
0.8315001,0.11275,-0.606,0.8605,0.114,-0.592
0.86575,0.0775,-0.6205,0.84475,0.12175,-0.546
0.8822501,0.05275,-0.5945,0.8425,0.13175,-0.4505
0.9317501,0.03225,-0.5815001,0.9127501,0.09900001,-0.34
1.0115,0,-0.697,0.84575,0.05875,-0.341
0.8700001,0.10575,-0.3775,0.9295,0.11925,-0.364
0.9135001,0.13375,-0.3335,0.9965001,0.143,-0.34825
0.937,0.0675,-0.39475,1.05175,0.15475,-0.33075
1.18225,0.03125,-0.413,1.009,0.34525,-0.29775
1.00575,-0.06225,-0.4305,1.0415,0.328,-0.24475
0.943,-0.0795,-0.355,1.0475,0.26425,-0.16075
0.9767501,-0.0275,-0.25225,0.9865,0.083,-0.054
0.90725,-0.1195,-0.105,0.9825001,0.04775,0.0015
0.9152501,-0.01975,-0.039,0.9305,0.05075,-0.059
0.87275,0.00575,0.042,0.969,0.0245,-0.072
1.02225,-0.187,0.09075,0.98325,0.021,-0.1
1.05125,-0.22325,0.07575,0.98225,0.027,-0.119
1.04775,-0.207,-0.0065,0.94925,0.04175,-0.113
0.99775,-0.13775,-0.0145,0.94675,0.04175,-0.14875
0.9267501,-0.09075,-0.056,0.957,0.07025,-0.1875
1.0585,-0.10625,-0.0125,1.04475,0.11425,-0.2105
1.096,-0.11825,-0.0055,1.0345,0.1315,-0.267
1.07925,-0.14175,-0.03975,1.0385,0.171,-0.18875
1.0835,-0.11775,-0.01725,0.9990001,0.16825,-0.14075
0.9787501,-0.04825,0.04325,0.9895,0.083,-0.17925
0.9827501,-0.039,0.05275,0.99725,0.06550001,-0.18325
1.00525,-0.04225,-0.02475,0.9777501,0.01175,-0.15925
1.11625,-0.15475,-0.08975001,0.9515001,0.002,-0.18275
1.11625,-0.15475,-0.08975001,0.95425,0.029,-0.24975
1.035,-0.143,-0.0795,0.98075,0.05925,-0.29475
0.93975,-0.05275,-0.124,0.9765,0.08400001,-0.2915
0.897,0.02325,-0.2095,0.98075,0.1085,-0.28325
1.07025,0.0155,-0.22925,0.9907501,0.13525,-0.235
1.056,-0.01725,-0.20025,0.9792501,0.1015,-0.21625
1.0105,-0.0615,-0.1885,0.9715,0.07825001,-0.1965
0.973,-0.111,-0.09200001,0.9820001,0.08775,-0.19925
1.022,-0.1335,-0.117,0.9702501,0.0865,-0.225
1.1195,-0.2265,-0.23625,0.9932501,0.11475,-0.252
1.07,-0.19475,-0.25825,0.98125,0.1525,-0.27525
1.017,-0.0825,-0.28575,0.9775,0.161,-0.28025
0.9652501,-0.01575,-0.271,0.9752501,0.1555,-0.24175
0.961,-0.00575,-0.326,0.989,0.208,-0.2535
1.05475,0.00875,-0.40775,0.9902501,0.1905,-0.24925
1.0885,-0.05075,-0.3415,0.9900001,0.1625,-0.2485
0.918,0.05375,-0.33625,0.9727501,0.13875,-0.24425
0.9792501,-0.09100001,-0.31775,0.979,0.12,-0.2115
0.9792501,-0.09100001,-0.31775,0.9850001,0.1195,-0.209
0.987,-0.0535,-0.28475,0.99475,0.109,-0.217
0.9860001,-0.1205,-0.29375,0.9957501,0.1115,-0.223
1.01375,-0.11875,-0.3215,0.9957501,0.1115,-0.223
0.99475,-0.12375,-0.305,0.9615,0.1225,-0.2215
0.9867501,-0.115,-0.35525,0.9580001,0.13475,-0.22925
0.9787501,-0.104,-0.369,0.96425,0.1435,-0.2335
0.97075,-0.10125,-0.37125,0.98225,0.16025,-0.25275
0.9677501,-0.104,-0.369,0.97425,0.1515,-0.24675
0.9885001,-0.1165,-0.3765,0.9752501,0.1455,-0.2455
0.9867501,-0.1315,-0.3265,0.9810001,0.11225,-0.22975
0.95925,-0.1315,-0.29125,0.9815,0.11475,-0.23175
0.9792501,-0.098,-0.28775,0.9787501,0.11975,-0.236
0.99475,-0.0625,-0.2885,0.98075,0.142,-0.244
0.9995,-0.02325,-0.29625,0.9785001,0.1485,-0.24825
1.00875,-0.02375,-0.31,0.9777501,0.153,-0.245
0.9777501,-0.04275,-0.25875,0.983,0.14825,-0.279
0.9575,-0.05275,-0.222,0.9705001,0.1505,-0.25875
0.9575,-0.05275,-0.222,0.9655001,0.1475,-0.23475
0.95125,-0.06375001,-0.2045,0.9655001,0.1475,-0.23475
0.994,-0.1125,-0.24275,0.9727501,0.14075,-0.22925
1.01175,-0.1385,-0.2765,0.98075,0.1415,-0.22825
1.00375,-0.106,-0.30675,0.98075,0.13975,-0.231
1.001,-0.06925,-0.30575,0.9752501,0.1445,-0.22825
0.98875,-0.02275,-0.29975,0.9735001,0.14975,-0.22475
0.9990001,0.0225,-0.3275,0.9815,0.15425,-0.2445
1.01775,0.02,-0.342,0.9647501,0.139,-0.23325
1.01825,0.00775,-0.3355,0.957,0.132,-0.22425
0.9877501,-0.03375,-0.29125,0.9850001,0.16625,-0.27475
0.97475,-0.05125,-0.27125,0.97425,0.16175,-0.2665
0.9745001,-0.0665,-0.2605,0.9662501,0.1645,-0.24525
0.969,-0.08075,-0.25225,0.97325,0.16225,-0.23825
1.0245,-0.119,-0.3175,0.9760001,0.16475,-0.24225
1.039,-0.12175,-0.34775,0.9767501,0.1645,-0.24725
1.0165,-0.097,-0.33075,0.9675,0.15425,-0.24975
0.9495,-0.0225,-0.27175,0.96825,0.15425,-0.25675
0.965,-0.02325,-0.275,0.9737501,0.15625,-0.25825
1.03275,-0.04625,-0.311,0.9715,0.15375,-0.2545
1.02975,-0.05375,-0.29675,0.97,0.15025,-0.2455
1.0085,-0.07275,-0.2805,0.97,0.15025,-0.2455
0.99125,-0.07575,-0.2505,0.97175,0.15525,-0.2425
0.99475,-0.06325001,-0.2565,0.9712501,0.16,-0.2485
1.012,-0.04925,-0.27325,0.9712501,0.16,-0.2485
1.006,-0.053,-0.271,0.96825,0.16525,-0.24825
1.0065,-0.05175,-0.25875,0.969,0.161,-0.25675
0.99125,-0.061,-0.23775,0.9705001,0.157,-0.26525
1.01175,-0.05475,-0.229,0.9702501,0.15625,-0.2605
1.05275,-0.01625,-0.21375,0.96725,0.15875,-0.24875
1.05275,-0.01625,-0.21375,0.9677501,0.161,-0.252
0.988,-0.12275,-0.29875,0.96725,0.16275,-0.256
1.00575,-0.09325001,-0.23725,0.96675,0.16675,-0.25725
1.00575,-0.08625001,-0.24,0.9705001,0.16775,-0.262
1.013,-0.06900001,-0.23975,0.9705001,0.1705,-0.266
1.0155,-0.03925,-0.26925,0.9705001,0.1705,-0.266
0.99625,-0.02875,-0.241,0.9792501,0.1825,-0.26575
0.98225,-0.03975,-0.22725,0.98625,0.19375,-0.25025
1.1335,-0.0925,-0.1265,0.969,0.193,-0.23225
1.1565,-0.12,-0.10525,0.96825,0.178,-0.21725
1.10125,-0.07575,-0.19375,0.9745001,0.1745,-0.2265
0.87975,-0.10125,-0.47525,1.024,0.221,-0.31375
0.94425,-0.049,-0.4595,1.0485,0.22725,-0.342
0.979,0.0345,-0.359,0.8997501,0.14575,-0.1705
1.03625,0.01525,-0.233,0.8997501,0.14575,-0.1705
1.02675,-0.09025001,-0.1755,0.8732501,0.16025,-0.20875
1.107,-0.21125,-0.19575,0.8732501,0.16025,-0.20875
1.5935,-0.255,-0.5965,1.04325,0.17075,-0.41625
1.47875,-0.18825,-0.6495,1.10575,0.08425,-0.343
1.28775,-0.1815,-0.5915,0.8520001,0.08400001,-0.243
1.00925,-0.00125,-0.28475,0.8695,0.03675,-0.21275
0.96725,-0.0015,-0.20675,0.941,0.002,-0.2815
1.02975,-0.0395,-0.3385,1.2195,0.17025,-0.3835
1.0445,-0.06625,-0.28375,1.1255,0.293,-0.4235
0.91725,-0.00975,-0.31225,1.08775,0.282,-0.41775
0.8055,0.07125001,-0.14675,0.95275,0.24975,-0.41275
0.75775,0.0525,-0.017,0.9195001,0.21725,-0.445
0.7507501,0.13875,-0.03825,0.9345,0.153,-0.326
0.6585,0.17625,-0.09525,0.8947501,0.00075,-0.55475
0.67975,0.18975,-0.18975,0.9335001,-0.083,-0.50225
0.743,0.1345,-0.21075,0.9215,-0.13625,-0.414
0.776,0.02825,-0.0885,0.8527501,-0.2565,-0.3355
0.9450001,-0.17375,-0.00775,0.8732501,-0.2885,-0.30875
0.969,0.008,-0.25075,0.91,-0.3195,-0.29175
1.012,0.102,-0.234,0.9620001,-0.2735,-0.2505
1.05775,0.11625,-0.2375,0.9620001,-0.2735,-0.2505
1.05325,0.153,-0.23075,0.9620001,-0.2735,-0.2505
1.07325,0.232,-0.44125,0.9192501,-0.06025,-0.27675
1.078,0.22425,-0.37675,0.91575,-0.01275,-0.2675
1.0535,0.1615,-0.29075,0.9385,0.00975,-0.1975
0.989,0.05825,-0.22625,0.9400001,0.012,-0.0775
1.05575,-0.03175,-0.33875,0.96725,0.00525,-0.03625
1.05575,-0.03175,-0.33875,0.88875,-0.01975,-0.09025001
0.934,-0.0185,-0.4135,0.9385,-0.15225,-0.115
0.97325,0.2335,-0.185,0.9332501,-0.17525,-0.167
0.9820001,0.36525,-0.166,0.9260001,-0.1545,-0.155
0.9647501,0.23175,-0.21075,0.9310001,-0.192,-0.26575
0.9652501,0.1835,-0.2155,0.9532501,-0.082,-0.262
0.97075,0.1415,-0.181,0.956,-0.04025,-0.24075
0.961,0.1495,-0.2715,0.9210001,0.029,-0.1245
0.9675,0.14075,-0.23175,0.93225,0.00825,-0.19125
0.9695001,0.1885,-0.21075,0.9350001,0.0085,-0.233
0.964,0.124,-0.244,0.969,0.042,-0.212
0.9755,0.1145,-0.25475,0.9735001,0.045,-0.21325
0.97225,0.08775,-0.23125,0.9530001,0.0475,-0.22175
0.9715,0.0935,-0.213,0.95175,0.04575,-0.22425
0.9905,0.1015,-0.209,0.9587501,0.09275001,-0.2295
0.99875,0.08325,-0.2315,0.9537501,0.11675,-0.22775
0.9915,0.06225,-0.224,0.9497501,0.14525,-0.202
0.98475,0.06900001,-0.19325,0.9472501,0.1365,-0.2045
0.97575,0.06175,-0.12975,0.9440001,0.08125,-0.1925
1.0475,0.00775,0.02775,0.924,0.08775,-0.20675
1.89375,-0.1785,0.31025,0.91175,0.07725,-0.2255
2.84025,-0.16225,0.05125,0.9080001,0.07425001,-0.22625
3.951,-0.29475,-0.52325,0.90675,0.0685,-0.215
4.71575,-1.174,-2.33475,0.9407501,0.0415,-0.1915
4.18125,-1.09025,-2.1465,1.055,-0.01025,-0.043
1.8165,0.09225,-1.5965,1.91575,-0.108,0.32075
0.5255,0.59575,-1.6055,2.694,-0.07775,0.0375
-0.8955001,1.04875,-1.94725,3.51525,0.35525,-0.7920001
-2.326,2.3085,-1.034,4.598,1.99575,-2.4235
-2.53725,1.8575,-0.4065,4.4285,2.52725,-2.52125
-2.45175,0.7697501,0.10125,3.67725,2.4165,-2.44725
-1.649,-0.3615,0.9145001,0.7855,0.22925,-2.15375
-1.30475,-0.39625,0.8365,-0.89425,-0.9687501,-2.216
