2,Tony,01_37_16_2021_02_07,50,300,9
0.5015,0.13075,-0.94875,0.47825,-1.29875,-0.2295
0.5225,0.08075,-0.93375,0.47825,-1.29875,-0.2295
0.5470001,-0.03075,-0.8715,0.47825,-1.29875,-0.2295
0.5595,-0.0035,-0.8940001,0.2535,-0.8290001,-0.05125
0.561,-0.02525,-0.87975,0.29275,-0.44375,-0.081
0.48875,-0.012,-0.9252501,0.15575,-0.0675,-0.02575
0.5665,0.10875,-0.9155,0.21475,-0.43425,-0.5775
0.5265,0.08350001,-0.85225,1.11125,-1.9365,-1.62775
0.54425,0.08675,-0.8322501,0.26625,-0.5775,-0.877
0.54475,0.145,-0.9115,0.3465,-0.28825,-0.5145
0.5525,0.16825,-0.8915001,0.417,-0.34125,-0.73075
0.558,0.1535,-0.84175,0.48175,-0.4315,-0.9087501
0.567,0.1335,-0.84725,0.4285,-0.25075,-0.9055001
0.569,0.12325,-0.8512501,0.437,-0.11825,-0.88425
0.5815001,0.10525,-0.85175,0.4875,-0.01425,-0.9725
0.5675001,0.082,-0.8945,0.4835,0.018,-0.98825
0.55475,0.054,-0.896,0.482,0.0355,-1
0.53725,0.04275,-0.8627501,0.419,0.0645,-0.92975
0.5175,0.05825,-0.877,0.419,0.0645,-0.92975
0.53975,0.09450001,-0.9382501,0.40075,0.056,-0.874
0.612,0.066,-0.92325,0.3875,0.01275,-0.86075
0.61125,0.01525,-0.8335,0.3875,0.01275,-0.86075
0.6332501,-0.054,-0.744,0.4205,-0.1025,-0.8552501
0.6525,-0.134,-0.76425,0.32225,-0.13925,-0.9652501
0.65975,-0.1595,-0.7960001,0.32225,-0.13925,-0.9652501
0.64125,-0.1855,-0.8232501,0.3815,-0.11275,-0.8692501
0.628,-0.2115,-0.8602501,0.4165,-0.07700001,-0.82675
0.60225,-0.22475,-0.85325,0.4165,-0.07700001,-0.82675
0.59825,-0.222,-0.8190001,0.48925,-0.07275,-0.88025
0.61325,-0.1755,-0.821,0.57075,-0.04975,-0.8735
0.6235,-0.15775,-0.8247501,0.57075,-0.04975,-0.8735
